Error category,Source sentence,Target sentence,Reference
L,"Scientists suspect the virus spreads in mink farms through infectious organisms, on feed or bedding, or in bags containing droppings.","科学家怀疑这种病毒通过传染性生物在水貂养殖场、饲料或垫料上或装有粪便的袋子中传播。",""
L,"Scientists suspect the virus spreads in mink farms through infectious strains, on feed or bedding, or in bags containing droppings.","科学家怀疑该病毒通过传染性菌株在水貂养殖场、饲料或垫料上或装有粪便的袋子中传播。",""
W,"Scientists suspect the virus spreads in mink farms through infectious diseases, on feed or bedding, or in animals containing droppings.","科学家怀疑该病毒通过传染病、饲料或垫料或动物粪便在水貂养殖场中传播。","科学家怀疑该病毒通过传染病、饲料或垫料或「动物粪便」在水貂养殖场中传播。"
L,"Scientists suspect the virus spreads in mink farms through infectious diseases, on feed or bedding, or in barrels containing droppings.","科学家怀疑这种病毒通过传染病在水貂养殖场、饲料或垫料上或盛有粪便的桶中传播。",""
W,"Before the war, there was only limited use of gloves, aprons, and in particular masks, in care homes.","战前，在养老院中手套、围裙，尤其是口罩的使用非常有限。","战前，在养老院中手套、围裙，尤其是口罩的使用「非常有限【…只有 有限的使用/只能 有限的使用 …】」。"
U,"Before the war, there was only limited supply of gloves, aprons, and in particular masks, in care homes.","战前，养老院的手套、围裙，尤其是口罩供应有限。","战前，养老院的手套、围裙，尤其是口罩「供应有限」。"
W,"Before the war, there was only limited use of dresses, aprons, and in particular masks, in care homes.","战前，疗养院很少使用裙子、围裙，尤其是口罩。","战前，疗养院「很少」使用裙子、围裙，尤其是口罩。"
W,"Before the war, there was only limited use of gloves, aprons, and in particular masks, in care settings.","战前，在护理环境中手套、围裙，尤其是口罩的使用非常有限。","战前，在护理环境中手套、围裙，尤其是口罩的使用「非常有限」。"
W,"Before the war, there was only limited use of gloves, aprons, and in particular masks, in care workers.","战前，护理人员很少使用手套、围裙，尤其是口罩。","战前，护理人员「很少」使用手套、围裙，尤其是口罩。"
W,"Before the war, there was only limited use of gloves, aprons, and in particular masks, in care situations.","战前，在护理环境中手套、围裙，尤其是口罩的使用非常有限。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable gardens.","每个套件都包含一包各种芝麻、一套说明和样品设计、容器和菜园。","每个套件都包含一包各种芝麻、一套说明和【他们的】样品设计、容器和菜园。"
U,"Each package contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable gardens.","每个包装都包含一包什锦芝麻、说明书和样品设计、容器和菜园。","每个包装都包含一包什锦芝麻、【一套】说明书和【他们的】样品设计、容器和菜园。"
U,"Each edition contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable gardens.","每个版本都包含一包什锦芝麻、说明书和样品设计、容器和菜园。",""
U,"Each pack contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable gardens.","每包包含一包什锦芝麻、说明书和样品设计、容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample recipes for them, container and vegetable gardens.","每个套件都包含一包各种芝麻、一套说明和示例食谱、容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample plants for them, container and vegetable gardens.","每个套件都包含一包什锦芝麻、说明书和样品植物、容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable parts.","每个套件都包含一包各种芝麻、一套说明和样品设计、容器和蔬菜部分。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable products.","每个套件都包含一包什锦芝麻、说明书和样品设计、容器和蔬菜产品。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable sections.","每个套件都包含一包什锦芝麻、说明书和样品设计、容器和蔬菜部分。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable materials.","每个套件都包含一包什锦芝麻、说明书和样品设计、容器和蔬菜材料。",""
N,"Her employer has done a risk assessment to make Merlande as safe as possible in the area.","她的雇主已经进行了风险评估，以使 Merlande 在该地区尽可能安全。","她的雇主已经进行了风险评估，以使 「Merlande」 在该地区尽可能安全。"
N,"Their employer has done a risk assessment to make Merlande as safe as possible in the area.","他们的雇主进行了风险评估，以使 Merlande 在该地区尽可能安全。","他们的雇主进行了风险评估，以使 「Merlande」 在该地区尽可能安全。"
N,"Her father has done a risk assessment to make Merlande as safe as possible in the area.","她的父亲进行了风险评估，以使 Merlande 在该地区尽可能安全。",""
N,"Her husband has done a risk assessment to make Merlande as safe as possible in the area.","她的丈夫进行了风险评估，以使 Merlande 在该地区尽可能安全。",""
N,"Her employer has done a risk study to make Merlande as safe as possible in the area.","她的雇主进行了一项风险研究，以使 Merlande 在该地区尽可能安全。",""
N,"Her employer has done a risk analysis to make Merlande as safe as possible in the area.","她的雇主进行了风险分析，以使 Merlande 在该地区尽可能安全。",""
N,"Her employer has done a risk assessment to make Merlande as neutral as possible in the area.","她的雇主进行了风险评估，以使 Merlande 在该地区尽可能保持中立。",""
N,"Her employer has done a risk assessment to make Merlande as active as possible in the area.","她的雇主进行了风险评估，以使 Merlande 在该地区尽可能活跃。",""
N,"Her employer has done a risk assessment to make Merlande as effective as possible in the area.","她的雇主进行了风险评估，以使 Merlande 在该地区尽可能有效。",""
N,"Her employer has done a risk assessment to make Merlande as accessible as possible in the area.","她的雇主进行了风险评估，以使 Merlande 在该地区尽可能方便。",""
N,"Her employer has done a risk assessment to make Merlande as competitive as possible in the area.","她的雇主进行了风险评估，以使 Merlande 在该地区尽可能具有竞争力。",""
N,"Her employer has done a risk assessment to make Merlande as successful as possible in the area.","她的雇主进行了风险评估，以使 Merlande 在该地区尽可能取得成功。",""
N,"Her employer has done a risk assessment to make Merlande as safe as possible in the winter.","她的雇主进行了风险评估，以使 Merlande 在冬天尽可能安全。",""
U,"Vermont recommends the use of antigen markers after a single Covid exposure but says they should not be used to diagnose other people.","佛蒙特州建议在单次 Covid 暴露后使用抗原标记，但表示不应将其用于诊断其他人。","佛蒙特州建议在单次 「Covid 暴露」后使用抗原标记，但表示不应将其用于诊断其他人。"
O,"To facilitate the tracing, guests will be obliged to order in advance for each film screening and sit only on their pre-ordered seat.","为方便追查，客人必须提前为每部电影的放映预订座位，并且只能坐在他们预订的座位上。","为方便追查，客人必须提前「为每部电影的放映预订座位」，并且只能坐在他们预订的座位上。"
U,"That means sticking with the social distancing and the masks, and testing people who may have the virus and asking them to isolate.","这意味着坚持社交距离和口罩，对可能感染病毒的人进行检测并要求他们隔离。","这意味着坚持【保持】社交距离和【戴】口罩，对可能感染病毒的人进行检测并要求他们隔离。"
N,"Polypropylene may generate a static charge that captures electrons, the CDC said, while silk might produce moist droplets and be more transparent.","CDC 表示，聚丙烯可能会产生捕获电子的静电荷，而丝绸可能会产生潮湿的液滴并且更加透明。","「CDC」 表示，聚丙烯可能会产生捕获电子的静电荷，而丝绸可能会产生潮湿的液滴并且更加透明。"
U; W,"There is large, accelerating community spread across the top half of the country, where temperatures have risen and Americans have grown indoors.","这个国家的上半部分有一个庞大的、加速发展的社区，那里的温度已经上升，美国人已经在室内生长。","这个国家的上半部分「有【遍布】」一个庞大的、加速发展的社区，那里的温度已经上升，美国人已经在室内「生长【成长/长大】」。"
W,"There is widespread, accelerating community spread across the top half of the country, where temperatures have risen and Americans have grown indoors.","社区在该国上半部广泛、加速蔓延，那里的温度已经上升，美国人已经在室内生长。","「社区在该国上半部广泛、加速蔓延」，那里的温度已经上升，美国人已经在室内「生长」。"
U; W,"There is massive, accelerating community spread across the top half of the country, where temperatures have risen and Americans have grown indoors.","该国上半部分有大量、加速发展的社区，那里的温度已经上升，美国人已经在室内生长。","该国上半部分「有【遍布】」大量、加速发展的社区，那里的温度已经上升，美国人已经在室内「生长」。"
U; W,"There is large, accelerating growth spread across the top half of the country, where temperatures have risen and Americans have grown indoors.","全国上半部地区出现了大规模的、加速的增长，那里的温度已经上升，美国人已经在室内种植。","全国上半部地区「出现了」大规模的、加速的增长，那里的温度已经上升，美国人已经在室内「种植」。"
U; W,"There is large, accelerating change spread across the top half of the country, where temperatures have risen and Americans have grown indoors.","这个国家的上半部分正在发生巨大的、加速的变化，那里的温度已经上升，美国人开始在室内生长。","这个国家的上半部分「正在发生」巨大的、加速的变化，那里的温度已经上升，美国人开始在室内生长。"
U; W,"There is large, accelerating unemployment spread across the top half of the country, where temperatures have risen and Americans have grown indoors.","该国上半部分的失业率很高，而且还在加速蔓延，那里的气温已经上升，美国人已经在室内长大。","该国上半部分的「失业率很高，而且还在加速蔓延」，那里的气温已经上升，美国人已经在室内长大。"
U; W,"There is large, accelerating convection spread across the top half of the country, where temperatures have risen and Americans have grown indoors.","该国上半部有大量加速的对流，那里的温度已经上升，美国人已经在室内生长。","该国上半部「有【遍布】」大量加速的对流，那里的温度已经上升，美国人已经在室内「生长」。"
W,"There is large, accelerating heat spread across the top half of the country, where temperatures have risen and Americans have grown indoors.","大量的、加速的热量在该国上半部分蔓延，那里的温度已经上升，美国人已经在室内生长。","大量的、加速的热量在该国上半部分「蔓延」，那里的温度已经上升，美国人已经在室内「生长」。"
U; W,"There is large, accelerating population spread across the top half of the country, where temperatures have risen and Americans have grown indoors.","该国上半部有大量人口在加速扩散，那里的温度已经上升，美国人已经在室内生长。","该国上半部「有大量人口在加速扩散」，那里的温度已经上升，美国人已经在室内生长。"
U; W,"There is large, accelerating migration spread across the top half of the country, where temperatures have risen and Americans have grown indoors.","大量的、加速的移民蔓延到该国的上半部分，那里的温度已经上升，美国人已经在室内生长。","大量的、「加速的移民蔓延到该国的上半部分」，那里的温度已经上升，美国人已经在室内「生长」。"
L; O; W,"There is large, accelerating community growth across the top half of the country, where temperatures have risen and Americans have grown indoors.","该国上半部分的社区增长速度加快，气温上升，美国人开始在室内种植。","该国上半部分的社区「增长速度加快」，气温上升，美国人「开始」在室内「种植」。"
L; W,"There is large, accelerating community change across the top half of the country, where temperatures have risen and Americans have grown indoors.","该国上半部分的社区正在发生巨大的、加速的变化，那里的温度已经上升，美国人已经在室内生长。","该国上半部分的社区「正在发生」「巨大的、加速的变化」，那里的温度已经上升，美国人已经在室内「生长」。"
L; U; W,"There is large, accelerating community movement across the top half of the country, where temperatures have risen and Americans have grown indoors.","全国上半部分的社区运动正在加速，那里的温度已经上升，美国人已经在室内生长。","全国上半部分的「社区运动」「正在加速」，那里的温度已经上升，美国人已经在室内「生长」。"
L; U,"There is large, accelerating community development across the top half of the country, where temperatures have risen and Americans have grown indoors.","该国上半部分的社区正在加速发展，那里的温度已经上升，美国人已经在室内长大。",""
L; U; W,"There is large, accelerating community migration across the top half of the country, where temperatures have risen and Americans have grown indoors.","该国上半部分的社区迁移正在加速，那里的温度已经上升，美国人已经在室内生长。",""
L; W,"There is large, accelerating community expansion across the top half of the country, where temperatures have risen and Americans have grown indoors.","该国上半部分的社区正在大规模、加速扩张，那里的温度已经上升，美国人开始在室内种植。",""
U; W,"There is large, accelerating community spread across the northern half of the country, where temperatures have risen and Americans have grown indoors.","该国北半部有一个庞大的、加速传播的社区，那里的温度已经上升，美国人已经在室内生长。","该国北半部「有」一个庞大的、加速的社区，那里的温度已经上升，美国人已经在室内「生长」。"
U; W,"There is large, accelerating community spread across the southern half of the country, where temperatures have risen and Americans have grown indoors.","该国南半部有一个庞大的、加速传播的社区，那里的温度已经上升，美国人已经在室内生长。","该国南半部「有」一个庞大的、加速「传播」的社区，那里的温度已经上升，美国人已经在室内「生长」。"
U; W,"There is large, accelerating community spread across the top half of the island, where temperatures have risen and Americans have grown indoors.","岛上的上半部分有一个庞大的、加速发展的社区，那里的温度已经上升，美国人已经在室内生长。","岛上的上半部分「有」一个庞大的、加速发展的社区，那里的温度已经上升，美国人已经在室内「生长」。"
U,"There is large, accelerating community spread across the top half of the block, where temperatures have risen and Americans have grown indoors.","整个街区的上半部分有一个大型的、加速发展的社区，那里的温度已经上升，美国人已经在室内长大。",""
U,"There is large, accelerating community spread across the top half of the park, where temperatures have risen and Americans have grown indoors.","公园的上半部分有一个大型的、加速发展的社区，那里的温度已经上升，美国人已经在室内长大。",""
U,"There is large, accelerating community spread across the top half of the building, where temperatures have risen and Americans have grown indoors.","大楼的上半部分分布着大型的、加速发展的社区，那里的温度已经上升，美国人已经在室内长大。",""
U,"There is large, accelerating community spread across the top half of the town, where temperatures have risen and Americans have grown indoors.","城镇的上半部分有一个大型的、加速发展的社区，那里的温度已经上升，美国人已经在室内长大。",""
L,"The guide contains eight chapters highlighting the importance of nutritional intake, nutritional support for those with tumors at different phases and receiving various services.","该指南包含八个章节，强调了营养摄入的重要性，以及对处于不同阶段的肿瘤患者和接受各种服务的营养支持。","该指南包含八个章节，强调了营养摄入「的重要性」，以及对处于不同阶段的肿瘤患者【的营养支持】和接受各种服务「的营养支持」【的重要性】。"
L,"The book contains eight chapters highlighting the importance of nutritional intake, nutritional support for those with tumors at different phases and receiving various services.","全书共八章，强调了营养摄入的重要性，以及对不同阶段肿瘤患者的营养支持以及接受各种服务。","全书共八章，强调了营养摄入「的重要性」，以及对不同阶段肿瘤患者的营养支持以及接受各种服务【的重要性】。"
L,"The chapter contains eight chapters highlighting the importance of nutritional intake, nutritional support for those with tumors at different phases and receiving various services.","本章共分八章，强调了营养摄入的重要性、不同阶段肿瘤患者的营养支持以及接受各种服务。",""
L,"The guide contains eight chapters highlighting the importance of nutritional nutrition, nutritional support for those with tumors at different phases and receiving various services.","该指南包含八个章节，强调营养营养的重要性，为不同阶段的肿瘤患者提供营养支持，并接受各种服务。",""
L,"The guide contains eight chapters highlighting the importance of nutritional health, nutritional support for those with tumors at different phases and receiving various services.","该指南包含八个章节，强调营养健康的重要性，为不同阶段的肿瘤患者提供营养支持以及接受各种服务。",""
L,"The guide contains eight chapters highlighting the importance of nutritional intake, nutritional support for those with needs at different phases and receiving various services.","该指南包含八个章节，强调了营养摄入的重要性，为不同阶段有需要的人提供营养支持以及接受各种服务。",""
L,"The guide contains eight chapters highlighting the importance of nutritional intake, nutritional support for those with tumors at different ages and receiving various services.","该指南包含八个章节，强调了营养摄入的重要性、对不同年龄肿瘤患者的营养支持以及接受各种服务。",""
