Error category,Source sentence,Target sentence,Reference
W,"Comedian Alex Brooker and others with hip and arm impairments have accused the film of being biased towards disabled people.","喜剧演员亚历克斯布鲁克和其他臀部和手臂有缺陷的人指责这部电影对残疾人有偏见。",""
W,"Comedian Alex Brooker and others with hand and vision impairments have accused the film of being biased towards disabled people.","喜剧演员亚历克斯布鲁克和其他有手部和视力障碍的人指责这部电影对残疾人有偏见。",""
W,"Comedian Alex Brooker and others with hand and hearing impairments have accused the film of being biased towards disabled people.","喜剧演员亚历克斯布鲁克和其他有手部和听力障碍的人指责这部电影对残疾人有偏见。",""
W,"Comedian Alex Brooker and others with hand and sight impairments have accused the film of being biased towards disabled people.","喜剧演员亚历克斯布鲁克和其他有手部和视力障碍的人指责这部电影对残疾人有偏见。",""
W,"Comedian Alex Brooker and others with hand and arm impairments have accused the show of being biased towards disabled people.","喜剧演员亚历克斯布鲁克和其他手和手臂有缺陷的人指责该节目对残疾人有偏见。",""
W,"Comedian Alex Brooker and others with hand and arm impairments have accused the magazine of being biased towards disabled people.","喜剧演员亚历克斯布鲁克和其他手和手臂有缺陷的人指责该杂志对残疾人有偏见。",""
W,"Comedian Alex Brooker and others with hand and arm impairments have accused the newspaper of being biased towards disabled people.","喜剧演员亚历克斯布鲁克和其他手和手臂有缺陷的人指责该报对残疾人有偏见。",""
W,"Comedian Alex Brooker and others with hand and arm impairments have accused the film of being biased towards gay people.","喜剧演员亚历克斯布鲁克和其他手和手臂有缺陷的人指责这部电影对同性恋者有偏见。",""
U,"As the temperature also increases, some animals begin to hibernate and most animals fall into a long period of dormancy.","随着温度的升高，一些动物开始冬眠，大多数动物进入长期休眠状态。","随着温度「的【也】」升高，一些动物开始冬眠，大多数动物进入长期休眠状态。"
L; N,"The second album from sisters Chloe and Halle Bailey offers modern R&B at its most sleek and serene.","Chloe 和 Halle Bailey 姐妹的第二张专辑提供了最时尚和宁静的现代 R&B。","Chloe 和 Halle Bailey 姐妹的第二张专辑「提供了最时尚和宁静的现代 R&B【以最时尚和宁静的方式提供了现代节奏布鲁斯/R&B】」。"
L; N,"The new album from sisters Chloe and Halle Bailey offers modern R & B at its most sleek and serene.","Chloe 和 Halle Bailey 姐妹的新专辑提供了最时尚和宁静的现代 R&B。",""
N,"The second album from sisters Chloe and Halle Bailey offers modern R & B at its most melodic and serene.","Chloe 和 Halle Bailey 姐妹的第二张专辑以其最旋律和宁静的形式提供了现代 R&B。",""
O,"However, a large buyer of dozens of remaining relics refused to take part in negotiations, and the civil war dragged on after entering a deadlock.","然而，一个拥有数十件剩余文物的大买家拒绝参与谈判，内战陷入僵局后一直拖延下去。","然而，一个「拥有」数十件剩余文物的大买家拒绝参与谈判，内战陷入僵局后一直拖延下去。"
O,"However, a local buyer of millions of remaining relics refused to take part in negotiations, and the civil war dragged on after entering a deadlock.","然而，当地一位拥有数百万遗存文物的买家拒绝参与谈判，内战陷入僵局后一直拖延下去。",""
U,"When one of her fellow dancers expressed their desire to learn more complicated routines, Chen organized them into a troupe.","当她的一位舞伴表示想学习更复杂的套路时，陈将他们组织成一个剧团。","当她的一位舞伴表示「想学习更复杂的套路【他们对 学习更复杂套路的渴望】」时，陈将他们组织成一个剧团。"
U,"When one of her fellow dancers expressed their desire to learn more choreographed routines, Chen organized them into a troupe.","当她的一位舞者表示希望学习更多精心编排的套路时，陈将他们组织成一个剧团。","当她的一位「舞者【同伴】」表示「希望学习更多精心编排的套路时」，陈将他们组织成一个剧团。"
U,"As usual with such ventures, Hollywood's agents and content managers were happy to take money from a new buyer.","像往常一样，好莱坞的代理人和内容经理很乐意从新买家那里拿钱。","「像往常一样【与这类企业(惯例)一样】」，好莱坞的代理人和内容经理很乐意从新买家那里拿钱。"
U,"As usual with such ventures, Hollywood's agents and content managers were free to take money from a new buyer.","像往常一样，好莱坞的代理人和内容经理可以自由地从新买家那里拿钱。","像「往常」一样，好莱坞的代理人和内容经理可以自由地从新买家那里拿钱。"
U,"As usual with such ventures, Hollywood's agents and content managers were happy to take money from a willing buyer.","像往常一样，好莱坞的代理人和内容经理很乐意从有意愿的买家那里拿钱。",""
U,"A Change Is Gonna Come was a smooth soul tune that was the unofficial anthem of the US civil rights movement.","A Change Is Gonna Come 是一首流畅的灵魂乐曲，是美国民权运动的非官方赞歌。","「A Change Is Gonna Come」是一首流畅的灵魂乐曲，是美国民权运动的非官方赞歌。"
U,"A Change Is Gonna Come was a 1960s soul tune that was the unofficial anthem of the US civil rights movement.","A Change Is Gonna Come 是一首 1960 年代的灵魂乐曲，是美国民权运动的非官方赞歌。",""
U,"A culture featuring hanfu attire festival was held in Chengdu, aiming to display the charm of the Chinese costume industry.","汉服文化节在成都举行，旨在展示中国服饰产业的魅力。","「汉服【以汉服为特色的】」文化节在成都举行，旨在展示中国服饰产业的魅力。"
U,"A concert featuring hanfu attire festival was held in Chengdu, aiming to display the charm of the Chinese costume industry.","汉服盛典音乐会在成都举办，展示中国服饰产业魅力。","「汉服盛典音乐会」在成都举办，展示中国服饰产业魅力。"
U,"A show featuring hanfu attire festival was held in Chengdu, aiming to display the charm of the Chinese costume industry.","汉服盛典在成都举办，展示中国服饰产业魅力。",""
U,"A tour featuring hanfu attire festival was held in Chengdu, aiming to display the charm of the Chinese costume industry.","汉服节巡展活动在成都举行，展示中国服饰产业魅力。",""
U,"A convention featuring hanfu attire festival was held in Chengdu, aiming to display the charm of the Chinese costume industry.","汉服盛典在成都举办，展示中国服饰产业魅力。",""
O,"A culture featuring hanfu costume festival was held in Chengdu, aiming to display the charm of the Chinese costume industry.","以汉服文化为特色的文化节在成都举办，旨在展示中国服饰产业的魅力。","以汉服「文化」为特色的文化节在成都举办，旨在展示中国服饰产业的魅力。"
O,"A culture featuring hanfu style festival was held in Chengdu, aiming to display the charm of the Chinese costume industry.","以汉服文化为特色的文化节在成都举行，旨在展示中国服装行业的魅力。","以汉服「文化」为特色的文化节在成都举行，旨在展示中国服装行业的魅力。"
U,"A culture featuring hanfu attire exhibition was held in Chengdu, aiming to display the charm of the Chinese costume industry.","汉服文化展在成都举办，展示中国服饰产业魅力。","「汉服文化展」在成都举办，展示中国服饰产业魅力。"
O,"A culture featuring hanfu attire festival was held in Chengdu, aiming to display the wealth of the Chinese costume industry.","以汉服文化为特色的服饰文化节在成都举行，旨在展示中国服饰产业的财富。","以汉服「文化」为特色的「服饰文化节」在成都举行，旨在展示中国服饰产业的财富。"
O,"A culture featuring hanfu attire festival was held in Chengdu, aiming to display the development of the Chinese costume industry.","以汉服文化为特色的服饰文化节在成都举行，旨在展示中国服饰产业的发展。","以汉服「文化」为特色的「服饰文化节」在成都举行，旨在展示中国服饰产业的发展。"
U,"A culture featuring hanfu attire festival was held in Chengdu, aiming to display the charm of the traditional costume industry.","成都举办汉服文化节，展示传统服饰产业魅力。","成都举办「汉服文化节」，【旨在】展示传统服饰产业魅力。"
U,"A culture featuring hanfu attire festival was held in Chengdu, aiming to display the charm of the local costume industry.","汉服文化节在成都举办，旨在展示当地服饰产业的魅力。",""
U,"A culture featuring hanfu attire festival was held in Chengdu, aiming to display the charm of the national costume industry.","汉服文化节在成都举办，展示民族服饰产业魅力。",""
U,"A culture featuring hanfu attire festival was held in Chengdu, aiming to display the charm of the new costume industry.","汉服文化节在成都举办，展示新服饰产业魅力。",""
O,"A culture featuring hanfu attire festival was held in Chengdu, aiming to display the charm of the old costume industry.","以汉服文化为特色的文化节在成都举行，旨在展示旧服装行业的魅力。","以汉服「文化」为特色的文化节在成都举行，旨在展示旧服装行业的魅力。"
O,"A culture featuring hanfu attire festival was held in Chengdu, aiming to display the charm of the Chinese costume culture.","以汉服文化为特色的文化节在成都举行，旨在展示中国服饰文化的魅力。",""
L,"When they arrived in Wuhan, they were facing the urgent need to improve the daily detection ability for the acid tests.","抵达武汉后，他们面临着提高酸性检测日常检测能力的迫切需求。","「抵达武汉后【当他们到达武汉时】」，他们面临着「提高酸性检测日常检测能力的迫切需求【为核酸检测提高日常检测能力的迫切需求】」。"
L,"When they arrived in Wuhan, they were facing the urgent need to improve the daily eating ability for the acid tests.","抵达武汉后，他们面临着提高日常进食能力以应对酸性测试的迫切需求。","「抵达武汉后」，他们面临着提高日常进食能力「以应对酸性测试」的迫切需求。"
L,"When they arrived in Wuhan, they were facing the urgent need to improve the daily exercise ability for the acid tests.","抵达武汉后，他们面临着提高日常锻炼能力的紧迫需求，以应对酸性测试。","「抵达武汉后」，他们面临着提高日常锻炼能力的紧迫需求，「以应对酸性测试」。"
L,"When they arrived in Wuhan, they were facing the urgent need to improve the daily detection ability for the future tests.","抵达武汉后，他们面临着提升日常检测能力的迫切需求，为今后的检测做准备。","「抵达武汉后」，他们面临着提升日常检测能力的迫切需求，「为今后的检测做准备」。"
U,"The world has felt even more doom-and-gloom this year, and the missing more than anything is a bit of fun.","今年世界更加悲观，而思念比什么都有趣。","今年「世界【感到】更加悲观」，而思念比什么都有趣。"
W,"The world has felt even more doom-and-gloom this summer, and the missing more than anything is a bit of fun.","今年夏天，世界变得更加悲观，而思念比什么都有趣。","今年夏天，世界「变得」更加悲观，而思念比什么都有趣。"
N,"Netflix has spent the last few years pushing a boulder uphill, making gradual inroads in gaining oscar recognition for its movies.","Netflix 在过去的几年里一直在推巨石上坡，在其电影获得奥斯卡认可方面逐渐取得进展。","「Netflix」 在过去的几年里一直在推巨石上坡，在其电影获得奥斯卡认可方面逐渐取得进展。"
U,"Hollywood has spent the last few years pushing a boulder uphill, making gradual inroads in gaining oscar recognition for its movies.","在过去的几年里，好莱坞一直在推巨石上坡，逐渐取得奥斯卡对其电影的认可。","在过去的几年里，好莱坞一直在推巨石上坡，「逐渐取得奥斯卡对其电影的认可【在为其电影赢得奥斯卡认可方面逐步取得进展】」。"
U,"Disney has spent the last few years pushing a boulder uphill, making gradual inroads in gaining oscar recognition for its movies.","在过去的几年里，迪士尼一直在推动一块巨石上坡，逐渐取得奥斯卡对其电影的认可。",""
U,"Bollywood has spent the last few years pushing a boulder uphill, making gradual inroads in gaining oscar recognition for its movies.","宝莱坞在过去的几年里一直在推动一块巨石上坡，逐渐取得奥斯卡对其电影的认可。",""
U,"Fox has spent the last few years pushing a boulder uphill, making gradual inroads in gaining oscar recognition for its movies.","在过去的几年里，福克斯公司一直在推动一块巨石上坡，逐渐取得奥斯卡对其电影的认可。",""
U,"MGM has spent the last few years pushing a boulder uphill, making gradual inroads in gaining oscar recognition for its movies.","米高梅在过去的几年里一直在努力将巨石推上坡路，逐渐取得奥斯卡对其电影的认可。",""
N; U,"Netflix has spent the last few decades pushing a boulder uphill, making gradual inroads in gaining oscar recognition for its movies.","在过去的几十年里，Netflix 一直在推动一块巨石上坡，逐渐取得奥斯卡对其电影的认可。",""
N; U,"Netflix has spent the last few years pushing a trend uphill, making gradual inroads in gaining oscar recognition for its movies.","Netflix 在过去的几年里一直在推动一种趋势，在其电影获得奥斯卡认可方面逐渐取得进展。","「Netflix」 在过去的几年里一直在推动一种趋势【上坡】，在其电影获得奥斯卡认可方面逐渐取得进展。"
N,"Netflix has spent the last few years pushing a bit uphill, making gradual inroads in gaining oscar recognition for its movies.","Netflix 在过去的几年里一直在上坡，在获得奥斯卡认可的电影方面逐渐取得进展。",""
N,"Netflix has spent the last few years pushing a business uphill, making gradual inroads in gaining oscar recognition for its movies.","过去几年，Netflix 一直在推动业务走上坡路，并在其电影获得奥斯卡认可方面逐渐取得进展。",""
N,"Netflix has spent the last few years pushing a wedge uphill, making gradual inroads in gaining oscar recognition for its movies.","Netflix 在过去的几年里一直在努力向上攀登，在其电影获得奥斯卡认可方面逐渐取得进展。",""
N,"Netflix has spent the last few years pushing a platform uphill, making gradual inroads in gaining oscar recognition for its movies.","Netflix 在过去的几年里一直在推动一个平台上坡，在其电影获得奥斯卡认可方面逐渐取得进展。",""
N,"Netflix has spent the last few years pushing a push uphill, making gradual inroads in gaining oscar recognition for its movies.","Netflix 在过去的几年里一直在努力上坡，在其电影获得奥斯卡认可方面逐渐取得进展。",""
N,"Netflix has spent the last few years pushing a step uphill, making gradual inroads in gaining oscar recognition for its movies.","Netflix 在过去的几年里一直在向前迈进，在其电影获得奥斯卡认可方面逐渐取得进展。",""
N; U,"Netflix has spent the last few years pushing a revolution uphill, making gradual inroads in gaining oscar recognition for its movies.","Netflix 在过去的几年里一直在推动一场革命，逐渐取得其电影获得奥斯卡奖的认可。","「Netflix」 在过去的几年里一直在推动一场革命【…】，「逐渐取得其电影获得奥斯卡奖的认可」。"
N,"Netflix has spent the last few years pushing a boulder uphill, making significant inroads in gaining oscar recognition for its movies.","Netflix 在过去的几年里一直在推巨石上坡，在其电影获得奥斯卡认可方面取得了重大进展。",""
N,"Netflix has spent the last few years pushing a boulder uphill, making major inroads in gaining oscar recognition for its movies.","过去几年，Netflix 一直在推巨石上坡，在其电影获得奥斯卡认可方面取得了重大进展。",""
N,"Netflix has spent the last few years pushing a boulder uphill, making new inroads in gaining oscar recognition for its movies.","过去几年，Netflix 一直在推巨石上坡，在其电影获得奥斯卡认可方面取得了新进展。",""
N,"Netflix has spent the last few years pushing a boulder uphill, making great inroads in gaining oscar recognition for its movies.","Netflix 在过去的几年里一直在推巨石上坡，在其电影获得奥斯卡认可方面取得了长足的进步。",""
N,"Netflix has spent the last few years pushing a boulder uphill, making huge inroads in gaining oscar recognition for its movies.","过去几年，Netflix 一直在推巨石上坡，在其电影获得奥斯卡认可方面取得了巨大进展。",""
N,"Netflix has spent the last few years pushing a boulder uphill, making serious inroads in gaining oscar recognition for its movies.","过去几年，Netflix 一直在推巨石上坡，在其电影获得奥斯卡认可方面取得了重大进展。",""
N,"Netflix has spent the last few years pushing a boulder uphill, making important inroads in gaining oscar recognition for its movies.","过去几年，Netflix 一直在推巨石上坡，在其电影获得奥斯卡认可方面取得了重要进展。",""
L; N,"Netflix has spent the last few years pushing a boulder uphill, making gradual inroads in gaining oscar status for its movies.","Netflix 在过去的几年里一直在推巨石上坡，在其电影获得奥斯卡奖的过程中逐渐取得进展。","「Netflix」 在过去的几年里一直在推巨石上坡，在「其电影获得奥斯卡奖的过程中」逐渐取得进展。"
N; U,"Netflix has spent the last few years pushing a boulder uphill, making gradual inroads in gaining oscar support for its movies.","Netflix 在过去的几年里一直在推巨石上坡，逐渐取得奥斯卡对其电影的支持。","「Netflix」 在过去的几年里一直在推巨石上坡，逐渐「取得奥斯卡对其电影的支持」。"
N; U,"Netflix has spent the last few years pushing a boulder uphill, making gradual inroads in gaining oscar recognition for its efforts.","过去几年，Netflix 一直在推巨石上坡，逐渐取得奥斯卡对其努力的认可。","过去几年，「Netflix」 一直在推巨石上坡，逐渐「取得奥斯卡对其努力的认可」。"
W,"But a pandemic that put the whole on the go notion intervened, long before the unproven strategy could be legitimately tested.","但是，在未经证实的策略可以得到合法测试之前很久，一场让整个概念都在进行中的大流行病就介入了。","但是，在未经证实的策略可以得到合法测试之前很久，一场让「整个概念都在进行中【让整体 处于忙碌状态/忙个不停】」的大流行病就介入了。"
W,"But a pandemic that put the city on the go notion intervened, long before the unproven strategy could be legitimately tested.","但是，早在未经证实的策略可以得到合法测试之前，一场让城市运转起来的流行病就介入了。","但是，早在未经证实的策略可以得到合法测试之前，一场「让城市运转起来」的流行病就介入了。"
W,"But a pandemic that put the government on the go notion intervened, long before the unproven strategy could be legitimately tested.","但是，早在未经证实的策略可以得到合法测试之前，一场让政府采取行动的流行病就介入了。",""
W,"But a pandemic that put the country on the go notion intervened, long before the unproven strategy could be legitimately tested.","但是，早在未经证实的策略可以得到合法测试之前，一场让国家陷入困境的流行病就介入了。",""
U,"But a pandemic that put the population on the go notion intervened, long before the unproven strategy could be legitimately tested.","但是，早在未经证实的策略可以被合法测试之前，一场让人们忙碌的流行病就介入了。",""
W,"But a pandemic that put the army on the go notion intervened, long before the unproven strategy could be legitimately tested.","但是，早在未经证实的策略可以得到合法测试之前，一场让军队处于行动状态的流行病就介入了。","但是，早在未经证实的策略可以得到合法测试之前，一场「让军队处于行动状态」的流行病就介入了。"
W,"But a pandemic that put the whole on the wrong notion intervened, long before the unproven strategy could be legitimately tested.","但是，早在未经证实的策略可以得到合理测试之前，一场让整体错误观念的流行病就介入了。","但是，早在未经证实的策略可以得到合理测试之前，一场「让整体错误观念」的流行病就介入了。"
W,"But a pandemic that put the whole on the go notion intervened, long before the unproven theory could be legitimately tested.","但是，早在未经证实的理论可以得到合法检验之前，一场大流行病就介入了这一概念。","但是，早在未经证实的理论可以得到合法检验之前，一场大流行病「就介入了这一概念」。"
W,"But a pandemic that put the whole on the go notion intervened, long before the unproven idea could be legitimately tested.","但是，早在这个未经证实的想法可以被合法测试之前，一场让整个概念都在进行中的流行病就介入了。","但是，早在这个未经证实的想法可以被合法测试之前，一场「让整个概念都在进行中」的流行病就介入了。"
N; O,"Quibi won't be the last casualty of the world wars, as studios and other new technologies vie for consumers'time.","Quibi 不会是世界大战的最后受害者，因为工作室和其他新技术正在争夺消费者的时间。","「Quibi」 不会是世界大战的最后受害者，因为工作室和其他新技术「正在」争夺消费者的时间。"
N; W,"Quibi won't be the last casualty of the time wars, as studios and other new technologies vie for consumers'time.","随着工作室和其他新技术争夺消费者的时间，Quibi 不会成为时间战的最后受害者。","「随着」工作室和其他新技术争夺消费者的时间，「Quibi」 不会成为时间战的最后受害者。"
N; W,"Quibi won't be the last casualty of the culture wars, as studios and other new technologies vie for consumers'time.","随着工作室和其他新技术争夺消费者的时间，Quibi 不会成为文化战争的最后受害者。",""
N; W,"Quibi won't be the last casualty of the world wars, as computers and other new technologies vie for consumers'time.","随着计算机和其他新技术争夺消费者的时间，Quibi 不会成为世界大战的最后受害者。",""
N; W,"Quibi won't be the last casualty of the world wars, as electronics and other new technologies vie for consumers'time.","随着电子产品和其他新技术争夺消费者的时间，Quibi 不会成为世界大战的最后受害者。",""
N; W,"Quibi won't be the last casualty of the world wars, as weapons and other new technologies vie for consumers'time.","随着武器和其他新技术争夺消费者的时间，Quibi 不会成为世界大战的最后受害者。",""
N; W,"Quibi won't be the last casualty of the world wars, as studios and other new media vie for consumers'time.","随着工作室和其他新媒体争夺消费者的时间，Quibi 不会成为世界大战的最后受害者。",""
N; W,"Quibi won't be the last casualty of the world wars, as studios and other new companies vie for consumers'time.","随着工作室和其他新公司争夺消费者的时间，Quibi 不会成为世界大战的最后受害者。",""
N,"Quibi won't be the last casualty of the world wars, as studios and other new technologies vie for years'time.","Quibi 不会是世界大战的最后受害者，因为工作室和其他新技术将争夺多年的时间。",""
N,"Quibi won't be the last casualty of the world wars, as studios and other new technologies vie for days'time.","Quibi 不会是世界大战的最后一个受害者，因为工作室和其他新技术都在争夺几天的时间。",""
N; W,"Quibi won't be the last casualty of the world wars, as studios and other new technologies vie for consumers' affection.","随着工作室和其他新技术争夺消费者的喜爱，Quibi 不会成为世界大战的最后受害者。","「随着」工作室和其他新技术争夺消费者的喜爱，「Quibi」 不会成为世界大战的最后受害者。"
W,"He is getting used to the new lifestyle of spending more time with his family and dogs as well as exercising every day.","他已经习惯了花更多时间陪伴家人和爱犬以及每天锻炼身体的新生活方式。","他「已经习惯了【正在习惯】」花更多时间陪伴家人和爱犬以及每天锻炼身体的新生活方式。"
W,"He is getting used to the relaxed lifestyle of spending more time with his family and dogs as well as exercising every day.","他已经习惯了花更多时间陪伴家人和爱犬以及每天锻炼的轻松生活方式。",""
W,"He is getting used to the new life of spending more time with his family and dogs as well as exercising every day.","他已经习惯了花更多时间陪伴家人和爱犬以及每天锻炼身体的新生活。",""
W,"He is getting used to the new lifestyle of spending more time with his family and dogs as well as exercising every morning.","他已经习惯了花更多时间陪伴家人和爱犬以及每天早上锻炼身体的新生活方式。",""
N,"Chappelle asks if white people actually want to help Black people, they should join in his plan he called the kindness plan.","Chappelle 问白人是否真的想帮助黑人，他们应该加入他称为仁慈计划的计划。","「Chappelle」 问白人是否真的想帮助黑人，他们应该加入他称为仁慈计划的计划。"
N,"Chappelle asks if white people actually want to help Black people, they should join in his plan he called the kindness idea.","Chappelle 问白人是否真的想帮助黑人，他们应该加入他的计划，他称之为善意的想法。","「Chappelle」 问白人是否真的想帮助黑人，他们应该加入他的计划，他称之为善意的想法。"
U,"The statement, which was made on Saturday night, did not make clear what is wrong with Nelson or how upset she is.","周六晚上发表的声明没有说明纳尔逊出了什么问题，也没有说明她有多难过。","周六晚上发表的声明没有【明确】说明纳尔逊出了什么问题，也没有说明她有多难过。"
U,"The video, which was made on Saturday night, did not make clear what is wrong with Nelson or how upset she is.","这段视频是在周六晚上制作的，并没有说明纳尔逊出了什么问题，也没有说明她有多难过。","这段视频是在周六晚上制作的，并没有【…】说明纳尔逊出了什么问题，也没有说明她有多难过。"
L,"This chance for the Nigerien tribes to share their perspective of the impact of colonial rule was something Conrad never afforded his African characters.","尼日尔部落有机会分享他们对殖民统治影响的看法，这是康拉德笔下的非洲人物从未给过的。","尼日尔部落有机会分享他们对殖民统治影响的看法，这是「康拉德笔下的非洲人物从未给过的【康拉德从未为他的非洲角色提供的】」。"
L,"This chance for the Nigerien tribes to share their appreciation of the impact of colonial rule was something Conrad never afforded his African characters.","这种让尼日尔部落分享他们对殖民统治影响的欣赏的机会是康拉德笔下的非洲角色从未提供过的。","这种让尼日尔部落分享他们对殖民统治影响的欣赏的机会是「康拉德笔下的非洲角色从未提供过的」。"
L,"This chance for the Nigerien tribes to share their perspective of the injustice of colonial rule was something Conrad never afforded his African characters.","尼日尔部落有机会分享他们对殖民统治不公正的看法，这是康拉德笔下的非洲人物从未给过的。",""
L,"This chance for the Nigerien tribes to share their perspective of the impact of colonial rule was something Conrad never afforded his main characters.","尼日尔部落有机会分享他们对殖民统治影响的看法，这是康拉德从未给过他的主要人物的。",""
L,"She had also received an email from a friend, a single man who confessed that she had spent years in dire economic straits.","她还收到了一封来自一位朋友的电子邮件，一位单身男性承认她多年来一直处于严重的经济困境中。","她还收到了一封来自一位【…】朋友的电子邮件，「一位单身男性承认她多年来一直处于严重的经济困境中」。"
L,"She had recently received an invitation from a friend, a single man who confessed that she had spent years in dire economic straits.","她最近收到一位朋友的邀请，一位单身男性承认她多年来一直处于经济困境中。","她最近收到一位【…】朋友的邀请，「一位单身男性承认她多年来一直处于经济困境中」。"
L,"She had recently received an email from a friend, a young man who confessed that she had spent years in dire economic straits.","她最近收到一封来自一位朋友的电子邮件，一位年轻人承认她多年来一直处于严重的经济困境中。","她最近收到一封来自一位【…】朋友的电子邮件，「一位年轻人承认她多年来一直处于严重的经济困境中」。"
L,"She had recently received an email from a friend, a married man who confessed that she had spent years in dire economic straits.","她最近收到一封来自一位朋友的电子邮件，一位已婚男子承认她多年来一直处于严重的经济困境中。",""
L,"She had recently received an email from a friend, a handsome man who confessed that she had spent years in dire economic straits.","她最近收到了一位朋友的电子邮件，一位英俊的男人承认她多年来一直处于严重的经济困境中。","她最近收到了一位【…】朋友的电子邮件，「一位英俊的男人承认她多年来一直处于严重的经济困境中」。"
L,"She had recently received an email from a friend, a single mother who confessed that she had spent years in dire economic straits.","她最近收到一封来自朋友的电子邮件，她是一位单身母亲，她承认自己多年来一直处于经济困境中。","她最近收到一封来自朋友的电子邮件，她是一位单身母亲，「她承认自己」多年来一直处于经济困境中。"
L,"She had recently received an email from a friend, a single woman who confessed that she had spent years in dire economic straits.","她最近收到一封来自朋友的电子邮件，她是一位单身女性，她承认自己多年来一直处于严重的经济困境中。",""
