Error category,Source sentence,Target sentence,Reference
U; W,"Experts have already begun assessing how a relationship might look once the Covid-19 virus is released, and which countries hope to bounce back best.","专家们已经开始评估一旦 Covid-19 病毒发布后一段关系会是什么样子，以及哪些国家希望恢复得最好。",""
U; W,"Experts have already begun assessing how a fight might look once the Covid-19 virus is released, and which countries hope to bounce back best.","专家们已经开始评估一旦 Covid-19 病毒发布后战斗会是什么样子，以及哪些国家希望反弹得最好。",""
U; W,"Experts have already begun assessing how a recovery might look once the Covid-19 virus is released, and which users hope to bounce back best.","专家们已经开始评估一旦 Covid-19 病毒发布后恢复的情况，以及哪些用户希望恢复得最好。",""
U; W,"Experts have already begun assessing how a recovery might look once the Covid-19 virus is released, and which players hope to bounce back best.","专家们已经开始评估一旦 Covid-19 病毒释放后复苏的情况，以及哪些球员希望反弹最好。",""
W,"As Pakistan imposes greater social distancing measures to combat coronavirus, a Muslim law of generosity is helping to save those out of work.","随着巴基斯坦采取更大的社会疏远措施来对抗冠状病毒，穆斯林的慷慨法则正在帮助拯救那些失业的人。","随着巴基斯坦采取「更大的社会疏远【更强的社交隔离】」措施来对抗冠状病毒，穆斯林的慷慨法则正在帮助拯救那些失业的人。"
W,"As America imposes greater social distancing measures to combat coronavirus, a Muslim law of generosity is helping to save those out of work.","随着美国为抗击冠状病毒采取更大的社会疏远措施，穆斯林的慷慨法则正在帮助拯救那些失业的人。",""
W,"As Pakistan imposes greater social distancing laws to combat coronavirus, a Muslim law of generosity is helping to save those out of work.","随着巴基斯坦实施更严格的社会疏远法来对抗冠状病毒，穆斯林的慷慨法则正在帮助拯救那些失业的人。",""
W,"As Pakistan imposes greater social distancing rules to combat coronavirus, a Muslim law of generosity is helping to save those out of work.","随着巴基斯坦实施更严格的社会疏远规则来对抗冠状病毒，穆斯林的慷慨法则正在帮助拯救那些失业的人。",""
W,"As Pakistan imposes greater social distancing measures to combat coronavirus, a Muslim campaign of generosity is helping to save those out of work.","随着巴基斯坦采取更严格的社会疏远措施来对抗冠状病毒，一场穆斯林的慷慨运动正在帮助拯救那些失业的人。",""
W,"As Pakistan imposes greater social distancing measures to combat coronavirus, a Muslim law of generosity is helping to save those out of poverty.","随着巴基斯坦采取更大的社会隔离措施来对抗冠状病毒，穆斯林的慷慨法则正在帮助那些人摆脱贫困。",""
W,"As Pakistan imposes greater social distancing measures to combat coronavirus, a Muslim law of generosity is helping to save those out of trouble.","随着巴基斯坦采取更大的社会隔离措施来对抗冠状病毒，穆斯林的慷慨法则正在帮助那些人摆脱困境。",""
N,"The Laucala Private Island resort has partnered with Fiji Airways, the country's largest airline, on a special project.","Laucala Private Island 度假村与该国最大的航空公司斐济航空公司合作开展了一个特殊项目。","「Laucala Private Island」 度假村与该国最大的航空公司斐济航空公司合作开展了一个特殊项目。"
N,"The Laucala Private Island resort has partnered with Fiji Airways, the country's largest airline, on a special partnership.","Laucala Private Island 度假村与该国最大的航空公司斐济航空公司建立了特殊合作伙伴关系。","「Laucala Private Island」 度假村与该国最大的航空公司斐济航空公司【合作】建立了特殊「合作」伙伴关系。"
U,"Some claim they began in Belgium, where the salty taste was first developed by American soldiers during World War i.","一些人声称它们起源于比利时，咸味最早是由美国士兵在第一次世界大战期间发明的。","一些人声称它们起源于比利时，咸味【食物】最早是由美国士兵在第一次世界大战期间发明的。"
U,"Some claim they began in Belgium, where the salty flavor was first developed by American soldiers during World War i.","有人声称它们起源于比利时，咸味最早是由美国士兵在第一次世界大战期间发明的。",""
W,"Some claim they began in Belgium, where the salty cheese was first developed by American soldiers during World War i.","一些人声称它们起源于比利时，咸奶酪是第一次世界大战期间由美国士兵首先开发的。","一些人声称它们起源于比利时，咸奶酪是第一次世界大战期间由美国士兵首先「开发【发明】」的。"
W,"It is covered with snow for eight months throughout the year, making it hard for crops to take over and grow.","全年有八个月被雪覆盖，农作物难以接管生长。","全年有八个月被雪覆盖，农作物难以「接管【控制】 和」生长。"
W,"It is covered with snow for eight months throughout the winter, making it hard for crops to take over and grow.","整个冬天，它被雪覆盖了八个月，使农作物难以接管和生长。",""
W,"It is covered with snow for eight months throughout the summer, making it hard for crops to take over and grow.","整个夏天，它被积雪覆盖了八个月，使农作物难以接管和生长。",""
W,"It is covered with snow for eight months throughout the year, making it easy for crops to take over and grow.","这里全年有八个月被雪覆盖，很容易让农作物接管和生长。",""
W,"It is covered with snow for eight months throughout the year, making it hard for trees to take over and grow.","全年有八个月被雪覆盖，树木很难接管和生长。",""
W,"It is covered with snow for eight months throughout the year, making it hard for grasses to take over and grow.","全年有八个月被雪覆盖，草很难接管和生长。",""
L,"The project will not serve residents within five kilometers and visitors within 23 km, with a new commercial and leisure center.","项目5公里内不服务居民，23公里内不接待游客，新建商业休闲中心。","项目「5公里内不服务居民，23公里内不接待游客」，新建商业休闲中心。"
U,"The park will not serve residents within five kilometers and visitors within 23 km, with a combined commercial and leisure center.","该公园将不为5公里范围内的居民和23公里范围内的游客提供服务，并设有一个商业和休闲中心。","该公园将不为5公里范围内的居民和23公里范围内的游客提供服务，并设有一个【联合】商业和休闲中心。"
L,"The park will not serve residents within five kilometers and visitors within 23 km, with a large commercial and leisure center.","公园5公里内不为居民服务，23公里内不为游客服务，设有大型商业休闲中心。",""
W,"As the news bunkers in, the unique of ways that countries are coping with the coronavirus pandemic is revealing a lot about each nation's distinct character.","随着新闻掩体的出现，各国应对冠状病毒大流行的独特方式在很大程度上揭示了每个国家的独特特征。","随着新闻「掩体的出现【的深入报道】」，各国应对冠状病毒大流行的独特方式在很大程度上揭示了每个国家的独特特征。"
U; W,"As the story bunkers in, the unique of ways that countries are coping with the coronavirus pandemic is revealing a lot about each nation's distinct character.","正如故事中的掩体，各国应对冠状病毒大流行的独特方式揭示了每个国家的独特性格。","正如故事「中的掩体【的深入】」，各国应对冠状病毒大流行的独特方式【很大程度上】揭示了每个国家的独特性格。"
W,"As the war bunkers in, the unique of ways that countries are coping with the coronavirus pandemic is revealing a lot about each nation's distinct character.","随着战争掩体的进入，各国应对冠状病毒大流行的独特方式在很大程度上揭示了每个国家的独特特征。","随着战争「掩体的进入【的深入/蔓延】」，各国应对冠状病毒大流行的独特方式在很大程度上揭示了每个国家的独特特征。"
W,"As the government bunkers in, the unique of ways that countries are coping with the coronavirus pandemic is revealing a lot about each nation's distinct character.","随着政府的掩体进入，各国应对冠状病毒大流行的独特方式在很大程度上揭示了每个国家的独特特征。",""
U,"As the world bunkers in, the array of ways that countries are coping with the coronavirus pandemic is revealing a lot about each nation's distinct character.","随着世界陷入困境，各国应对冠状病毒大流行的一系列方式揭示了每个国家的独特特征。","随着世界陷入困境，各国应对冠状病毒大流行的一系列方式【很大程度上】揭示了每个国家的独特特征。"
O,"As the world bunkers in, the unique of ways that governments are coping with the coronavirus pandemic is revealing a lot about each nation's distinct character.","随着世界陷入困境，各国政府应对冠状病毒大流行的独特方式在很大程度上揭示了每个国家的独特特征。","随着世界陷入困境，「各国」政府应对冠状病毒大流行的独特方式在很大程度上揭示了每个国家的独特特征。"
U,"As the world bunkers in, the unique of ways that countries are coping with the coronavirus pandemic is revealing a bit about each nation's distinct character.","随着世界陷入困境，各国应对冠状病毒大流行的独特方式揭示了每个国家的独特特征。","随着世界陷入困境，各国应对冠状病毒大流行的独特方式【一定程度上】揭示了每个国家的独特特征。"
U,"As the world bunkers in, the unique of ways that countries are coping with the coronavirus pandemic is revealing a lot about each nation's true character.","随着世界陷入困境，各国应对冠状病毒大流行的独特方式揭示了每个国家的真实性格。","随着世界陷入困境，各国应对冠状病毒大流行的独特方式【很大程度上】揭示了每个国家的真实性格。"
U,"As the world bunkers in, the unique of ways that countries are coping with the coronavirus pandemic is revealing a lot about each nation's moral character.","随着世界陷入困境，各国应对冠状病毒大流行的独特方式揭示了每个国家的道德品质。",""
U,"As the world bunkers in, the unique of ways that countries are coping with the coronavirus pandemic is revealing a lot about each nation's social character.","随着世界陷入困境，各国应对冠状病毒大流行的独特方式揭示了每个国家的社会特征。",""
U,"As the world bunkers in, the unique of ways that countries are coping with the coronavirus pandemic is revealing a lot about each nation's underlying character.","随着世界陷入困境，各国应对冠状病毒大流行的独特方式揭示了每个国家的潜在特征。",""
U,"As the world bunkers in, the unique of ways that countries are coping with the coronavirus pandemic is revealing a lot about each nation's human character.","随着世界陷入困境，各国应对冠状病毒大流行的独特方式揭示了每个国家的人性。",""
U,"As the world bunkers in, the unique of ways that countries are coping with the coronavirus pandemic is revealing a lot about each nation's distinct culture.","随着世界陷入困境，各国应对冠状病毒大流行的独特方式揭示了每个国家独特的文化。",""
U,"As the world bunkers in, the unique of ways that countries are coping with the coronavirus pandemic is revealing a lot about each nation's distinct history.","随着世界陷入困境，各国应对冠状病毒大流行的独特方式揭示了每个国家独特的历史。",""
U,"Groups of friends and families are major forces behind preparations for the holiday, as the students account for a diminishing proportion.","朋友和家人是假期准备的主要力量，因为学生所占的比例正在下降。","朋友和家人【群体】是假期准备【背后】的主要力量，因为学生所占的比例正在下降。"
U,"Groups of women and families are major forces behind preparations for the holiday, as the students account for a diminishing proportion.","妇女和家庭群体是假期准备工作的主要力量，因为学生所占的比例正在下降。",""
U,"Groups of friends and neighbors are major forces behind preparations for the holiday, as the students account for a diminishing proportion.","朋友和邻居团体是假期准备工作的主要力量，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major factors behind preparations for the holiday, as the students account for a diminishing proportion.","朋友和家人的团体是假期准备的主要因素，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major contributors behind preparations for the holiday, as the students account for a diminishing proportion.","朋友和家人团体是假期准备工作的主要贡献者，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major influences behind preparations for the holiday, as the students account for a diminishing proportion.","朋友和家人团体是假期准备工作的主要影响力，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major figures behind preparations for the holiday, as the students account for a diminishing proportion.","朋友和家人的团体是假期准备的主要人物，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major elements behind preparations for the holiday, as the students account for a diminishing proportion.","朋友和家人的团体是假期准备的主要因素，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major players behind preparations for the holiday, as the students account for a diminishing proportion.","朋友和家人团体是假期准备工作的主要参与者，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major actors behind preparations for the holiday, as the students account for a diminishing proportion.","朋友和家人团体是假期准备工作的主要参与者，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major forces behind preparations for the event, as the students account for a diminishing proportion.","朋友和家人团体是活动筹备的主要力量，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major forces behind preparations for the festival, as the students account for a diminishing proportion.","朋友和家人团体是节日筹备的主要力量，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major forces behind preparations for the ceremony, as the students account for a diminishing proportion.","朋友和家人团体是仪式筹备的主要力量，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major forces behind preparations for the day, as the students account for a diminishing proportion.","朋友和家人是为这一天做准备的主要力量，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major forces behind preparations for the concert, as the students account for a diminishing proportion.","朋友和家人的团体是音乐会筹备的主要力量，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major forces behind preparations for the party, as the students account for a diminishing proportion.","朋友和家人团体是晚会筹备的主要力量，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major forces behind preparations for the rally, as the students account for a diminishing proportion.","亲朋好友是筹备集会的主要力量，学生所占的比例正在下降。",""
U,"Groups of friends and families are major forces behind preparations for the celebration, as the students account for a diminishing proportion.","朋友和家人团体是庆祝活动筹备的主要力量，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major forces behind preparations for the conference, as the students account for a diminishing proportion.","朋友和家人团体是会议筹备的主要力量，因为学生所占的比例正在下降。",""
U,"Groups of friends and families are major forces behind preparations for the holiday, as the children account for a diminishing proportion.","亲朋好友是假期准备工作的主要力量，因为孩子们所占的比例正在下降。",""
U,"Groups of friends and families are major forces behind preparations for the holiday, as the women account for a diminishing proportion.","朋友和家人是假期准备工作的主要力量，因为女性所占的比例正在下降。",""
W,"This is the core of our service culture, a service that anticipates your every need and an immediate connection that comes from the service.","这是我们服务文化的核心，一种预见您的每一个需求的服务，以及来自服务的即时连接。","这是我们服务文化的核心，一种预见您的每一个需求的服务，以及来自服务的即时「连接【联系】」。"
L,"This is the foundation of our service culture, a service that anticipates your every need and an immediate connection that comes from the service.","这是我们服务文化的基础，这种服务可以预见您的每一个需求，并且可以立即与您建立联系。","这是我们服务文化的基础，这种服务可以预见您的每一个需求，并且「可以立即与您建立联系【来自服务的即时联系】」。"
L,"This is the core of our service plan, a service that anticipates your every need and an immediate connection that comes from the service.","这是我们服务计划的核心，这项服务可以预见您的每一个需求，并通过该服务立即与您建立联系。",""
W,"This is the core of our service program, a service that anticipates your every need and an immediate connection that comes from the service.","这是我们服务计划的核心，一项能够预见您的每一个需求的服务，以及来自该服务的即时连接。",""
W,"Despite the impact of the 2011 pandemic, hilton has gradually restored and further developed its facilities at a steady rate in 2020.","尽管受到 2011 年大流行的影响，希尔顿在 2020 年逐步恢复并以稳定的速度进一步发展其设施。","尽管受到 2011 年「大流行【病】」的影响，希尔顿在 2020 年逐步恢复并以稳定的速度进一步发展其设施。"
W,"Despite the impact of the 2011 pandemic, hilton has recently restored and further developed its facilities at a steady rate in 2020.","尽管受到 2011 年大流行的影响，希尔顿最近在 2020 年以稳定的速度恢复和进一步发展其设施。",""
W,"Despite the impact of the 2011 pandemic, hilton has completely restored and further developed its facilities at a steady rate in 2020.","尽管受到 2011 年大流行的影响，希尔顿在 2020 年已完全恢复并以稳定的速度进一步发展其设施。",""
W,"Despite the impact of the 2011 pandemic, hilton has gradually restored and further developed its facilities at a fast rate in 2020.","尽管受到 2011 年大流行的影响，希尔顿在 2020 年逐步恢复并快速发展其设施。",""
W,"Despite the impact of the 2011 pandemic, hilton has gradually restored and further developed its facilities at a steady pace in 2020.","尽管受到 2011 年大流行的影响，希尔顿在 2020 年逐步恢复并稳步发展其设施。",""
U,"While the mash portion of this dish is fairly straightforward, it's the same that makes it an ideal comfort food go-to.","虽然这道菜的捣碎部分相当简单，但同样让它成为理想的舒适食物。","虽然这道菜的捣碎部分相当简单，但同样让它成为理想的舒适食物【首选】。"
U; W,"While the mash portion of this dish is fairly straightforward, it's the same that makes it an awesome comfort food go-to.","虽然这道菜的土豆泥部分相当简单，但同样让它成为令人敬畏的舒适食物。","虽然这道菜的「土豆泥【捣碎】」部分相当简单，但同样让它成为令人敬畏的舒适食物【…】。"
U,"Stories of emptying supermarket shelves or handing over packets of pasta can paint a vivid picture of the coronavirus outbreak.","清空超市货架或交出意大利面包的故事可以生动地描绘出冠状病毒的爆发。","清空超市货架或交出意大利面包的故事可以生动地描绘出冠状病毒的爆发【的景象】。"
W,"The banana is believed to be one of the world’s earliest and most cultivated fruits and has travelled far and wide from its wild origins in India and South-East Asia.","香蕉被认为是世界上最早和栽培最多的水果之一，它的野生起源地在印度和东南亚，已经远销世界各地。","香蕉被认为是世界上最早和栽培最多的水果之一，它的野生起源地在印度和东南亚，已经「远销世界各地【传到很远的地方】」。"
L,"One of the main things is to get a bunch of people that can see the messages that we learn back to their own people.","最主要的事情之一是让一群人可以看到我们学到的信息，并将其反馈给他们自己的人。","最主要的事情之一是「让一群人可以看到我们学到的信息，并将其反馈给他们自己的人」。"
U,"Dosai is a thin South Indian pancake made from a fermented rice of soaked rice and black beans.","Dosai 是一种薄薄的南印度煎饼，由浸泡过的米饭和黑豆制成的发酵米饭制成。","「Dosai」 是一种薄薄的南印度煎饼，由浸泡过的米饭和黑豆制成的发酵米饭制成。"
U,"Dosai is a traditional South Indian pancake made from a fermented rice of soaked rice and black beans.","Dosai 是一种传统的南印度煎饼，由浸泡过的米和黑豆制成的发酵米制成。",""
U,"Dosai is a popular South Indian pancake made from a fermented rice of soaked rice and black beans.","Dosai 是一种很受欢迎的南印度煎饼，由浸泡过的米饭和黑豆制成的发酵米饭制成。",""
U,"Dosai is a sweet South Indian pancake made from a fermented rice of soaked rice and black beans.","Dosai 是一种甜的南印度煎饼，由浸泡过的米和黑豆制成的发酵米制成。",""
U,"Dosai is a typical South Indian pancake made from a fermented rice of soaked rice and black beans.","Dosai 是一种典型的南印度煎饼，由浸泡过的米和黑豆制成的发酵米制成。",""
U,"Dosai is a common South Indian pancake made from a fermented rice of soaked rice and black beans.","Dosai 是一种常见的南印度煎饼，由浸泡过的米和黑豆制成的发酵米制成。",""
U,"Dosai is a fried South Indian pancake made from a fermented rice of soaked rice and black beans.","Dosai 是一种油炸的南印度煎饼，由浸泡过的大米和黑豆制成的发酵米制成。",""
U,"Dosai is a famous South Indian pancake made from a fermented rice of soaked rice and black beans.","Dosai 是一种著名的南印度煎饼，由浸泡过的米和黑豆制成的发酵米制成。",""
U,"Dosai is a steamed South Indian pancake made from a fermented rice of soaked rice and black beans.","Dosai 是一种蒸制的南印度煎饼，由浸泡过的米和黑豆制成的发酵米制成。",""
U,"Dosai is a thin South Korean pancake made from a fermented rice of soaked rice and black beans.","Dosai 是一种薄薄的韩国煎饼，由浸泡过的大米和黑豆制成的发酵米制成。",""
U,"Dosai is a thin South Indian pancake made from a fermented rice of soaked rice and red beans.","Dosai 是一种薄薄的南印度煎饼，由浸泡过的大米和红豆制成的发酵米制成。",""
U,"Dosai is a thin South Indian pancake made from a fermented rice of soaked rice and white beans.","Dosai 是一种薄薄的南印度煎饼，由浸泡过的米和白豆制成的发酵米制成。",""
L,"For centuries, literary writing was composed in the classical style, or wenyanwen, which had a different syntactical structure from spoken speech and held strong references to ancient tropes and stories, making it illegible for those without formal training.","几个世纪以来，文学作品都是以古典文体或文言文创作的，文言文的句法结构与口头语言不同，并且强烈引用古代比喻和故事，这使得未经正规训练的人难以辨认。","几个世纪以来，文学作品都是以古典文体或文言文创作的，「文言文的【其】」句法结构与口头语言不同，并且强烈引用古代比喻和故事，这使得未经正规训练的人难以辨认。"
L; U; W,"For centuries, Chinese writing was composed in the classical style, or wenyanwen, which had a different syntactical structure from spoken speech and held strong references to ancient tropes and stories, making it illegible for those without formal training.","几个世纪以来，中国文字都是以文言文书写的，文言文的句法结构与口头语言不同，并且强烈引用古代比喻和故事，这使得未经正规训练的人难以辨认。","几个世纪以来，中国「文字【文学作品】」都是以【古典文体，或】文言文书写的，「文言文的」句法结构与口头语言不同，并且强烈引用古代比喻和故事，这使得未经正规训练的人难以辨认。"
