Error category,Source sentence,Target sentence,Reference
W,"A hotly-contested case about insurance coverage for small businesses who were free to trade prior to lockdown heads to the Supreme Court on Monday.","周一，最高法院审理了一个关于在封锁前可以自由交易的小企业的保险范围的争议激烈的案件。",""
U; W,"This went to the High Court, where judges ruled that most, but not all of the policies involved should pay out offering a potential lifeline to these small businesses.","这到了高等法院，法官裁定大多数（但不是所有）所涉及的政策都应该为这些小企业提供潜在的生命线。","这到了高等法院，法官裁定大多数（但不是所有）所涉及的「政策【保单】」都应该【支付/赔付】为这些小企业提供潜在的生命线。"
U; W,"This went to the Supreme Court, where judges ruled that most, but not all of the policies involved should pay out offering a potential lifeline to these small businesses.","这是最高法院的判决，法官裁定大多数（但不是所有）所涉及的政策都应该为这些小企业提供潜在的生命线。","「这是最高法院的判决」，法官裁定大多数（但不是所有）所涉及的「政策」都应该【…】为这些小企业提供潜在的生命线。"
U; W,"This went to the Federal Court, where judges ruled that most, but not all of the policies involved should pay out offering a potential lifeline to these small businesses.","这是联邦法院的判决，法官裁定大多数（但不是所有）所涉及的政策都应该为这些小企业提供潜在的生命线。",""
U; W,"This went to the Appeals Court, where judges ruled that most, but not all of the policies involved should pay out offering a potential lifeline to these small businesses.","这是上诉法院，法官裁定大多数但不是所有涉及的保单都应该为这些小企业提供潜在的生命线。","「这是上诉法院」，法官裁定大多数但不是所有涉及的保单都应该【…】为这些小企业提供潜在的生命线。"
U,"This went to the High Court, where judges ruled that most, but not all of the people involved should pay out offering a potential lifeline to these small businesses.","这到了高等法院，法官裁定大多数但不是所有相关人员都应该为这些小企业提供潜在的生命线。","这到了高等法院，法官裁定大多数但不是所有相关人员都应该【…】为这些小企业提供潜在的生命线。"
U,"This went to the High Court, where judges ruled that most, but not all of the investors involved should pay out offering a potential lifeline to these small businesses.","这到了高等法院，法官裁定大多数但不是所有相关投资者都应该为这些小企业提供潜在的生命线。",""
U,"This went to the High Court, where judges ruled that most, but not all of the individuals involved should pay out offering a potential lifeline to these small businesses.","这到了高等法院，法官裁定大多数但不是所有相关个人都应该为这些小企业提供潜在的生命线。",""
U,"Many businesses will have renewed annual policies since the first year began and these will have Covid exclusions, so claims are mostly relevant for older policies during the first UK year.","许多企业从第一年开始就更新了年度保单，这些保单将有 Covid 排除条款，因此索赔主要与英国第一年的旧保单相关。","许多企业从第一年开始就更新了年度保单，「这些保单将有 Covid 排除条款」，因此索赔主要与英国第一年的旧保单相关。"
U,"Many businesses will have renewed annual policies since the financial year began and these will have Covid exclusions, so claims are mostly relevant for older policies during the first UK year.","自财政年度开始以来，许多企业将更新年度保单，并且这些保单将具有 Covid 排除条款，因此索赔主要与英国第一年的旧保单相关。",""
U,"Many businesses will have renewed annual policies since the new year began and these will have Covid exclusions, so claims are mostly relevant for older policies during the first UK year.","自新的一年开始以来，许多企业将更新年度保单，并且这些保单将具有 Covid 排除条款，因此索赔主要与英国第一年的旧保单相关。",""
U,"Many businesses will have renewed annual policies since the first term began and these will have Covid exclusions, so claims are mostly relevant for older policies during the first UK year.","自第一个任期开始以来，许多企业将更新年度保单，并且这些保单将具有 Covid 排除条款，因此索赔主要与英国第一年的旧保单相关。",""
N,"Oliver Seadon made the move into teaching through the charity Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in March.","奥利弗·西登 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，于 3 月离职后，通过慈善机构 Now Teach 开始从事教学工作。","奥利弗·西登 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，于 3 月离职后，通过慈善机构 「Now Teach」 开始从事教学工作。"
N,"Oliver Seadon made the transition into teaching through the charity Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in March.","奥利弗·西顿 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，于 3 月离职后，通过慈善机构 Now Teach 过渡到教学。",""
N,"Oliver Seadon made the jump into teaching through the charity Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in March.","奥利弗·西登 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，在 3 月份离职后，通过慈善机构 Now Teach 跳入教学领域。",""
N,"Oliver Seadon made the leap into teaching through the charity Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in March.","奥利弗·西顿 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，于 3 月离职后，通过慈善机构 Now Teach 跨入教学领域。",""
N,"Oliver Seadon made the move into teaching through the organisation Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in March.","奥利弗·西顿 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，于 3 月离职后，通过 Now Teach 组织开始从事教学工作。",""
N,"Oliver Seadon made the move into teaching through the group Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in March.","Oliver Seadon 在与已经在该地区工作的朋友和家人讨论后，于 3 月离职后，通过 Now Teach 小组开始从事教学工作。",""
N,"Oliver Seadon made the move into teaching through the campaign Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in March.","奥利弗·西登 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，于 3 月离职后，通过 Now Teach 活动转向教学。",""
N,"Oliver Seadon made the move into teaching through the organization Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in March.","奥利弗·西顿 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，于 3 月离职后，通过 Now Teach 组织开始从事教学工作。",""
N,"Oliver Seadon made the move into teaching through the band Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in March.","Oliver Seadon 在与已经在该地区工作的朋友和家人讨论后，于 3 月离职后，通过 Now Teach 乐队开始教学。",""
N,"Oliver Seadon made the move into teaching through the charity Now Teach after discussing it with students and family members already working in the area, and after leaving his job in March.","奥利弗·西登 (Oliver Seadon) 在与已经在该地区工作的学生和家庭成员讨论后，于 3 月离职后，通过慈善机构 Now Teach 转向教学。",""
N,"Oliver Seadon made the move into teaching through the charity Now Teach after discussing it with friends and family members already working in the industry, and after leaving his job in March.","奥利弗·西顿 (Oliver Seadon) 在与已经在该行业工作的朋友和家人讨论后，于 3 月离职后，通过慈善机构 Now Teach 转向教学。",""
N,"Oliver Seadon made the move into teaching through the charity Now Teach after discussing it with friends and family members already working in the position, and after leaving his job in March.","奥利弗·西登 (Oliver Seadon) 在与已经在该职位工作的朋友和家人讨论后，于 3 月离职后，通过慈善机构 Now Teach 转行从事教学工作。",""
L; N,"Oliver Seadon made the move into teaching through the charity Now Teach after discussing it with friends and family members already working in the area, and after leaving his wife in March.","奥利弗·西登 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，于 3 月离开了妻子，然后通过慈善机构 Now Teach 开始从事教学工作。","奥利弗·西登 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，于 3 月离开了妻子【之后】，然后通过慈善机构 「Now Teach」 开始从事教学工作。"
L; N,"Oliver Seadon made the move into teaching through the charity Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in Newcastle.","奥利弗·西登 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，通过慈善机构 Now Teach 开始从事教学工作，并辞去了他在纽卡斯尔的工作。",""
L; N,"Oliver Seadon made the move into teaching through the charity Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in Cambridge.","奥利弗·西登 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，通过慈善机构 Now Teach 开始从事教学工作，并辞去了他在剑桥的工作。",""
L; N,"Oliver Seadon made the move into teaching through the charity Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in Bristol.","奥利弗·西登 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，通过慈善机构 Now Teach 开始从事教学工作，并辞去了他在布里斯托尔的工作。",""
L; N,"Oliver Seadon made the move into teaching through the charity Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in Sheffield.","奥利弗·西登 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，通过慈善机构 Now Teach 开始从事教学工作，并辞去了他在谢菲尔德的工作。",""
L; N,"Oliver Seadon made the move into teaching through the charity Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in Birmingham.","奥利弗·西登 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，通过慈善机构 Now Teach 开始从事教学工作，并辞去了伯明翰的工作。",""
L; N,"Oliver Seadon made the move into teaching through the charity Now Teach after discussing it with friends and family members already working in the area, and after leaving his job in Oxford.","奥利弗·西登 (Oliver Seadon) 在与已经在该地区工作的朋友和家人讨论后，通过慈善机构 Now Teach 开始从事教学工作，并离开了他在牛津的工作。",""
N,"The NAO found that in view of potential conflicts of interest involving ministers, all had properly declared their interests and it found no evidence of their involvement in procurement decisions or contract negotiations.","NAO 发现，鉴于涉及部长的潜在利益冲突，所有人都适当地申报了他们的利益，并且没有发现他们参与采购决策或合同谈判的证据。","「NAO」 发现，鉴于涉及部长的潜在利益冲突，所有人都适当地申报了他们的利益，并且没有发现他们参与采购决策或合同谈判的证据。"
N,"The NAO found that in case of potential conflicts of interest involving ministers, all had properly declared their interests and it found no evidence of their involvement in procurement decisions or contract negotiations.","NAO 发现，在涉及部长的潜在利益冲突的情况下，所有人都适当地申报了他们的利益，并且没有发现他们参与采购决策或合同谈判的证据。",""
N,"The NAO found that in lieu of potential conflicts of interest involving ministers, all had properly declared their interests and it found no evidence of their involvement in procurement decisions or contract negotiations.","NAO 发现，除了部长们可能存在的利益冲突之外，所有人都适当地申报了他们的利益，并且没有发现他们参与采购决策或合同谈判的证据。",""
N,"The NAO found that in view of possible conflicts of interest involving ministers, all had properly declared their interests and it found no evidence of their involvement in procurement decisions or contract negotiations.","NAO 发现，鉴于部长们可能存在的利益冲突，所有人都适当地申报了他们的利益，并且没有发现他们参与采购决策或合同谈判的证据。",""
N,"The NAO found that in view of potential conflicts of interest involving ministers, all had previously declared their interests and it found no evidence of their involvement in procurement decisions or contract negotiations.","NAO 发现，鉴于涉及部长的潜在利益冲突，所有部长之前都已申报了他们的利益，并且没有发现他们参与采购决策或合同谈判的证据。",""
N,"The NAO found that in view of potential conflicts of interest involving ministers, all had properly declared their interests and it found no evidence of their role in procurement decisions or contract negotiations.","NAO 发现，鉴于涉及部长的潜在利益冲突，所有人都适当地申报了他们的利益，并且没有发现任何证据表明他们在采购决策或合同谈判中的作用。",""
N,"When NBC set out to schedule a new town hall with president Trump, the top priorities were safety and parity with Trump's successor Joe Biden.","当 NBC 开始与特朗普总统安排一个新的市政厅时，首要任务是安全和与特朗普的继任者乔·拜登平起平坐。","当 「NBC」 开始与特朗普总统安排一个新的市政厅时，首要任务是安全和与特朗普的继任者乔·拜登平起平坐。"
N,"When NBC set out to schedule a second town hall with president Trump, the top priorities were safety and parity with Trump's successor Joe Biden.","当 NBC 开始与特朗普总统安排第二次市政厅时，首要任务是安全和与特朗普的继任者乔·拜登平起平坐。",""
U,"British Airways is to launch a voluntary Covid-19 test for passengers flying to the UK from three US bases.","英国航空公司将对从美国三个基地飞往英国的乘客发起一项自愿性 Covid-19 测试。","英国航空公司将对从美国三个基地飞往英国的乘客发起一项自愿性 「Covid-19」 测试。"
U,"British Aerospace is to launch a voluntary Covid-19 test for passengers flying to the UK from three US bases.","英国航空航天公司将对从美国三个基地飞往英国的乘客进行自愿的 Covid-19 测试。",""
U,"British Airways is to launch a second Covid-19 test for passengers flying to the UK from three US bases.","英国航空公司将对从美国三个基地飞往英国的乘客进行第二次 Covid-19 测试。",""
W,"A new cross-border e-commerce marketing model, which includes internet, has taken off in Putian.","以互联网为代表的新型跨境电商营销模式在莆田兴起。","「以互联网为代表的」新型跨境电商营销模式在莆田兴起。"
W,"A successful cross-border e-commerce marketing model, which includes internet, has taken off in Putian.","一个成功的包括互联网在内的跨境电商营销模式已经在莆田起飞。","一个成功的包括互联网在内的跨境电商营销模式已经在莆田「起飞」。"
W,"A new cross-border e-commerce business model, which includes internet, has taken off in Putian.","包括互联网在内的新型跨境电商商业模式在莆田腾飞。","包括互联网在内的新型跨境电商商业模式在莆田「腾飞」。"
W,"A new cross-border e-commerce marketing model, which includes advertising, has taken off in Putian.","一种包括广告在内的新型跨境电商营销模式在莆田起飞。","一种包括广告在内的新型跨境电商营销模式在莆田「起飞」。"
U,"More urgent efforts are needed to boost security capacity while developing digital China so as to help address rising challenges and economic uncertainties, according to an industry insider.","一位业内人士表示，在发展数字中国的同时，需要更加迫切地提高安全能力，以帮助应对日益严峻的挑战和经济不确定性。","一位业内人士表示，在发展数字中国的同时，需要更加迫切地【努力 来】提高安全能力，以帮助应对日益严峻的挑战和经济不确定性。"
U,"More urgent efforts are needed to boost security capacity while developing digital China so as to help address rising challenges and internal uncertainties, according to an industry insider.","一位业内人士表示，在发展数字中国的同时，需要更加迫切地提高安全能力，以帮助应对不断增加的挑战和内部不确定性。","一位业内人士表示，在发展数字中国的同时，需要更加迫切地【…】提高安全能力，以帮助应对不断增加的挑战和内部不确定性。"
U,"More urgent efforts are needed to boost security capacity while developing digital China so as to help address rising challenges and potential uncertainties, according to an industry insider.","一位业内人士表示，在发展数字中国的同时，需要更加迫切地提高安全能力，以帮助应对不断增加的挑战和潜在的不确定性。",""
U,"More urgent efforts are needed to boost security capacity while developing digital China so as to help address rising challenges and strategic uncertainties, according to an industry insider.","一位业内人士表示，在发展数字中国的同时，需要更加迫切地提高安全能力，以帮助应对不断增加的挑战和战略不确定性。",""
U,"More urgent efforts are needed to boost security capacity while developing digital China so as to help address rising challenges and systemic uncertainties, according to an industry insider.","一位业内人士表示，在发展数字中国的同时，需要更加迫切地提高安全能力，以帮助应对不断增加的挑战和系统性不确定性。",""
N,"One month ago, WeWork was getting bailed out by SoftBank after a disastrous attempt at going public that resulted in the ouster of its CEO and founder Adam Neumann.","一个月前，在一次灾难性的上市尝试导致其首席执行官兼创始人亚当诺伊曼被罢免后，WeWork 获得了软银的救助。","一个月前，在一次灾难性的上市尝试导致其首席执行官兼创始人亚当诺伊曼被罢免后，「WeWork」 获得了软银的救助。"
L; N,"One month ago, WeWork was getting bailed out by SoftBank after a failed attempt at going public that resulted in the ouster of its CEO and founder Adam Neumann.","一个月前，WeWork 因上市尝试失败导致其首席执行官兼创始人亚当诺伊曼被罢免后，获得了软银的救助。","一个月前，「WeWork 因上市尝试失败」导致其首席执行官兼创始人亚当诺伊曼被罢免后，获得了软银的救助。"
W,"The Federal Communications Commission (FCC) will draft regulations intended for social media companies following a petition filed this year by the Trump administration, the agency's website said Thursday.","该机构网站周四表示，根据特朗普政府今年提交的请愿书，联邦通信委员会 (FCC) 将起草针对社交媒体公司的法规。","该机构网站周四表示，「根据特朗普政府今年提交的请愿书【在特朗普今年提交请愿书后】」，联邦通信委员会 (FCC) 将起草针对社交媒体公司的法规。"
W,"The Federal Communications Commission (FCC) will draft regulations intended for new media companies following a petition filed this year by the Trump administration, the agency's website said Thursday.","该机构网站周四表示，根据特朗普政府今年提交的请愿书，美国联邦通信委员会 (FCC) 将起草针对新媒体公司的法规。","该机构网站周四表示，「根据」特朗普政府今年提交的请愿书，美国联邦通信委员会 (FCC) 将起草针对新媒体公司的法规。"
W,"The Federal Communications Commission (FCC) will draft regulations intended for social media companies following a report filed this year by the Trump administration, the agency's website said Thursday.","该机构网站周四表示，根据特朗普政府今年提交的一份报告，美国联邦通信委员会 (FCC) 将起草针对社交媒体公司的法规。",""
W,"The Federal Communications Commission (FCC) will draft regulations intended for social media companies following a bill filed this year by the Trump administration, the agency's website said Thursday.","该机构的网站周四表示，联邦通信委员会 (FCC) 将根据特朗普政府今年提交的一项法案起草针对社交媒体公司的法规。",""
W,"The Federal Communications Commission (FCC) will draft regulations intended for social media companies following a letter filed this year by the Trump administration, the agency's website said Thursday.","该机构的网站周四表示，联邦通信委员会 (FCC) 将根据特朗普政府今年提交的一封信起草针对社交媒体公司的法规。",""
W,"The Federal Communications Commission (FCC) will draft regulations intended for social media companies following a petition filed this day by the Trump administration, the agency's website said Thursday.","该机构的网站周四表示，联邦通信委员会 (FCC) 将根据特朗普政府今天提交的请愿书起草针对社交媒体公司的法规。",""
W,"The Federal Communications Commission (FCC) will draft regulations intended for social media companies following a petition filed this year by the Trump administration, the company's website said Thursday.","该公司网站周四表示，根据特朗普政府今年提交的请愿书，美国联邦通信委员会 (FCC) 将起草针对社交媒体公司的法规。","该公司网站周四表示，「根据」特朗普政府今年提交的请愿书，美国联邦通信委员会 (FCC) 将起草针对社交媒体公司的法规。"
W,"The Federal Communications Commission (FCC) will draft regulations intended for social media companies following a petition filed this year by the Trump administration, the agency's statement said Thursday.","该机构周四的声明称，根据特朗普政府今年提交的请愿书，联邦通信委员会 (FCC) 将起草针对社交媒体公司的法规。",""
N,"Facebook and Twitter's chief executives have been challenged over their handling of the US election in their latest appearance before the us Senate.","Facebook 和 Twitter 的首席执行官最近一次在美国参议院露面时因处理美国大选而受到质疑。","「Facebook 和 Twitter」 的首席执行官最近一次在美国参议院露面时因处理美国大选而受到质疑。"
N,"Facebook and Twitter's chief critics have been challenged over their handling of the US election in their latest appearance before the us Senate.","Facebook 和 Twitter 的主要批评者最近一次在美国参议院露面时就其处理美国大选的方式受到了质疑。",""
N,"Facebook and Twitter's chief executives have been challenged over their handling of the US government in their latest appearance before the us Senate.","Facebook 和 Twitter 的首席执行官最近一次在美国参议院露面时就他们对美国政府的处理方式受到质疑。",""
N,"Facebook and Twitter's chief executives have been challenged over their handling of the US economy in their latest appearance before the us Senate.","Facebook 和 Twitter 的首席执行官最近一次在美国参议院露面时就他们对美国经济的处理方式受到了质疑。",""
N,"Facebook and Twitter's chief executives have been challenged over their handling of the US election in their latest case before the us Senate.","在美国参议院审理的最新案件中，Facebook 和 Twitter 的首席执行官因处理美国大选而受到质疑。",""
N,"Facebook and Twitter's chief executives have been challenged over their handling of the US election in their latest testimony before the us Senate.","Facebook 和 Twitter 的首席执行官在美国参议院的最新证词中因处理美国大选而受到质疑。",""
N,"Facebook and Twitter's chief executives have been challenged over their handling of the US election in their latest campaign before the us Senate.","Facebook 和 Twitter 的首席执行官在美国参议院的最新竞选活动中因处理美国大选而受到质疑。",""
N,"Facebook and Twitter's chief executives have been challenged over their handling of the US election in their latest trial before the us Senate.","在美国参议院的最新审判中，Facebook 和 Twitter 的首席执行官因处理美国大选而受到质疑。",""
N,"Facebook and Twitter's chief executives have been challenged over their handling of the US election in their latest lawsuit before the us Senate.","在美国参议院的最新诉讼中，Facebook 和 Twitter 的首席执行官因处理美国大选而受到质疑。",""
L; N,"Facebook and Twitter's chief executives have been challenged over their handling of the US election in their latest filing before the us Senate.","Facebook 和 Twitter 的首席执行官在提交给美国参议院的最新文件中因处理美国大选而受到质疑。","Facebook 和 Twitter 的首席执行官在「提交给美国参议院的最新文件中」因处理美国大选而受到质疑。"
W,"According to this year's US-China business council member survey, nearly 83 percent of the surveyed companies counted China as either the bottom or among the top five priorities of their global strategy.","根据今年的美中贸易委员会成员调查，近 83% 的受访公司将中国视为其全球战略的最后或前五名。","根据今年的美中贸易委员会成员调查，近 83% 的受访公司将中国视为其全球战略的最后或「前五名【优先事项】」。"
W,"According to this year's US-China business council joint survey, nearly 83 percent of the surveyed companies counted China as either the bottom or among the top five priorities of their global strategy.","根据今年的美中商业委员会联合调查，近 83% 的受访公司将中国列为全球战略的最后或前五名。",""
U,"The official's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","该官员的评论是在商务部发布关于不可靠实体清单的规定之后发表的，该规定于周六生效。","该官员的评论是在商务部发布关于不可靠实体清单【——一份损害中国公司合法利益的外国实体黑名单】的规定之后发表的，该规定于周六生效。"
L,"The newspaper's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","该报发表上述评论之前，商务部发布了一份关于不可靠实体名单的规定——一份损害中国公司合法利益的外国实体黑名单，该规定于周六生效。","该报发表上述评论之前，商务部发布了一份关于不可靠实体名单【…】的规定「——一份损害中国公司合法利益的外国实体黑名单」，该规定于周六生效。"
L,"The firm's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","该公司的评论是在商务部发布了关于不可靠实体名单的规定之后发表的，该规定于周六生效，该规定是一份损害中国公司合法利益的外方黑名单。","该公司的评论是在商务部发布了关于不可靠实体名单的规定之后发表的，「该规定于周六生效，该规定是一份损害中国公司合法利益的外方黑名单」。"
L,"The reporter's comments came after the ministry of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","记者的评论是在商务部发布关于不可靠实体清单的规定——损害中国企业合法利益的外方黑名单，于周六生效后发表的。","记者的评论是在商务部发布关于不可靠实体清单【…】的规定「——损害中国企业合法利益的外方黑名单」，「于周六生效后」发表的。"
L,"The official's comments came after the minister of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","这位官员发表上述评论之前，商务部长发布了一项关于不可靠实体名单的规定——一份损害中国公司合法利益的外方黑名单，该规定于周六生效。",""
L,"The official's comments came after the chamber of commerce issued a regulation on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","该官员的评论是在商会发布不可靠实体名单规定后发表的，该规定于周六生效，该规定是一份损害中国公司合法利益的外方黑名单。","该官员的评论是在商会发布不可靠实体名单规定后发表的，该规定于周六生效，「该规定是一份损害中国公司合法利益的外方黑名单」。"
L,"The official's comments came after the ministry of commerce issued a ban on the unreliable entities list－a blacklist of foreign parties that harm the legitimate interests of Chinese companies, which became effective on Saturday.","该官员的评论是在商务部发布不可靠实体清单禁令之后发表的，该清单是一份损害中国公司合法利益的外方黑名单，于周六生效。","该官员的评论是在商务部发布不可靠实体清单禁令之后发表的，该清单是一份损害中国公司合法利益的外方黑名单，「于周六生效」。"
