Error category,Source sentence,Target sentence,Reference
O,"Steven Kennedy, the defense secretary, used a similar speech to urge the government to lower the threshold for federal stimulus.","国防部长史蒂文·肯尼迪 (Steven Kennedy) 也用类似的讲话敦促政府降低联邦刺激计划的门槛。","国防部长史蒂文·肯尼迪 (Steven Kennedy) 「也」用类似的讲话敦促政府降低联邦刺激计划的门槛。"
O,"Steven Kennedy, the defense secretary, used a long speech to urge the government to lower the threshold for federal stimulus.","美国国防部长史蒂文·肯尼迪用长篇演讲敦促政府降低联邦刺激计划的门槛。","「美国」国防部长史蒂文·肯尼迪用长篇演讲敦促政府降低联邦刺激计划的门槛。"
O,"Steven Kennedy, the defense secretary, used a previous speech to urge the government to lower the threshold for federal stimulus.","美国国防部长史蒂文·肯尼迪利用此前的一次讲话敦促政府降低联邦刺激计划的门槛。",""
O; U,"Steven Kennedy, the defense secretary, used a recent article to urge the government to lower the threshold for federal stimulus.","美国国防部长史蒂文肯尼迪最近发表文章敦促政府降低联邦刺激计划的门槛。","「美国」国防部长史蒂文肯尼迪【利用】最近发表文章敦促政府降低联邦刺激计划的门槛。"
O,"Steven Kennedy, the defense secretary, used a recent controversy to urge the government to lower the threshold for federal stimulus.","美国国防部长史蒂文肯尼迪利用最近的一场争议敦促政府降低联邦刺激计划的门槛。",""
L; O,"Steven Kennedy, the defense secretary, used a recent video to urge the government to lower the threshold for federal stimulus.","美国国防部长史蒂文·肯尼迪(Steven Kennedy)最近用一段视频敦促政府降低联邦刺激计划的门槛。","「美国」国防部长史蒂文·肯尼迪(Steven Kennedy)「最近」用一段【最近的】视频敦促政府降低联邦刺激计划的门槛。"
O,"Steven Kennedy, the defense secretary, used a recent scandal to urge the government to lower the threshold for federal stimulus.","美国国防部长史蒂文肯尼迪利用最近的丑闻敦促政府降低联邦刺激计划的门槛。",""
W,"Steven Kennedy, the defense secretary, used a recent quote to urge the government to lower the threshold for federal stimulus.","国防部长史蒂文·肯尼迪 (Steven Kennedy) 最近引用了一句话敦促政府降低联邦刺激计划的门槛。",""
W,"Steven Kennedy, the defense secretary, used a recent speech to urge the administration to lower the threshold for federal stimulus.","国防部长史蒂文·肯尼迪 (Steven Kennedy) 在最近的一次演讲中敦促政府降低联邦刺激计划的门槛。","国防部长史蒂文·肯尼迪 (Steven Kennedy) 「在最近的一次演讲中」敦促政府降低联邦刺激计划的门槛。"
W,"Steven Kennedy, the defense secretary, used a recent speech to urge the government to lower the price for federal stimulus.","国防部长史蒂文·肯尼迪 (Steven Kennedy) 在最近的一次演讲中敦促政府降低联邦刺激计划的价格。",""
W,"Steven Kennedy, the defense secretary, used a recent speech to urge the government to lower the cost for federal stimulus.","国防部长史蒂文·肯尼迪 (Steven Kennedy) 在最近的一次演讲中敦促政府降低联邦刺激计划的成本。",""
W,"Steven Kennedy, the defense secretary, used a recent speech to urge the government to lower the funding for federal stimulus.","国防部长史蒂文·肯尼迪 (Steven Kennedy) 在最近的一次演讲中敦促政府降低联邦刺激计划的资金。",""
W,"Steven Kennedy, the defense secretary, used a recent speech to urge the government to lower the need for federal stimulus.","国防部长史蒂文·肯尼迪 (Steven Kennedy) 在最近的一次演讲中敦促政府降低对联邦刺激计划的需求。",""
W,"Steven Kennedy, the defense secretary, used a recent speech to urge the government to lower the rate for federal stimulus.","国防部长史蒂文·肯尼迪 (Steven Kennedy) 在最近的一次演讲中敦促政府降低联邦刺激计划的利率。",""
W,"Steven Kennedy, the defense secretary, used a recent speech to urge the government to lower the cap for federal stimulus.","国防部长史蒂文·肯尼迪 (Steven Kennedy) 在最近的一次演讲中敦促政府降低联邦刺激计划的上限。",""
O; W,"Steven Kennedy, the defense secretary, used a recent speech to urge the government to lower the threshold for economic stimulus.","美国国防部长史蒂文肯尼迪最近发表讲话，敦促政府降低经济刺激的门槛。","「美国」国防部长史蒂文肯尼迪「最近发表讲话」，敦促政府降低经济刺激的门槛。"
O; W,"Steven Kennedy, the defense secretary, used a recent speech to urge the government to lower the threshold for fiscal stimulus.","美国国防部长史蒂文肯尼迪最近发表讲话，敦促政府降低财政刺激的门槛。",""
O; W,"Steven Kennedy, the defense secretary, used a recent speech to urge the government to lower the threshold for financial stimulus.","美国国防部长史蒂文肯尼迪最近发表讲话，敦促政府降低财政刺激的门槛。",""
O; W,"Steven Kennedy, the defense secretary, used a recent speech to urge the government to lower the threshold for military stimulus.","美国国防部长史蒂文肯尼迪最近发表讲话，敦促政府降低军事刺激的门槛。",""
O; W,"Steven Kennedy, the defense secretary, used a recent speech to urge the government to lower the threshold for monetary stimulus.","美国国防部长史蒂文肯尼迪最近发表讲话，敦促政府降低货币刺激的门槛。",""
O; W,"Steven Kennedy, the defense secretary, used a recent speech to urge the government to lower the threshold for federal aid.","美国国防部长史蒂文肯尼迪最近发表讲话，敦促政府降低联邦援助的门槛。",""
O; W,"Steven Kennedy, the defense secretary, used a recent speech to urge the government to lower the threshold for federal protection.","美国国防部长史蒂文肯尼迪最近发表讲话，敦促政府降低联邦保护的门槛。",""
L,"At least 22 people, mostly students, were killed and another 27 wounded when three students stormed the university on Monday.","周一，三名学生冲进大学，造成至少 22 人死亡，其中大部分是学生，另有 27 人受伤。","周一，「三名学生冲进大学，造成【(当)三名学生 冲进/突然袭击 大学时，】」至少 22 人死亡，其中大部分是学生，另有 27 人受伤。"
L,"At least 22 people, mostly students, were killed and another 27 wounded when three militants stormed the university on Monday.","周一，三名武装分子袭击该大学，造成至少 22 人死亡，其中大部分是学生，另有 27 人受伤。",""
L,"Despite the downgrading, the Honduran government on Wednesday declared a national state of emergency due to the passage of the law.","尽管降级，但洪都拉斯政府周三宣布由于法律的通过而进入国家紧急状态。","尽管降级，但【由于法律的通过，】洪都拉斯政府周三宣布「由于法律的通过而」进入国家紧急状态。"
L,"Despite the downgrading, the Honduran government on Wednesday declared a general state of emergency due to the passage of the law.","尽管降级，洪都拉斯政府周三宣布由于法律的通过进入全面紧急状态。",""
L,"Despite the downgrading, the Honduran government on Wednesday declared a virtual state of emergency due to the passage of the law.","尽管降级，洪都拉斯政府周三宣布由于法律的通过实际上进入紧急状态。",""
L; W,"Despite the downgrading, the Honduran government on Wednesday declared a declared state of emergency due to the passage of the law.","尽管降级，洪都拉斯政府周三宣布由于法律的通过宣布进入紧急状态。","尽管降级，【由于法律的通过，】洪都拉斯政府周三宣布「由于法律的通过」「宣布」进入【公开声明的】紧急状态。"
O,"Despite the downgrading, the Honduran government on Wednesday declared a national state of emergency due to the passage of the bill.","尽管评级被降级，洪都拉斯政府周三仍因该法案的通过宣布全国进入紧急状态。","尽管「评级被降级」，洪都拉斯政府周三仍因该法案的通过宣布全国进入紧急状态。"
O,"Despite the downgrading, the Honduran government on Wednesday declared a national state of emergency due to the passage of the legislation.","尽管评级被降级，洪都拉斯政府周三仍因立法的通过宣布全国进入紧急状态。",""
L,"Despite the downgrading, the Honduran government on Wednesday declared a national state of emergency due to the passage of the storm.","尽管降级，洪都拉斯政府周三宣布由于风暴过境全国进入紧急状态。",""
O,"Despite the downgrading, the Honduran government on Wednesday declared a national state of emergency due to the passage of the hurricane.","尽管飓风降级，洪都拉斯政府周三仍宣布全国进入紧急状态，原因是飓风过境。","尽管「飓风」降级，洪都拉斯政府周三仍宣布全国进入紧急状态，原因是飓风过境。"
W,"Parents and carers were not allowed to use physical force to discipline their children if it was considered reasonable behavior.","如果被认为是合理的行为，父母和照顾者不得使用体力来管教他们的孩子。","如果被认为是合理的行为，父母和照顾者不得使用「体力【暴力/武力】」来管教他们的孩子。"
W,"Parents and carers were not allowed to use physical force to discipline their children if it was considered unacceptable behavior.","如果被认为是不可接受的行为，父母和照顾者不得使用体力来管教他们的孩子。",""
W,"Parents and carers were not allowed to use physical force to discipline their children if it was considered acceptable behavior.","如果被认为是可以接受的行为，父母和照顾者不得使用体力来管教他们的孩子。",""
U,"This summer has witnessed several severe floods and powerful typhoons across the country, causing severe damage to local people and their properties.","今年夏天，全国多地发生特大洪涝灾害和强台风，给当地人民群众和财产造成严重损失。","今年夏天【见证了】，全国多地发生特大洪涝灾害和强台风，给当地人民群众和财产造成严重损失。"
U,"This year has witnessed several severe floods and powerful typhoons across the country, causing severe damage to local people and their properties.","今年以来，全国先后发生多起特大洪涝灾害和强台风灾害，给当地群众和财产造成了严重损失。",""
W,"This region has witnessed several severe floods and powerful typhoons across the country, causing severe damage to local people and their properties.","该地区在全国经历了数次特大洪水和强台风袭击，给当地人民和财产造成了严重损失。","「该地区在全国经历了数次特大洪水和强台风袭击」，给当地人民和财产造成了严重损失。"
W,"This area has witnessed several severe floods and powerful typhoons across the country, causing severe damage to local people and their properties.","该地区曾多次遭受全国特大洪涝灾害和强台风袭击，给当地群众和财产造成了严重损失。",""
U,"This month has witnessed several severe floods and powerful typhoons across the country, causing severe damage to local people and their properties.","本月以来，全国多地发生特大洪涝灾害和强台风，给当地群众和财产造成严重损失。",""
U,"This century has witnessed several severe floods and powerful typhoons across the country, causing severe damage to local people and their properties.","本世纪以来，全国经历了数次特大洪水和强台风袭击，给当地人民和财产造成了严重破坏。",""
U,"This decade has witnessed several severe floods and powerful typhoons across the country, causing severe damage to local people and their properties.","近十年来，全国经历了数次特大洪水和强台风袭击，给当地人民群众和财产造成了严重破坏。",""
U,"This summer has witnessed several flash floods and powerful typhoons across the country, causing severe damage to local people and their properties.","今年夏天，全国发生多起山洪暴发和强台风，给当地群众和财产造成了严重损失。",""
U,"This summer has witnessed several severe storms and powerful typhoons across the country, causing severe damage to local people and their properties.","今年夏天，全国遭遇多场强风暴雨和强台风袭击，给当地人民群众和财产造成了严重损失。",""
U,"This summer has witnessed several severe earthquakes and powerful typhoons across the country, causing severe damage to local people and their properties.","今年夏天，全国多地发生强烈地震和强台风，给当地群众和财产造成严重损失。",""
U,"This summer has witnessed several severe floods and strong typhoons across the country, causing severe damage to local people and their properties.","今年夏天，全国先后发生多起特大洪涝灾害和强台风，给当地群众和财产造成了严重损失。",""
U,"This summer has witnessed several severe floods and major typhoons across the country, causing severe damage to local people and their properties.","今年夏天，全国多地发生特大洪涝灾害和特大台风，给当地群众和财产造成了严重损失。",""
U,"This summer has witnessed several severe floods and powerful typhoons across the province, causing severe damage to local people and their properties.","今年夏天，全省发生多起特大洪涝灾害和强台风，给当地群众和财产造成了严重损失。",""
U,"This summer has witnessed several severe floods and powerful typhoons across the country, causing extensive damage to local people and their properties.","今年夏天，全国发生多起特大洪涝灾害和强台风，给当地群众和财产造成了巨大损失。",""
U,"This summer has witnessed several severe floods and powerful typhoons across the country, causing significant damage to local people and their properties.","今年夏天，全国发生多起特大洪涝灾害和强台风，给当地群众和财产造成重大损失。",""
U,"This summer has witnessed several severe floods and powerful typhoons across the country, causing considerable damage to local people and their properties.","今年夏天，全国发生多起特大洪涝灾害和强台风，给当地群众和财产造成了较大损失。",""
U,"This summer has witnessed several severe floods and powerful typhoons across the country, causing severe damage to local populations and their properties.","今年夏天，全国发生多起特大洪涝灾害和强台风，给当地群众和财产造成了严重损失。",""
U,"European nations are reintroducing strict measures aimed at stopping the spread of the novel coronavirus after infections and hospitalizations because of COVID-19 infection.","欧洲国家正在重新采取严格措施，旨在阻止因 COVID-19 感染而感染和住院后新型冠状病毒的传播。","欧洲国家正在重新采取严格措施，旨在阻止因 「COVID-19」 感染而感染和住院后新型冠状病毒的传播。"
L; U,"Many nations are reintroducing strict measures aimed at stopping the spread of the novel coronavirus after infections and hospitalizations because of COVID-19 infection.","由于 COVID-19 感染，许多国家正在重新采取旨在阻止新型冠状病毒感染和住院后传播的严格措施。","「由于 COVID-19 感染，」许多国家正在重新采取旨在阻止新型冠状病毒【因新冠肺炎感染的】感染和住院后传播的严格措施。"
L; U,"European nations are reintroducing strict measures aimed at stopping the spread of the novel coronavirus after births and hospitalizations because of COVID-19 infection.","由于 COVID-19 感染，欧洲国家正在重新采取旨在阻止新型冠状病毒在出生和住院后传播的严格措施。",""
U,"European nations are reintroducing strict measures aimed at stopping the spread of the novel coronavirus after infections and hospitalizations because of COVID-19 vaccine.","欧洲国家正在重新采取严格措施，旨在阻止因 COVID-19 疫苗感染和住院后新型冠状病毒的传播。",""
L,"Wednesday's meeting also adopted conclusions on an action plan against money laundering and illegal financing presented by the european commission in May.","周三的会议还通过了欧盟委员会 5 月份提出的反洗钱和非法融资行动计划的结论。","周三的会议还通过了欧盟委员会 5 月份提出的反洗钱和【打击/反】非法融资行动计划的结论。"
U,"The guidelines had said the virus spreads only through transmission in respiratory droplets, touching contaminated surfaces and nodding greetings like handshakes and hugs.","该指南曾表示，该病毒仅通过呼吸道飞沫、接触受污染的表面以及握手和拥抱等点头问候传播。","该指南曾表示，该病毒仅通过呼吸道飞沫【的传播】、接触受污染的表面以及握手和拥抱等点头问候传播。"
W,"It is important that learning is applied to planning for this winter, and what services can be delivered safely.","重要的是将学习应用于今年冬天的计划，以及可以安全提供哪些服务。","重要的是将「学习【知识】」应用于今年冬天的计划，以及可以安全提供哪些服务。"
W,"It is essential that learning is applied to planning for this winter, and what services can be delivered safely.","必须将学习应用于今年冬天的规划，以及可以安全提供哪些服务。",""
W,"It is crucial that learning is applied to planning for this winter, and what services can be delivered safely.","将学习应用于今年冬天的规划以及可以安全提供哪些服务至关重要。",""
W,"It is critical that learning is applied to planning for this winter, and what services can be delivered safely.","将学习应用于今年冬天的规划以及可以安全提供哪些服务至关重要。",""
W,"It is important that learning is applied to planning for this project, and what services can be delivered safely.","重要的是将学习应用于该项目的规划，以及可以安全提供哪些服务。",""
W,"It is important that learning is applied to planning for this service, and what services can be delivered safely.","重要的是将学习应用于此服务的规划，以及可以安全提供哪些服务。",""
W,"It is important that learning is applied to planning for this future, and what services can be delivered safely.","重要的是将学习应用于规划未来，以及可以安全提供哪些服务。",""
W,"It is important that learning is applied to planning for this change, and what services can be delivered safely.","重要的是将学习应用于规划此更改以及可以安全提供哪些服务。",""
W,"It is important that learning is applied to planning for this development, and what services can be delivered safely.","重要的是将学习应用于此开发的规划，以及可以安全提供哪些服务。",""
W,"It is important that learning is applied to planning for this winter, and what services can be delivered first.","重要的是要将学习应用于今年冬天的计划，以及可以首先提供哪些服务。",""
W,"It is important that learning is applied to planning for this winter, and what services can be delivered locally.","重要的是将学习应用于今年冬天的规划，以及可以在当地提供哪些服务。",""
U,"Then when there is a fire in it in a day or a month, the liquid air will be warmed so it burns.","然后当一天或一个月内有火时，液态空气将被加热而燃烧。","然后当一天或一个月内【，里面】有火时，液态空气将被加热而燃烧。"
U,"Then when there is a fire in it in a day or a month, the inside air will be warmed so it burns.","然后当一天或一个月内有火时，里面的空气会变热而燃烧。",""
U; W,"Then when there is a fire in it in a day or a month, the liquid fire will be warmed so it burns.","一日或一月内有火，液火温而燃。",""
U; W,"Then when there is a fire in it in a day or a month, the liquid wine will be warmed so it burns.","日或月内有火，温酒而烧之。",""
U,"Then when there is a fire in it in a day or a month, the liquid inside will be warmed so it burns.","日后或月内有火时，其内液体受热而燃烧。",""
W,"The EU recognizes the waters as belonging to greece and said it would be necessary for fishing to conduct drilling and energy exploration there.","欧盟承认该水域属于希腊，并表示有必要在那里进行渔业钻探和能源勘探。","欧盟承认该水域属于希腊，并表示有必要在那里「进行渔业【捕鱼 以实施】」钻探和能源勘探。"
W,"The EU recognizes the waters as belonging to greece and said it would be possible for fishing to conduct drilling and energy exploration there.","欧盟承认该水域属于希腊，并表示可以在那里进行渔业钻探和能源勘探。",""
U; W,"Financial services firms entered the pandemic in a position of capital strength and have supported the community and business to unprecedented heights since March.","自 3 月以来，金融服务公司以资本实力进入大流行，并为社区和企业提供了前所未有的支持。","自 3 月以来，金融服务公司以资本实力【的地位】进入「大流行【病】」，并「为社区和企业提供了前所未有的支持【对社会和企业的支持达到了前所未有的高度】」。"
W,"Financial services firms entered the pandemic in a surge of capital strength and have supported the community and business to unprecedented heights since March.","金融服务公司在资本实力激增的情况下进入大流行，并自 3 月以来对社区和企业的支持达到了前所未有的高度。","金融服务公司在资本实力激增的情况下进入「大流行」，并自 3 月以来对社区和企业的支持达到了前所未有的高度。"
W,"Financial services firms entered the pandemic in a burst of capital strength and have supported the community and business to unprecedented heights since March.","金融服务公司在资本实力爆发的情况下进入大流行，并自 3 月以来对社区和企业的支持达到了前所未有的高度。",""
U; W,"Financial services firms entered the pandemic in a show of capital strength and have supported the community and business to unprecedented heights since March.","自 3 月以来，金融服务公司为了展示资本实力而进入大流行，并为社区和企业提供了前所未有的支持。","自 3 月以来，金融服务公司「为了展示资本实力」而进入「大流行」，并「为社区和企业提供了前所未有的支持」。"
W,"Financial services firms entered the pandemic in a state of capital strength and have supported the community and business to unprecedented heights since March.","金融服务公司以资本实力的状态进入大流行，并自 3 月以来对社区和企业的支持达到前所未有的高度。",""
W,"Financial services firms entered the pandemic in a crisis of capital strength and have supported the community and business to unprecedented heights since March.","金融服务公司在资本实力危机中进入大流行，并自 3 月以来对社区和企业的支持达到了前所未有的高度。",""
U; W,"Financial services firms entered the pandemic in a position of capital strength and have supported the community and business to great heights since March.","自 3 月以来，金融服务公司以资本实力进入大流行，并为社区和企业提供了支持。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of eight collapsed buildings in the area.","该地区共有8座倒塌建筑物，搜救工作一直在全天候进行。","该地区共有8座倒塌建筑物，搜救工作一直在【该地区】全天候进行。"
U,"Search and recovery operations have been going on around the clock in the area of a total of eight collapsed buildings in the area.","该地区共有八座倒塌建筑物的搜索和恢复行动一直在全天候进行。","该地区共有八座倒塌建筑物【的区域】的搜索和恢复行动一直在全天候进行。"
U,"Search and rescue operations have been going on around the city in the area of a total of eight collapsed buildings in the area.","该地区共有8座倒塌建筑物，搜救行动一直在全市范围内进行。",""
O,"Search and rescue operations have been going on around the area in the area of a total of eight collapsed buildings in the area.","在该地区共有8座倒塌建筑物的范围内，搜索和救援行动一直在该地区的周围进行。","在该地区共有8座倒塌建筑物「的范围内」，搜索和救援行动一直在该地区的周围进行。"
U,"Search and rescue operations have been going on around the world in the area of a total of eight collapsed buildings in the area.","搜救行动一直在全球范围内进行，该地区共有8座倒塌的建筑物。",""
U,"Search and rescue operations have been going on around the town in the area of a total of eight collapsed buildings in the area.","该地区共有八座倒塌建筑物，搜救行动一直在城镇周边进行。",""
U,"Search and rescue operations have been going on around the country in the area of a total of eight collapsed buildings in the area.","搜救行动一直在全国范围内进行，该地区共有八座倒塌的建筑物。",""
W,"Search and rescue operations have been going on around the site in the area of a total of eight collapsed buildings in the area.","在该地区共有八座倒塌建筑物的范围内，搜救行动一直在现场周围进行。","在该地区共有八座倒塌建筑物「的范围内」，搜救行动一直在现场周围【的区域】进行。"
L; U,"Search and rescue operations have been going on around the village in the area of a total of eight collapsed buildings in the area.","该地区共有8座倒塌的建筑物在村庄周围进行搜救行动。",""
U,"Search and rescue operations have been going on around the clock in the area of a complex of eight collapsed buildings in the area.","搜救行动一直在该地区八座倒塌建筑群的区域内全天候进行。","搜救行动一直在该地区八座倒塌【建筑物的】建筑群的区域内全天候进行。"
W,"Search and rescue operations have been going on around the clock in the area of a total of six collapsed buildings in the area.","在该地区共有6座倒塌建筑物的范围内，搜救行动一直在全天候进行。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of eight residential buildings in the area.","该地区共有8栋住宅楼的搜救行动一直在全天候进行。",""
W,"Search and rescue operations have been going on around the clock in the area of a total of eight collapsed buildings in the region.","在该地区共有八座倒塌建筑物的范围内，搜救行动一直在全天候进行。",""
U; W,"Many universities in the United Kingdom are chartering flights to help the thousands of Chinese students to stay in the country despite the COVID-19 pandemic.","尽管发生了 COVID-19 大流行，英国的许多大学都包机帮助成千上万的中国学生留在英国。","尽管「发生了 COVID-19 大流行【出现了新冠肺炎大流行病/新冠肺炎大流行】」，英国的许多大学「都【正在】」包机帮助成千上万的中国学生留在英国。"
U; W,"Many universities in the United Kingdom are chartering scholarships to help the thousands of Chinese students to stay in the country despite the COVID-19 pandemic.","尽管发生了 COVID-19 大流行，英国的许多大学都在设立奖学金，以帮助成千上万的中国学生留在英国。","尽管「发生了 COVID-19 大流行」，英国的许多大学都在设立奖学金，以帮助成千上万的中国学生留在英国。"
U,"Many universities in the United Kingdom are chartering flights to help the thousands of affected students to stay in the country despite the COVID-19 pandemic.","尽管 COVID-19 大流行，英国的许多大学都在包机，以帮助成千上万受影响的学生留在该国。","尽管 「COVID-19」 大流行，英国的许多大学都在包机，以帮助成千上万受影响的学生留在该国。"
U; W,"Many universities in the United Kingdom are chartering flights to help the thousands of infected students to stay in the country despite the COVID-19 pandemic.","尽管发生了 COVID-19 大流行，英国的许多大学都在包机，以帮助数千名受感染的学生留在该国。",""
U; W,"Many universities in the United Kingdom are chartering flights to help the thousands of stranded students to stay in the country despite the COVID-19 pandemic.","尽管发生了 COVID-19 大流行，英国的许多大学都在包机帮助成千上万滞留的学生留在英国。",""
U; W,"Many universities in the United Kingdom are chartering flights to help the thousands of sick students to stay in the country despite the COVID-19 pandemic.","尽管发生了 COVID-19 大流行，英国的许多大学都在包机帮助成千上万生病的学生留在英国。",""
U,"Many universities in the United Kingdom are chartering flights to help the thousands of evacuated students to stay in the country despite the COVID-19 pandemic.","尽管 COVID-19 大流行，英国的许多大学都在包机，以帮助成千上万撤离的学生留在该国。",""
L; U,"Many universities in the United Kingdom are chartering flights to help the thousands of American students to stay in the country despite the COVID-19 pandemic.","英国的许多大学都在包机，以帮助成千上万的美国学生在 COVID-19 大流行的情况下留在该国。","英国的许多大学都在包机，以帮助成千上万的美国学生「在 COVID-19 大流行的情况下」留在该国。"
W,"Xi called on the two nations to jointly uphold multilateralism and firmly safeguard the international law and system with the United Nations at the table.","习近平呼吁两国共同维护多边主义，在联合国面前坚定维护国际法和国际体系。","习近平【在谈判时】呼吁两国【与联合国一起】共同维护多边主义，「在联合国面前」坚定维护国际法和国际体系。"
U,"Xi called on the two nations to jointly uphold multilateralism and firmly safeguard the international law and system with the United Nations at the moment.","当前，习近平呼吁两国共同维护多边主义，坚定维护国际法和国际体系。","当前，习近平呼吁两国【与联合国一起】共同维护多边主义，坚定维护国际法和国际体系。"
U,"Xi called on the two nations to jointly uphold multilateralism and firmly safeguard the international law and system with the United Nations at the time.","当时，习近平呼吁两国共同维护多边主义，坚定维护国际法和国际体系。",""
