Error category,Source sentence,Target sentence,Reference
W,"This could be linked to their physical health or drugs prescribed to mental disorders, the researchers said.","研究人员说，这可能与他们的身体健康或精神障碍处方药物有关。","研究人员说，这可能与他们的身体健康或「精神障碍处方【为精神障碍(疾病)开具的】药物」有关。"
W,"This could be linked to their poor health or drugs prescribed to mental disorders, the researchers said.","研究人员说，这可能与他们健康状况不佳或精神障碍处方药物有关。","研究人员说，这可能与他们健康状况不佳或「精神障碍处方药物」有关。"
W,"This could be linked to their physical health or drugs prescribed to psychological disorders, the researchers said.","研究人员说，这可能与他们的身体健康或治疗心理障碍的药物有关。","研究人员说，这可能与他们的身体健康或「治疗心理障碍的药物」有关。"
U,"Imagine going to a hospital so small, doctors and nurses with Covid-19 are allowed to keep working.","想象一下，去一家这么小的医院，允许患有Covid-19的医生和护士继续工作。","想象一下，去一家这么小的医院，允许患有「Covid-19」的医生和护士继续工作。"
U,"Imagine going to a town so small, doctors and nurses with Covid-19 are allowed to keep working.","想象一下，去一个这么小的城镇，患有Covid-19的医生和护士被允许继续工作。",""
U,"Imagine going to a world so small, doctors and nurses with Covid-19 are allowed to keep working.","想象一下，去一个如此小的世界，患有 Covid-19 的医生和护士被允许继续工作。",""
U,"The coronavirus vaccine developed by the University of Oxford is highly effective at stopping people developing Covid-19 symptoms, a large study shows.","一项大型研究表明，牛津大学开发的冠状病毒疫苗在阻止人们出现 Covid-19 症状方面非常有效。","一项大型研究表明，牛津大学开发的冠状病毒疫苗在阻止人们出现 「Covid-19」 症状方面非常有效。"
U,"The coronavirus vaccine developed by the University of Oxford is highly effective at stopping people developing Covid-19 symptoms, a recent study shows.","最近的一项研究表明，牛津大学开发的冠状病毒疫苗在阻止人们出现 Covid-19 症状方面非常有效。",""
U,"The coronavirus vaccine developed by the University of Oxford is highly effective at stopping people developing Covid-19 symptoms, a large sample shows.","大量样本显示，牛津大学开发的冠状病毒疫苗在阻止人们出现 Covid-19 症状方面非常有效。",""
U,"The coronavirus vaccine developed by the University of Oxford is highly effective at stopping people developing Covid-19 symptoms, a large number shows.","大量数据显示，牛津大学开发的冠状病毒疫苗在阻止人们出现 Covid-19 症状方面非常有效。",""
U,"The coronavirus vaccine developed by the University of Oxford is highly effective at stopping people developing Covid-19 symptoms, a large population shows.","大量人口显示，牛津大学开发的冠状病毒疫苗在阻止人们出现 Covid-19 症状方面非常有效。",""
U,"The coronavirus vaccine developed by the University of Oxford is highly effective at stopping people developing Covid-19 symptoms, a large group shows.","一个大型团体表示，牛津大学开发的冠状病毒疫苗在阻止人们出现 Covid-19 症状方面非常有效。",""
U,"The coronavirus tests will be offered to close contacts of people who have tested positive in England, as a way to reduce the required 14-day quarantine.","冠状病毒检测将提供给在英格兰检测呈阳性的人的密切接触者，以减少所需的 14 天隔离。","冠状病毒检测将提供给在英格兰检测呈阳性的人的密切接触者，「以减少所需的 14 天隔离【(以此)作为减少所需的 14 天隔离期的一种方式】」。"
U,"The coronavirus tests will be offered to close contacts of people who have tested positive in England, as a way to reduce the normal 14-day quarantine.","冠状病毒检测将提供给在英格兰检测呈阳性的人的密切接触者，以减少正常的14天隔离。",""
U,"The coronavirus tests will be offered to close contacts of people who have tested positive in England, as a way to reduce the usual 14-day quarantine.","冠状病毒检测将提供给在英格兰检测呈阳性的人的密切接触者，以减少通常的14天隔离。",""
U,"The coronavirus tests will be offered to close contacts of people who have tested positive in England, as a way to reduce the current 14-day quarantine.","冠状病毒测试将提供给在英格兰检测呈阳性的人的密切接触者，以减少目前14天的隔离。",""
U,"The coronavirus tests will be offered to close contacts of people who have tested positive in England, as a way to reduce the typical 14-day quarantine.","冠状病毒测试将提供给在英格兰检测呈阳性的人的密切接触者，以减少典型的14天隔离。",""
U,"The coronavirus tests will be offered to close contacts of people who have tested positive in England, as a way to reduce the traditional 14-day quarantine.","冠状病毒测试将提供给在英格兰检测呈阳性的人的密切接触者，以减少传统的14天隔离。",""
U,"The coronavirus tests will be offered to close contacts of people who have tested positive in England, as a way to reduce the recommended 14-day quarantine.","冠状病毒测试将提供给在英格兰检测呈阳性的人的密切接触者，以减少建议的 14 天隔离。",""
W,"Fluid from a nasal swab or saliva goes on one end, then a marking begins if you are positive.","来自鼻拭子或唾液的液体流到一端，如果您呈阳性，则开始标记。","来自鼻拭子或唾液的液体「流到一端【在一端流出】」，如果您呈阳性，则开始标记。"
W,"Fluid from a nasal swab or saliva goes on one side, then a marking begins if you are positive.","鼻拭子或唾液中的液体流到一侧，如果您呈阳性，则开始标记。",""
W,"Fluid from a nasal swab or saliva goes on one hand, then a marking begins if you are positive.","来自鼻拭子或唾液的液体一只手流出，如果您呈阳性，则开始标记。","来自鼻拭子或唾液的液体「一只手【在手上】流出」，如果您呈阳性，则开始标记。"
W,"Fluid from a nasal swab or saliva goes on one end, then a spray begins if you are positive.","鼻拭子或唾液中的液体流到一端，然后如果您呈阳性，则开始喷洒。",""
L,"This means care providers are allocated a certain type of equipment based on the number of people they look after.","这意味着护理提供者根据他们照顾的人数分配某种类型的设备。","这意味着【为】护理提供者根据他们照顾的人数分配某种类型的设备。"
L,"This means care providers are allocated a special type of equipment based on the number of people they look after.","这意味着护理提供者根据他们照顾的人数分配了一种特殊类型的设备。",""
U,"We have more confidence that our staff are indeed Covid free or that they are out and not as residents.","我们更有信心我们的员工确实没有 Covid，或者他们外出而不是作为居民。","我们更有信心我们的员工确实没有 「Covid」，或者他们外出而不是作为居民。"
U,"We have more evidence that our staff are indeed Covid free or that they are out and not as residents.","我们有更多的证据表明我们的员工确实没有 Covid，或者他们外出而不是作为居民。",""
O; U,"We have more proof that our staff are indeed Covid free or that they are out and not as residents.","我们有更多的证据表明我们的员工确实没有 Covid，或者他们已经外出而不是作为居民。","我们有更多的证据表明我们的员工确实没有 「Covid」，或者他们「已经」外出而不是作为居民。"
U,"We have more doubt that our staff are indeed Covid free or that they are out and not as residents.","我们更怀疑我们的员工是否确实没有 Covid，或者他们外出而不是作为居民。",""
U,"We have more hope that our staff are indeed Covid free or that they are out and not as residents.","我们更希望我们的员工确实没有 Covid，或者他们外出而不是作为居民。",""
O; U,"We have more confidence that our staff are currently Covid free or that they are out and not as residents.","我们更有信心我们的员工目前没有 Covid，或者他们已经外出而不是作为居民。",""
L,"Scientists are locked in an ongoing effort to repel invasive plant species that threaten China's ecosystem, Li Yingxue reports.","李映雪报道，科学家们被锁定在不断努力击退威胁中国生态系统的入侵植物物种中。","李映雪报道，科学家们「被锁定在不断努力击退威胁中国生态系统的入侵植物物种中」。"
U,"Scientists are locked in an ongoing battle to repel invasive fish species that threaten China's ecosystem, Li Yingxue reports.","李迎雪报道，科学家们陷入了一场持续不断的战斗，以击退威胁中国生态系统的入侵鱼类。","李迎雪报道，科学家们陷入了一场持续不断的战斗，以击退威胁中国生态系统的入侵鱼类【物种】。"
W,"Some have called for more isolation, arguing a shorter separation will be more effective in controlling the spread of the virus because of the compliance.","一些人呼吁进行更多的隔离，认为由于依从性，缩短隔离时间将更有效地控制病毒的传播。","一些人呼吁进行更多的隔离，认为由于依从性，「缩短隔离时间」将更有效地控制病毒的传播。"
W,"Some have called for more isolation, arguing a shorter interval will be more effective in controlling the spread of the virus because of the compliance.","一些人呼吁进行更多的隔离，认为由于依从性，缩短间隔将更有效地控制病毒的传播。","一些人呼吁进行更多的隔离，认为由于依从性，「缩短间隔」将更有效地控制病毒的传播。"
O,"Some have called for more isolation, arguing a shorter isolation will be more effective in controlling the spread of the virus because of the distance.","一些人呼吁进行更多的隔离，认为由于距离较远，较短的隔离将更有效地控制病毒的传播。","一些人呼吁进行更多的隔离，认为由于距离「较远」，较短的隔离将更有效地控制病毒的传播。"
W,"Scientists suspect the virus spreads in mink coats through infectious diseases, on feed or bedding, or in bags containing droppings.","科学家怀疑该病毒通过传染病，饲料或床上用品或装有粪便的袋子在水貂大衣中传播。","科学家怀疑该病毒通过传染病，饲料或「床上用品」或装有粪便的袋子在水貂大衣中传播。"
W,"Scientists suspect the virus spreads in mink farms through infectious diseases, on skin or bedding, or in bags containing droppings.","科学家怀疑该病毒通过传染病，皮肤或床上用品或装有粪便的袋子在水貂养殖场传播。",""
W,"Scientists suspect the virus spreads in mink farms through infectious diseases, on hay or bedding, or in bags containing droppings.","科学家怀疑该病毒通过传染病，干草或床上用品或装有粪便的袋子在水貂农场传播。",""
U,"Before the war, there was only limited use of gloves, aprons, and in particular masks, in care cases.","战前，在护理病例中，手套、围裙，特别是口罩的使用有限。","战前，在护理病例中，手套、围裙，特别是口罩的「使用有限」。"
U; W,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable gardens.","每个套件都包含一包各种芝麻、指令集和样品设计、容器和菜园。","每个套件都包含一包各种芝麻、「指令集【一套说明书】」和【他们的】样品设计、容器和菜园。"
U,"Each box contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable gardens.","每个盒子都包含一包什锦芝麻，一套说明书和样品设计，容器和菜园。","每个盒子都包含一包什锦芝麻，一套说明书和【…】样品设计，容器和菜园。"
U; W,"Each package contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable gardens.","每个包装都包含一包什锦芝麻，一个指令集和样品设计，容器和菜园。",""
U,"Each edition contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable gardens.","每个版本都包含一包什锦芝麻，说明集和样品设计，容器和菜园。",""
U,"Each volume contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable gardens.","每卷包含一包什锦芝麻，一套说明书和样品设计，容器和菜园。",""
U,"Each pack contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable gardens.","每个包装包含一包什锦芝麻，说明集和样品设计，容器和菜园。",""
U,"Each kit contains a set of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable gardens.","每个套件都包含一组什锦芝麻、一套说明书和样品设计、容器和菜园。",""
U,"Each kit contains a box of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable gardens.","每个套件包含一盒什锦芝麻、一套说明书和样品设计、容器和菜园。",""
U,"Each kit contains a bag of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable gardens.","每个套件都包含一袋什锦芝麻、一套说明书和样品设计、容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an equipment set and sample designs for them, container and vegetable gardens.","每个套件包含一包什锦芝麻，一套设备及其样品设计，容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an instrument set and sample designs for them, container and vegetable gardens.","每个套件包含一包什锦芝麻、一套仪器和样品设计、容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an ice set and sample designs for them, container and vegetable gardens.","每个套件都包含一包什锦芝麻、一套冰和样品设计、容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an object set and sample designs for them, container and vegetable gardens.","每个套件包含一包什锦芝麻、对象集和样品设计、容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction manual and sample designs for them, container and vegetable gardens.","每个套件都包含一包什锦芝麻，说明手册和样品设计，容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction booklet and sample designs for them, container and vegetable gardens.","每个套件包含一包什锦芝麻，说明书和样品设计，容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and garden designs for them, container and vegetable gardens.","每个套件都包含一包什锦芝麻、一套说明书和花园设计、容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and cover designs for them, container and vegetable gardens.","每个套件都包含一包什锦芝麻、一套说明书和封面设计、容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and design designs for them, container and vegetable gardens.","每个套件都包含一包什锦芝麻、一套说明和设计设计、容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample recipes for them, container and vegetable gardens.","每个套件都包含一包什锦芝麻、一套说明书和样品食谱、容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample tools for them, container and vegetable gardens.","每个套件都包含一包什锦芝麻、一套说明书和样品工具、容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample ingredients for them, container and vegetable gardens.","每个套件都包含一包什锦芝麻、一套说明书和样品成分、容器和菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample designs for them, fruit and vegetable gardens.","每个套件都包含一包什锦芝麻、一套说明书和样品设计、水果和蔬菜园。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and mobile gardens.","每个套件包含一包什锦芝麻、一套说明书和样品设计、容器和移动花园。",""
U; W,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable parts.","每个套件包含一包什锦芝麻、指令集和样品设计、容器和蔬菜部件。",""
U,"Each kit contains a packet of assorted sesame seeds, an instruction set and sample designs for them, container and vegetable accessories.","每个套件包含一包什锦芝麻、一套说明书和样品设计、容器和蔬菜配件。",""
W,"That board will look to see how many of the participants who have ill received the vaccine and how few received the placebo.","该委员会将研究有多少生病的参与者接受了疫苗，有多少人接受了安慰剂。","该委员会将「研究【观察】」有多少生病的参与者接受了疫苗，有多少人接受了安慰剂。"
U; W,"That board will look to see how many of the people who have ill received the vaccine and how few received the placebo.","该委员会将研究有多少人接受了疫苗，有多少人接受了安慰剂。","该委员会将「研究」有多少「人【有疾病的参与者】」接受了疫苗，有多少人接受了安慰剂。"
U; W,"That board will look to see how many of the individuals who have ill received the vaccine and how few received the placebo.","该委员会将研究有多少人接受了疫苗，有多少人接受了安慰剂。",""
U; W,"That board will look to see how many of the participants who have ill received the treatment and how few received the placebo.","该委员会将研究有多少参与者接受了治疗，有多少人接受了安慰剂。",""
U,"That means sticking with the false distancing and the masks, and testing people who may have the virus and asking them to isolate.","这意味着坚持虚假的距离和口罩，并对可能感染病毒的人进行检测并要求他们隔离。","这意味着坚持【保持】虚假的距离和【戴】口罩，并对可能感染病毒的人进行检测并要求他们隔离。"
U,"That means sticking with the moral distancing and the masks, and testing people who may have the virus and asking them to isolate.","这意味着坚持道德距离和口罩，对可能感染病毒的人进行检测并要求他们隔离。",""
U,"That means sticking with the psychological distancing and the masks, and testing people who may have the virus and asking them to isolate.","这意味着坚持心理距离和口罩，并对可能感染病毒的人进行检测并要求他们隔离。",""
U,"That means sticking with the double distancing and the masks, and testing people who may have the virus and asking them to isolate.","这意味着坚持双重距离和口罩，并对可能感染病毒的人进行检测并要求他们隔离。",""
U,"That means sticking with the subtle distancing and the masks, and testing people who may have the virus and asking them to isolate.","这意味着坚持微妙的距离和口罩，并对可能感染病毒的人进行测试并要求他们隔离。",""
U,"That means sticking with the natural distancing and the masks, and testing people who may have the virus and asking them to isolate.","这意味着坚持自然距离和口罩，并对可能感染病毒的人进行检测并要求他们隔离。",""
U,"That means sticking with the social distancing and the boundaries, and testing people who may have the virus and asking them to isolate.","这意味着坚持社交距离和界限，对可能感染病毒的人进行检测并要求他们隔离。","这意味着坚持【保持】社交距离和界限，对可能感染病毒的人进行检测并要求他们隔离。"
U,"Unless we have people to isolate, they are never going to stop carrying on with their lives and start passing on the virus.","除非我们有人要隔离，否则他们永远不会停止生活并开始传播病毒。","除非我们有人要隔离，否则他们永远不会停止【继续 他们的】生活并开始传播病毒。"
U,"Unless we have people to isolate, they are eventually going to stop carrying on with their lives and start passing on the virus.","除非我们有需要隔离的人，否则他们最终将停止继续生活并开始传播病毒。","除非我们有需要隔离的人，否则他们最终将停止继续【他们的】生活并开始传播病毒。"
U,"Unless we have people to isolate, they are simply going to stop carrying on with their lives and start passing on the virus.","除非我们有人需要隔离，否则他们只会停止继续生活并开始传播病毒。",""
U,"Unless we have people to isolate, they are probably going to stop carrying on with their lives and start passing on the virus.","除非我们有人需要隔离，否则他们可能会停止继续生活并开始传播病毒。",""
U,"Unless we have people to isolate, they are soon going to stop carrying on with their lives and start passing on the virus.","除非我们有人需要隔离，否则他们很快就会停止继续生活并开始传播病毒。",""
U,"Unless we have people to isolate, they are also going to stop carrying on with their lives and start passing on the virus.","除非我们有人要隔离，否则他们也将停止继续生活并开始传播病毒。",""
U,"There is large, accelerating community spread across the top half of the country, where temperatures have risen and Americans have grown indoors.","在全国上半部有一个庞大而加速的社区，那里的温度上升，美国人在室内长大。","「在全国上半部有一个庞大而加速的社区【这个国家的上半部分(地区) 遍布 庞大的、加速(发展)的社区】」，那里的温度上升，美国人在室内长大。"
L; U,"There is large, accelerating community growth across the top half of the country, where temperatures have risen and Americans have grown indoors.","全国上半部的社区正在加速增长，气温上升，美国人在室内长大。","全国上半部的「社区正在加速增长」，气温上升，美国人在室内长大。"
L; U,"There is large, accelerating community change across the top half of the country, where temperatures have risen and Americans have grown indoors.","美国上半部的社区变化正在加速，气温上升，美国人在室内长大。","「美国」上半部的社区「变化正在加速」，气温上升，美国人在室内长大。"
L; U,"There is large, accelerating community development across the top half of the country, where temperatures have risen and Americans have grown indoors.","美国上半部的社区发展正在加速，气温上升，美国人在室内长大。",""
L,"There is large, accelerating community expansion across the top half of the country, where temperatures have risen and Americans have grown indoors.","全国上半部的社区正在大规模加速扩张，气温上升，美国人在室内长大。",""
L,"The guide contains eight chapters highlighting the importance of nutritional intake, nutritional support for those with tumors at different phases and receiving various services.","该指南包含八章，强调营养摄入的重要性，对不同阶段的肿瘤患者提供营养支持并接受各种服务。","该指南包含八章，强调营养摄入「的重要性」，对不同阶段的肿瘤患者提供营养支持并接受各种服务【的重要性】。"
L,"The guide contains eight chapters highlighting the importance of nutritional intake, nutritional support for those with symptoms at different phases and receiving various services.","该指南包含八章，强调营养摄入的重要性，对不同阶段有症状的人的营养支持以及接受各种服务。",""
L,"The guide contains eight chapters highlighting the importance of nutritional intake, nutritional support for those with tumors at early phases and receiving various services.","该指南包含八章，强调了营养摄入、早期肿瘤患者的营养支持和接受各种服务的重要性。",""
L,"The guide contains eight chapters highlighting the importance of nutritional intake, nutritional support for those with tumors at advanced phases and receiving various services.","该指南包含八章，强调了营养摄入的重要性，对晚期肿瘤患者的营养支持以及接受各种服务。",""
L,"The guide contains eight chapters highlighting the importance of nutritional intake, nutritional support for those with tumors at different rates and receiving various services.","该指南包含八章，强调了营养摄入的重要性，对不同比率的肿瘤患者的营养支持以及接受各种服务。",""
L,"The guide contains eight chapters highlighting the importance of nutritional intake, nutritional support for those with tumors at different phases and receiving various treatments.","该指南包含八章，强调了营养摄入的重要性，对不同阶段的肿瘤患者和接受各种治疗的营养支持。","该指南包含八章，强调了营养摄入「的重要性」，对不同阶段的肿瘤患者【…】和接受各种治疗「的营养支持」【的重要性】。"
N,"The NHS is setting up coronavirus vaccination centres across the UK in preparation for any jab being received, Health Secretary Matt Hancock has said.","卫生大臣马特·汉考克（Matt Hancock）表示，NHS正在英国各地建立冠状病毒疫苗接种中心，为接受的任何疫苗接种做准备。","卫生大臣马特·汉考克（Matt Hancock）表示，「NHS」正在英国各地建立冠状病毒疫苗接种中心，为接受的任何疫苗接种做准备。"
O,"The UK is setting up coronavirus vaccination centres across the UK in preparation for any jab being received, Health Secretary Matt Hancock has said.","英国卫生大臣马特·汉考克（Matt Hancock）表示，英国正在英国各地建立冠状病毒疫苗接种中心，为接受的任何疫苗接种做准备。","「英国」卫生大臣马特·汉考克（Matt Hancock）表示，英国正在英国各地建立冠状病毒疫苗接种中心，为接受的任何疫苗接种做准备。"
U,"Mass testing is being touted as a way of getting us much closer to a normal life and even of avoiding it in the future.","大规模测试被吹捧为让我们更接近正常生活甚至在未来避免正常生活的一种方式。","大规模测试【正在】被吹捧为让我们更接近正常生活甚至在未来避免正常生活的一种方式。"
L; U,"Mass testing is being touted as a way of getting us much closer to a human life and even of avoiding it in the future.","大规模测试被吹捧为让我们更接近人类生活甚至避免未来生活的一种方式。","大规模测试【正在】被吹捧为让我们更接近人类生活甚至「避免未来生活」的一种方式。"
L; U,"Mass testing is being touted as a way of getting us much closer to a good life and even of avoiding it in the future.","大规模测试被吹捧为让我们更接近美好生活甚至避免未来美好生活的一种方式。",""
L; U,"Mass testing is being touted as a way of getting us much closer to a normal life and hopefully of avoiding it in the future.","大规模测试被吹捧为让我们更接近正常生活的一种方式，并希望在未来避免这种情况。","大规模测试【正在】被吹捧为让我们更接近正常生活的一种方式，并希望在未来「避免这种情况」。"
U,"Mass testing is being touted as a way of getting us much closer to a normal life and even of avoiding it in the meantime.","大规模测试被吹捧为让我们更接近正常生活的一种方式，甚至同时避免正常生活。",""
U,"Mass testing is being touted as a way of getting us much closer to a normal life and even of avoiding it in the end.","大规模测试被吹捧为让我们更接近正常生活甚至最终避免正常生活的一种方式。",""
U,"Mass testing is being touted as a way of getting us much closer to a normal life and even of avoiding it in the extreme.","大规模测试被吹捧为让我们更接近正常生活的一种方式，甚至可以极端地避免它。",""
L; U,"Mass testing is being touted as a way of getting us much closer to a normal life and even of avoiding it in the past.","大规模测试被吹捧为让我们更接近正常生活的一种方式，甚至避免过去的生活。","大规模测试【正在】被吹捧为让我们更接近正常生活的一种方式，甚至「避免过去的生活」。"
U,"Mass testing is being touted as a way of getting us much closer to a normal life and even of avoiding it in the dark.","大规模测试被吹捧为让我们更接近正常生活的一种方式，甚至可以避免在黑暗中生活。",""
L; W,"We have also developed packaging and storage innovations to be fit for use for the range of locations where we believe this will take place.","我们还开发了包装和存储创新，以适应我们认为将要实现的一系列地点。","我们还开发了包装和存储创新，「以适应我们认为将要实现的一系列地点【以适用于 我们认为会发生这种情况的地点范围】」。"
L; W,"We have also developed packaging and product innovations to be fit for use for the range of locations where we believe this will take place.","我们还开发了包装和产品创新，以适应我们认为将要发生的一系列地点。",""
W,"The relationship between source control and personal protection is likely complementary and possibly synergistic, so that individual benefit exists with the community mask use.","源头控制和个人保护之间的关系可能是互补的，也可能是协同的，因此社区口罩的使用存在个人利益。","源头控制和个人保护之间的关系可能是互补的，也可能是协同的，因此「社区口罩的使用存在个人利益【个人利益与社区口罩的使用共存】」。"
W,"The relationship between source control and environmental protection is likely complementary and possibly synergistic, so that individual benefit exists with the community mask use.","源头控制和环境保护之间的关系可能是互补的，也可能是协同的，因此个人利益与社区口罩的使用是存在的。","源头控制和环境保护之间的关系可能是互补的，也可能是协同的，因此个人利益与社区口罩的使用「是存在的」。"
W,"The relationship between source control and personal benefit is likely complementary and possibly synergistic, so that individual benefit exists with the community mask use.","源头控制与个人利益之间的关系可能是互补的，也可能是协同的，因此个人利益与社区口罩的使用是存在的。",""
W,"The relationship between source control and personal gain is likely complementary and possibly synergistic, so that individual benefit exists with the community mask use.","源头控制与个人利益之间的关系可能是互补的，也可能是协同的，因此社区口罩的使用存在个人利益。",""
W,"The relationship between source control and personal protection is likely close and possibly synergistic, so that individual benefit exists with the community mask use.","源头控制和个人保护之间的关系可能是密切的，并且可能是协同的，因此社区口罩的使用存在个人利益。",""
W,"The relationship between source control and personal protection is likely indirect and possibly synergistic, so that individual benefit exists with the community mask use.","源头控制和个人保护之间的关系可能是间接的，可能是协同的，因此社区口罩的使用存在个人利益。",""
W,"The relationship between source control and personal protection is likely complementary and often synergistic, so that individual benefit exists with the community mask use.","源头控制和个人保护之间的关系可能是互补的，而且往往是协同的，因此社区口罩的使用存在个人利益。",""
W,"The relationship between source control and personal protection is likely complementary and perhaps synergistic, so that individual benefit exists with the community mask use.","源头控制和个人保护之间的关系可能是互补的，也许是协同的，因此社区口罩的使用存在个人利益。",""
W,"The relationship between source control and personal protection is likely complementary and possibly synergistic, so that mutual benefit exists with the community mask use.","源头控制和个人防护之间的关系可能是互补的，也可能是协同的，因此与社区口罩的使用存在互惠互利。",""
W,"The relationship between source control and personal protection is likely complementary and possibly synergistic, so that individual safety exists with the community mask use.","源头控制和个人防护之间的关系可能是互补的，也可能是协同的，因此个人安全与社区口罩的使用是存在的。",""
W,"The relationship between source control and personal protection is likely complementary and possibly synergistic, so that individual benefit exists with the correct mask use.","源头控制和个人防护之间的关系可能是互补的，也可能是协同的，因此正确使用口罩可以带来个人利益。",""
U,"It also means that elective surgeries are being put off for reasons like knee replacements, for hip surgery or heart surgery in some countries.","这也意味着，在某些国家，由于膝关节置换、髋关节手术或心脏手术等原因，选择性手术被推迟。","这也意味着，在某些国家，由于膝关节置换、髋关节手术或心脏手术等原因，选择性手术【正在】被推迟。"
U,"It also means that elective surgeries are being put off for purposes like knee replacements, for hip surgery or heart surgery in some countries.","这也意味着在某些国家，出于膝关节置换、髋关节手术或心脏手术等目的，选择性手术被推迟。",""
U; W,"It also means that elective surgeries are being put off for procedures like knee replacements, for hip surgery or heart surgery in some countries.","这也意味着在一些国家，选择性手术被推迟用于膝关节置换、髋关节手术或心脏手术等手术。","这也意味着在一些国家，选择性手术「【…】被推迟用于」膝关节置换、髋关节手术或心脏手术等手术。"
W,"It also means that elective surgeries are being put off for things like knee replacements, for hip surgery or heart disease in some countries.","这也意味着在某些国家，由于膝关节置换，髋关节手术或心脏病等原因，选择性手术被推迟。","这也意味着在某些国家，「由于膝关节置换，髋关节手术或心脏病等原因」，选择性手术被推迟。"
U,"The concerns of state health agencies were perhaps most evident in Nevada, where in early October the state approved antigen testing in all homes.","州卫生机构的担忧在内华达州最为明显，10月初，该州批准在所有家庭中进行抗原检测。","州卫生机构的担忧在内华达州【可能】最为明显，10月初，该州批准在所有家庭中进行抗原检测。"
U,"The concerns of state health officials were perhaps most prominent in Nevada, where in early October the state approved antigen testing in all homes.","州卫生官员的担忧在内华达州最为突出，10月初，该州批准在所有家庭中进行抗原检测。","州卫生官员的担忧在内华达州【可能】最为突出，10月初，该州批准在所有家庭中进行抗原检测。"
U,"The concerns of state health officials were perhaps most evident in Nevada, where in early October the state approved antigen testing in all children.","州卫生官员的担忧在内华达州最为明显，10月初，该州批准对所有儿童进行抗原检测。","州卫生官员的担忧在内华达州【可能】最为明显，10月初，该州批准对所有儿童进行抗原检测。"
