Error category,Source sentence,Target sentence,Reference
L,"She will for the first time next February at a training camp where the initial squad will start to be cut.","明年2月，她将首次参加训练营，最初的阵容将开始裁员。","明年2月，她将首次参加【最初的阵容将开始裁员 的】训练营「，最初的阵容将开始裁员」。"
U,"I really just had to self-motivate a lot out there because it was a lonely, very quiet place without people.","我真的只需要自我激励很多，因为这是一个孤独，非常安静的地方，没有人。","我真的只需要【在那里】自我激励很多，因为这是一个孤独，非常安静的地方，没有人。"
U,"I really just had to self-motivate a girl out there because it was a lonely, very quiet place without people.","我真的只需要自我激励一个女孩，因为这是一个孤独，非常安静的地方，没有人。",""
U,"I really just had to self-motivate a man out there because it was a lonely, very quiet place without people.","我真的只需要自我激励一个男人，因为这是一个孤独，非常安静的地方，没有人。",""
U,"I really just had to self-motivate a friend out there because it was a lonely, very quiet place without people.","我真的只需要自我激励一个朋友，因为这是一个孤独，非常安静的地方，没有人。",""
U,"I really just had to self-motivate a lot out there because it was a lonely, very quiet life without people.","我真的只需要自我激励很多，因为这是一个孤独的，没有人的生活非常安静。",""
W,"Tears welled in his eyes as the laughter bubbled up inside, but Jack Nicklaus knew he had to keep playing.","当笑声在心里冒出来时，泪水在他的眼睛里涌出，但杰克·尼克劳斯知道他必须继续演奏。","当笑声在心里「冒出来【涌现】」时，泪水在他的眼睛里涌出，但杰克·尼克劳斯知道他必须继续演奏。"
W,"Tears welled in his eyes as the emotion bubbled up inside, but Jack Nicklaus knew he had to keep playing.","当情绪在内心冒泡时，泪水在他的眼睛里涌出，但杰克尼克劳斯知道他必须继续演奏。","当情绪在内心「冒泡【涌现】」时，泪水在他的眼睛里涌出，但杰克尼克劳斯知道他必须继续演奏。"
W,"Tears welled in his eyes as the fear bubbled up inside, but Jack Nicklaus knew he had to keep playing.","当恐惧在内心冒泡时，泪水在他的眼睛里涌出，但杰克尼克劳斯知道他必须继续打球。",""
W,"Tears welled in his eyes as the game bubbled up inside, but Jack Nicklaus knew he had to keep playing.","当游戏在里面冒泡时，泪水在他的眼睛里涌出，但杰克尼克劳斯知道他必须继续玩下去。",""
W,"Tears welled in his eyes as the laughter bubbled up inside, but Simon Nicklaus knew he had to keep playing.","当笑声在内心冒泡时，泪水在他的眼睛里涌出，但西蒙·尼克劳斯知道他必须继续演奏。",""
W,"Tears welled in his eyes as the laughter bubbled up inside, but Jack Nicklaus knew he had to keep smiling.","当笑声在内心冒泡时，泪水在他的眼睛里涌出，但杰克尼克劳斯知道他必须保持微笑。",""
L,"I think the dancing and acting classes he took recently have really given him a better understanding of music and artistic performance.","我认为他最近上了舞蹈和表演课，真的让他对音乐和艺术表演有了更好的理解。","我认为他最近上「了【的】」舞蹈和表演课，真的让他对音乐和艺术表演有了更好的理解。"
U,"With all the current and previous knockout matches played behind closed door, tickets for the final were in extremely hot demand.","由于目前和之前的淘汰赛都是闭门进行的，决赛的门票需求非常火爆。","由于目前和之前的【所有】淘汰赛都是闭门进行的，决赛的门票需求非常火爆。"
U,"With all the current and future knockout matches played behind closed door, tickets for the final were in extremely hot demand.","由于当前和未来的淘汰赛都在闭门进行，决赛的门票需求非常火爆。",""
U,"With all the current and previous knockout matches played behind closed door, tickets for the final were in extremely hot condition.","由于目前和之前的淘汰赛都是闭门进行的，决赛的门票都处于极热的状态。",""
U,"With all the current and previous knockout matches played behind closed door, tickets for the final were in extremely hot pursuit.","由于目前和之前的淘汰赛都在闭门进行，决赛的门票非常抢手。",""
U,"With all the current and previous knockout matches played behind closed door, tickets for the final were in extremely hot water.","由于目前和以前的淘汰赛都是闭门进行的，决赛的门票都处于极热的水中。",""
U,"With all the current and previous knockout matches played behind closed door, tickets for the final were in extremely hot weather.","由于目前和以前的淘汰赛都是闭门进行的，决赛的门票都处于极热的天气中。",""
U,"He rented two houses for the sake of the championship, moving between the two so nobody would know where he was.","为了冠军，他租了两栋房子，在两栋房子之间移动，这样没有人会知道他在哪里。","为了冠军【的利益】，他租了两栋房子，在两栋房子之间移动，这样没有人会知道他在哪里。"
U; W,"Salford announced that something has now been agreed between all parties and have started the arbitration process for a new head coach.","索尔福德宣布，各方之间已经达成了一些协议，并已开始新主教练的仲裁程序。","索尔福德宣布，各方之间已经【就某些事情】达成了「一些协议」，并已开始新主教练的仲裁程序。"
L,"The horse received immediate veterinary care, however he was unable to be treated due to the nature of the injuries sustained.","这匹马立即接受了兽医护理，但由于受伤的性质，他无法接受治疗。","这匹马立即接受了兽医护理，但由于「受伤【所受伤害】」的性质，他无法接受治疗。"
L,"The horse received intensive veterinary care, however he was unable to be treated due to the nature of the injuries sustained.","这匹马接受了重症兽医护理，但由于受伤的性质，他无法接受治疗。",""
L,"The horse received extensive veterinary care, however he was unable to be treated due to the nature of the injuries sustained.","这匹马接受了广泛的兽医护理，但由于受伤的性质，他无法接受治疗。",""
L,"The horse received good veterinary care, however he was unable to be treated due to the nature of the injuries sustained.","这匹马得到了良好的兽医护理，但由于受伤的性质，他无法接受治疗。",""
L,"The horse received thorough veterinary care, however he was unable to be treated due to the nature of the injuries sustained.","这匹马接受了彻底的兽医护理，但由于受伤的性质，他无法接受治疗。",""
L,"The horse received proper veterinary care, however he was unable to be treated due to the nature of the injuries sustained.","这匹马接受了适当的兽医护理，但由于受伤的性质，他无法接受治疗。",""
L,"The horse received full veterinary care, however he was unable to be treated due to the nature of the injuries sustained.","这匹马接受了全面的兽医护理，但由于受伤的性质，他无法接受治疗。",""
L,"The horse received routine veterinary care, however he was unable to be treated due to the nature of the injuries sustained.","这匹马接受了常规兽医护理，但由于受伤的性质，他无法接受治疗。",""
W,"The Champions League returns after a three-week break as we hit the business end of the group stages.","欧冠在休息三周后回归，因为我们进入了小组赛的尾声。","【在我们进入小组赛的关键时期，】「欧冠【冠军联赛】」在休息三周后回归「，因为我们进入了小组赛的尾声」。"
W,"The Champions League returns after a three-week hiatus as we hit the business end of the group stages.","欧冠在中断三周后回归，因为我们进入了小组赛阶段的业务结束。","「欧冠」在中断三周后回归，「因为我们进入了小组赛阶段的业务结束」。"
W,"The Champions League returns after a three-week gap as we hit the business end of the group stages.","欧冠在时隔三周后回归，我们进入了小组赛的尾声。",""
W,"The Champions League returns after a three-week break as we hit the business end of the knockout stages.","欧冠在休息三周后回归，因为我们进入了淘汰赛阶段的业务结束。",""
W,"The restrictions relating to Denmark have been implemented because of concerns over a possible coronavirus epidemic.","由于担心可能的冠状病毒流行，已经实施了与丹麦有关的限制。","由于担心可能的冠状病毒「流行【病】」，已经实施了与丹麦有关的限制。"
U,"Everybody just talked about my arm instead of talking about how I was making the right choice, going to the first place.","每个人都只是谈论我的手臂，而不是谈论我如何做出正确的选择，首先。","每个人都只是谈论我的手臂，而不是谈论我如何做出正确的选择，「首先【去第一个地方】」。"
L,"But there is one Woods landmark McIlroy can emulate at the Masters, which was held until November because of the flu pandemic.","但是，麦克罗伊可以在大师赛上效仿一个伍兹里程碑式的，由于流感大流行，大师赛一直持续到11月。","但是，麦克罗伊可以在大师赛上效仿一个「伍兹里程碑式的」，由于流感大流行，大师赛一直持续到11月。"
O,"But there is one Woods landmark McIlroy can emulate at the Masters, which was held until September because of the flu pandemic.","但是，麦克罗伊可以在大师赛上效仿一个伍兹里程碑式的赛事，由于流感大流行，大师赛一直持续到9月。","但是，麦克罗伊可以在大师赛上效仿一个伍兹里程碑式「的赛事」，由于流感大流行，大师赛一直持续到9月。"
U,"He said the initial few days were difficult to deal with as players adjusted to their current settings and suffered from time lag.","他说，最初的几天很难处理，因为玩家适应了他们目前的设置并遭受了时间滞后。","他说，最初的几天很难处理，因为玩家适应了他们目前的设置并遭受了时间滞后【的困扰】。"
U,"He said the next few days were difficult to deal with as players adjusted to their current settings and suffered from time lag.","他说，接下来的几天很难处理，因为玩家适应了当前的设置并遭受了时间滞后。",""
W,"The days were really, really odd because your sleep schedule is screwed up and you're out of contact with people anymore.","这些日子真的非常非常奇怪，因为你的睡眠时间表搞砸了，你不再与人联系了。","这些日子真的非常非常奇怪，因为你的睡眠时间表「搞砸了【一团糟】」，你不再与人联系了。"
W,"The days were really, really odd because your sleep schedule is screwed up and you're out of contact with people everywhere.","这些日子真的非常非常奇怪，因为你的睡眠时间表搞砸了，你与世界各地的人失去了联系。",""
W,"The days were really, really odd because your sleep schedule is screwed up and you're out of contact with people normally.","这些日子真的非常非常奇怪，因为你的睡眠时间表搞砸了，你通常与人失去联系。",""
W,"The days were really, really odd because your sleep schedule is screwed up and you're out of contact with people completely.","这些日子真的非常非常奇怪，因为你的睡眠时间表搞砸了，你与人完全失去了联系。",""
W,"The days were really, really odd because your sleep schedule is screwed up and you're out of contact with people entirely.","这些日子真的非常非常奇怪，因为你的睡眠时间表搞砸了，你完全与人失去了联系。",""
W,"The days were really, really odd because your sleep schedule is screwed up and you're out of contact with people altogether.","这些日子真的非常非常奇怪，因为你的睡眠时间表搞砸了，你完全与人失去了联系。",""
W,"For our players, for our coaches and for all involved in table tennis, today is the day that gets our sport together.","对于我们的球员，我们的教练和所有参与乒乓球的人来说，今天是让我们的运动团结起来的日子。","对于我们的球员，我们的教练和所有参与乒乓球的人来说，今天是让我们的【一起】运动「团结起来」的日子。"
U,"Guangdong's Ding Junhui says he cannot see many young players from his team matching his success any time soon because they are not talented enough.","广东的丁俊晖说，他看不到球队中有多少年轻球员能很快与他相提并论，因为他们不够有天赋。","广东的丁俊晖说，他看不到球队中有多少年轻球员能很快与他【的成功】相提并论，因为他们不够有天赋。"
U,"Taiwan's Ding Junhui says he cannot see many young players from his team matching his success any time soon because they are not talented enough.","台湾的丁俊晖说，他看不到球队中有多少年轻球员能很快与他相提并论，因为他们不够有天赋。",""
U,"Guangzhou's Ding Junhui says he cannot see many young players from his team matching his success any time soon because they are not talented enough.","广州的丁俊晖说，他看不到球队中很多年轻球员能很快与他相提并论，因为他们不够有天赋。",""
U,"China's Ding Junhui says he cannot see many young talents from his team matching his success any time soon because they are not talented enough.","中国的丁俊晖说，他看不到他的团队中有很多年轻人才能很快与他相提并论，因为他们不够有才华。",""
U,"China's Ding Junhui says he cannot see many young men from his team matching his success any time soon because they are not talented enough.","中国的丁俊晖说，他看不到他的团队中有很多年轻人能很快与他相提并论，因为他们不够有天赋。",""
U,"China's Ding Junhui says he cannot see many young people from his team matching his success any time soon because they are not talented enough.","中国的丁俊晖说，他看不到他的团队中有很多年轻人能很快与他相提并论，因为他们不够有才华。",""
U,"China's Ding Junhui says he cannot see many young players from his generation matching his success any time soon because they are not talented enough.","中国的丁俊晖说，他看不到他这一代的许多年轻球员在短期内能与他相提并论，因为他们不够有天赋。",""
U,"China's Ding Junhui says he cannot see many young players from his youth matching his success any time soon because they are not talented enough.","中国的丁俊晖说，他看不到很多年轻球员能很快与他相提并论，因为他们不够有天赋。",""
U,"China's Ding Junhui says he cannot see many young players from his region matching his success any time soon because they are not talented enough.","中国的丁俊晖说，他看不到很多来自他所在地区的年轻球员在短期内能与他相提并论，因为他们不够有天赋。",""
L,"I have already had a few calls with the school's medical team and with all the support and guidance they have given me.","我已经与学校的医疗团队以及他们给予我的所有支持和指导进行了几次通话。","我已经与学校的医疗团队「以及他们给予我的所有支持和指导」进行了几次通话。"
L,"I have already had a few calls with the town's medical team and with all the support and guidance they have given me.","我已经与镇上的医疗团队以及他们给予我的所有支持和指导进行了几次通话。",""
L,"I have already had a few calls with the ship's medical team and with all the support and guidance they have given me.","我已经与船上的医疗团队以及他们给予我的所有支持和指导进行了几次通话。",""
L,"I have already had a few calls with the prison's medical team and with all the support and guidance they have given me.","我已经与监狱的医疗团队以及他们给予我的所有支持和指导进行了几次通话。",""
L,"I have already had a few calls with the tour's medical team and with all the money and guidance they have given me.","我已经与巡回演出的医疗团队以及他们给我的所有资金和指导进行了几次通话。",""
L,"I have already had a few calls with the tour's medical team and with all the assistance and guidance they have given me.","我已经与旅行团的医疗团队以及他们给予我的所有帮助和指导进行了几次通话。",""
W,"I am deeply honored to share a connection with Paine Poe and these people, which will bring life-changing opportunities for the scholarship recipients.","我非常荣幸能与潘恩坡和这些人分享联系，这将为奖学金获得者带来改变生活的机会。","我非常荣幸能与潘恩坡和这些人「分享【建立】」联系，这将为奖学金获得者带来改变生活的机会。"
U,"Such was the team dominance, they closed out the game with back up quarterback and former Buccaneers starter Jameis Winston on the roster.","这就是球队的统治力，他们以替补四分卫和前海盗队首发詹姆斯温斯顿结束了比赛。","这就是球队的统治力，他们【在名册上】以替补四分卫和前海盗队首发詹姆斯温斯顿结束了比赛。"
U,"Such was the team dominance, they closed out the game with back up quarterback and former Buccaneers starter Jameis Winston on the team.","这就是球队的统治力，他们以替补四分卫和前海盗队首发詹姆斯·温斯顿结束了比赛。",""
U,"Such was the team dominance, they closed out the game with back up quarterback and former Buccaneers starter Jameis Winston on the line.","这就是球队的统治力，他们以替补四分卫和前海盗队首发詹姆斯温斯顿结束了比赛。",""
U,"Such was the team dominance, they closed out the game with back up quarterback and former Buccaneers starter Jameis Winston on the mound.","这就是球队的统治力，他们以替补四分卫和前海盗队首发詹姆斯温斯顿结束了比赛。",""
W,"As a veteran of only 37 years of age, my physical strength and endurance will not allow me to fight with my teammates anymore.","作为一名年仅37岁的老将，我的体力和耐力将不允许我再与队友战斗。","作为一名年仅37岁的老将，我的体力和耐力将不允许我再与队友「战斗【并肩作战】」。"
W,"As a woman of only 37 years of age, my physical strength and endurance will not allow me to fight with my teammates anymore.","作为一个只有37岁的女人，我的体力和耐力不允许我再和队友战斗了。",""
W,"As a person of only 37 years of age, my physical strength and endurance will not allow me to fight with my teammates anymore.","作为一个只有37岁的人，我的体力和耐力将不允许我再与队友战斗。",""
W,"As a male of only 37 years of age, my physical strength and endurance will not allow me to fight with my teammates anymore.","作为一个只有37岁的男性，我的体力和耐力不允许我再和队友战斗了。",""
W,"As a veteran of only 37 years of age, my physical strength and endurance will not allow me to fight with my teammates easily.","作为一名年仅37岁的老将，我的体力和耐力不允许我轻易与队友战斗。",""
W,"As a veteran of only 37 years of age, my physical strength and endurance will not allow me to fight with my teammates indefinitely.","作为一名年仅37岁的老将，我的体力和耐力不允许我无限期地与队友战斗。",""
W,"As a veteran of only 37 years of age, my physical strength and endurance will not allow me to fight with my teammates effectively.","作为一名年仅37岁的老将，我的体力和耐力不允许我有效地与队友战斗。",""
W,"As a veteran of only 37 years of age, my physical strength and endurance will not allow me to fight with my teammates tonight.","作为一名年仅37岁的老将，我的体力和耐力不允许我今晚与队友战斗。",""
U,"Bairstow, who has represented England in every sport of the game, has been recently playing in the Indian Premier League with fc Hyderabad.","拜尔斯托曾代表英格兰参加每一项运动，最近一直在海得拉巴足球俱乐部参加印度超级联赛。","拜尔斯托曾代表英格兰参加【比赛的】每一项运动，最近一直在海得拉巴足球俱乐部参加印度超级联赛。"
U; W,"Amid the pandemic, the competition winner digital World Cup winner Fabregas appeared live as a hologram.","在大流行期间，比赛冠军数字世界杯冠军法布雷加斯以全息图的形式出现。","在「大流行【病】」期间，比赛冠军数字世界杯冠军法布雷加斯以全息图的形式出现【在现场】。"
W,"Amid the pandemic, the competition winner digital World Champion winner Fabregas appeared live as a hologram.","在大流行期间，比赛冠军数字世界冠军得主法布雷加斯以全息图的形式现场出现。",""
