Error category,Source sentence,Target sentence,Reference
U; W,"Experts are concerned that widespread belief in COVID-19 conspiracy theories could make vaccination campaigns less effective when drugs become available.","专家们担心，当药物可用时，对COVID-19阴谋论的普遍信念可能会使疫苗接种运动的效果降低。",""
U; W,"Experts are concerned that widespread belief in COVID-19 conspiracy theories could make vaccination campaigns less effective when technologies become available.","专家们担心，当技术可用时，对COVID-19阴谋论的普遍信念可能会使疫苗接种运动的效果降低。",""
U; W,"Experts are concerned that widespread belief in COVID-19 conspiracy theories could make vaccination campaigns less effective when treatments become ineffective.","专家们担心，当治疗无效时，对COVID-19阴谋论的普遍信念可能会使疫苗接种活动的效果降低。",""
U; W,"Experts are concerned that widespread belief in COVID-19 conspiracy theories could make vaccination campaigns less effective when treatments become unavailable.","专家们担心，当无法获得治疗时，对COVID-19阴谋论的普遍信念可能会使疫苗接种活动的效果降低。",""
L,"The resulting rush of air will drive a turbine to make power, which can be sent back to the surface.","由此产生的空气涌动将驱动涡轮机发电，这些动力可以送回地面。","由此产生的空气涌动将驱动涡轮机发电，这些「动力【电力】」可以送回地面。"
L,"The resulting rush of air will drive a turbine to make power, which can be sent back to the ship.","由此产生的空气涌动将驱动涡轮机发电，这些动力可以送回船上。",""
L,"The resulting rush of air will drive a turbine to make power, which can be sent back to the reactor.","由此产生的空气涌入将驱动涡轮机发电，这些动力可以送回反应堆。",""
L,"The resulting rush of air will drive a turbine to make power, which can be sent back to the mill.","由此产生的空气涌入将驱动涡轮机发电，这些动力可以送回工厂。",""
N,"Prime Minister of Kyrgyzstan Sadyr Zhaparov on Thursday declared himself acting president of the country after president Sooronbai Jeenbekov resigned hours earlier.","吉尔吉斯斯坦总理萨德尔·扎帕罗夫周四宣布自己为该国代理总统，此前总统Sooronbai Jeenbekov在几个小时前辞职。","吉尔吉斯斯坦总理萨德尔·扎帕罗夫周四宣布自己为该国代理总统，此前总统「Sooronbai Jeenbekov」在几个小时前辞职。"
N; U,"Prime Minister of Kyrgyzstan Sadyr Zhaparov on Thursday declared himself acting president of the country after president Sooronbai Jeenbekov resigned moments earlier.","吉尔吉斯斯坦总理萨德尔·扎帕罗夫周四宣布自己为该国代理总统，此前总统Sooronbai Jeenbekov辞职。","吉尔吉斯斯坦总理萨德尔·扎帕罗夫周四宣布自己为该国代理总统，此前总统「Sooronbai Jeenbekov」【在早些时候】辞职。"
W,"Steven Kennedy, the defense secretary, used a recent speech to urge the government to lower the threshold for federal stimulus.","国防部长史蒂文·肯尼迪（Steven Kennedy）在最近的一次演讲中敦促政府降低联邦刺激措施的门槛。","国防部长史蒂文·肯尼迪（Steven Kennedy）「在最近的一次演讲中【利用最近的演讲】」敦促政府降低联邦刺激措施的门槛。"
O; W,"Steven Kennedy, the defense secretary, used a similar speech to urge the government to lower the threshold for federal stimulus.","国防部长史蒂文·肯尼迪（Steven Kennedy）也发表了类似的讲话，敦促政府降低联邦刺激措施的门槛。","国防部长史蒂文·肯尼迪（Steven Kennedy）「也」「发表了类似的讲话」，敦促政府降低联邦刺激措施的门槛。"
L,"Steven Kennedy, the defense secretary, used a recent article to urge the government to lower the threshold for federal stimulus.","国防部长史蒂文·肯尼迪（Steven Kennedy）最近用一篇文章敦促政府降低联邦刺激措施的门槛。","国防部长史蒂文·肯尼迪（Steven Kennedy）「最近」用【最近的】一篇文章敦促政府降低联邦刺激措施的门槛。"
W,"Steven Kennedy, the defense secretary, used a recent quote to urge the government to lower the threshold for federal stimulus.","国防部长史蒂文·肯尼迪（Steven Kennedy）最近引用了一句话，敦促政府降低联邦刺激措施的门槛。","国防部长史蒂文·肯尼迪（Steven Kennedy）「最近引用了一句话」，敦促政府降低联邦刺激措施的门槛。"
L; W,"After briefing the prime minister on the outbreak, reporters reported from Nogami that measures would be taken to stop the outbreak.","在向首相介绍疫情后，野上记者报道说，将采取措施阻止疫情。","在向首相介绍疫情后，「野上」记者【从 野上】报道说，将采取措施阻止「疫情【爆发】」。"
L,"After briefing the prime minister on the situation, reporters reported from Nogami that measures would be taken to stop the outbreak.","在向首相通报了情况后，野上记者报道说，将采取措施阻止疫情爆发。",""
L,"After briefing the prime minister on the crisis, reporters reported from Nogami that measures would be taken to stop the outbreak.","在向首相通报了危机之后，野上记者报道说，将采取措施阻止疫情爆发。",""
L,"After briefing the prime minister on the outbreak, reporters reported from Nogami that measures would be taken to stop the spread.","在向首相通报疫情后，野上记者报道说，将采取措施阻止疫情蔓延。",""
L; U,"Despite the downgrading, the Honduran government on Wednesday declared a declared state of emergency due to the passage of the law.","尽管降级，洪都拉斯政府周三宣布，由于法律的通过，进入紧急状态。","尽管降级，【由于法律 的通过，】洪都拉斯政府周三宣布「，由于法律的通过，」进入【公开声明的】紧急状态。"
L,"Despite the downgrading, the Honduran government on Wednesday declared a national state of emergency due to the violation of the law.","尽管降级，洪都拉斯政府周三宣布，由于违反法律，国家进入紧急状态。",""
L,"Despite the downgrading, the Honduran government on Wednesday declared a national state of emergency due to the implementation of the law.","尽管降级，洪都拉斯政府周三宣布，由于法律的实施，国家进入紧急状态。",""
L,"Despite the downgrading, the Honduran government on Wednesday declared a national state of emergency due to the repeal of the law.","尽管降级，洪都拉斯政府周三宣布，由于法律被废除，国家进入紧急状态。",""
L,"Despite the downgrading, the Honduran government on Wednesday declared a national state of emergency due to the suspension of the law.","尽管降级，洪都拉斯政府周三宣布，由于法律暂停，国家进入紧急状态。",""
L,"Despite the downgrading, the Honduran government on Wednesday declared a national state of emergency due to the enforcement of the law.","尽管降级，洪都拉斯政府周三宣布，由于法律的执行，国家进入紧急状态。",""
L,"Despite the downgrading, the Honduran government on Wednesday declared a national state of emergency due to the weakening of the law.","尽管降级，洪都拉斯政府周三宣布，由于法律的削弱，国家进入紧急状态。",""
L,"Despite the downgrading, the Honduran government on Wednesday declared a national state of emergency due to the failure of the law.","尽管降级，洪都拉斯政府周三宣布，由于法律失败，国家进入紧急状态。",""
L,"Despite the downgrading, the Honduran government on Wednesday declared a national state of emergency due to the passage of the bill.","尽管降级，洪都拉斯政府周三宣布，由于该法案的通过，国家进入紧急状态。",""
L,"Despite the downgrading, the Honduran government on Wednesday declared a national state of emergency due to the passage of the storm.","尽管降级，洪都拉斯政府周三宣布，由于风暴的通过，国家进入紧急状态。",""
L; W,"Parents and carers were not allowed to use physical force to discipline their children if it was considered reasonable behavior.","如果父母和照顾者被认为是合理的行为，则不允许使用体力来管教他们的孩子。","如果「父母和照顾者被认为是合理的行为」，【…】则不允许使用「体力【暴力/武力】」来管教他们的孩子。"
L; W,"Parents and carers were not allowed to use physical force to discipline their children if it was considered unacceptable behavior.","如果父母和照顾者被认为是不可接受的行为，则不允许使用体力来管教他们的孩子。",""
L; W,"Parents and carers were not allowed to use physical force to discipline their children if it was considered acceptable behavior.","如果父母和照顾者被认为是可接受的行为，则不允许使用体力来管教他们的孩子。",""
U,"This summer has witnessed several severe floods and powerful typhoons across the country, causing severe damage to local people and their properties.","今年夏天，全国各地发生了几起严重的洪水和强烈的台风，对当地人民及其财产造成了严重破坏。","今年夏天【见证了】，全国各地发生了几起严重的洪水和强烈的台风，对当地人民及其财产造成了严重破坏。"
U,"This year has witnessed several severe floods and powerful typhoons across the country, causing severe damage to local people and their properties.","今年，全国各地发生了几起严重洪涝灾害和强台风，对当地人民及其财产造成了严重破坏。",""
U,"European nations are reintroducing strict measures aimed at stopping the spread of the novel coronavirus after infections and hospitalizations because of COVID-19 infection.","欧洲国家正在重新采取严格的措施，旨在阻止新型冠状病毒在因COVID-19感染而感染和住院后传播。","欧洲国家正在重新采取严格的措施，旨在阻止新型冠状病毒在因「COVID-19」感染而感染和住院后传播。"
O; U,"European nations are reintroducing strict controls aimed at stopping the spread of the novel coronavirus after infections and hospitalizations because of COVID-19 infection.","欧洲国家正在重新引入严格的控制措施，旨在阻止新型冠状病毒在因COVID-19感染而感染和住院后的传播。","欧洲国家正在重新引入严格的控制「措施」，旨在阻止新型冠状病毒在因COVID-19感染而感染和住院后的传播。"
U,"European nations are reintroducing strict measures aimed at stopping the spread of the common coronavirus after infections and hospitalizations because of COVID-19 infection.","欧洲国家正在重新采取严格的措施，旨在阻止因COVID-19感染而感染和住院后常见冠状病毒的传播。",""
U,"European nations are reintroducing strict measures aimed at stopping the spread of the viral coronavirus after infections and hospitalizations because of COVID-19 infection.","欧洲国家正在重新采取严格的措施，旨在阻止冠状病毒在因COVID-19感染而感染和住院后传播。","欧洲国家正在重新采取严格的措施，旨在阻止【虚拟】冠状病毒在因「COVID-19」感染而感染和住院后传播。"
W,"Trump has continued his attacks on mail-in ballots, saying he would deploy lawyers if states are still counting votes after Election day.","特朗普继续攻击邮寄选票，称如果各州在选举日后仍在计票，他将部署律师。","特朗普继续攻击邮寄选票，称如果各州在选举日后仍在计票，他将「部署【调配】」律师。"
W,"Trump has continued his attacks on mail-in laws, saying he would deploy lawyers if states are still counting votes after Election day.","特朗普继续攻击邮寄法律，称如果各州在选举日后仍在计算选票，他将部署律师。",""
W,"Trump has continued his attacks on mail-in protests, saying he would deploy lawyers if states are still counting votes after Election day.","特朗普继续攻击邮寄抗议活动，称如果各州在选举日后仍在计算选票，他将部署律师。",""
L,"Fiscal policy has traditionally responded to large shocks but there is now a question about whether the need for intervention should be lowered.","财政政策传统上是对大规模冲击的反应，但现在存在一个问题，即是否应该降低干预的必要性。","财政政策「传统上是对大规模冲击的反应」，但现在存在一个问题，即是否应该降低干预的必要性。"
L,"Wednesday's meeting also adopted conclusions on an action plan against money laundering and terrorist financing presented by the european commission in May.","周三的会议还通过了欧盟委员会5月份提出的反洗钱和恐怖主义融资行动计划的结论。","周三的会议还通过了欧盟委员会5月份提出的反洗钱和【打击/反】恐怖主义融资行动计划的结论。"
L; N,"May's meeting also adopted conclusions on an action plan against money laundering and terrorist financing presented by the european commission in May.","梅的会议还通过了欧盟委员会在5月提出的反洗钱和资助恐怖主义行动计划的结论。","「梅【五月】」的会议还通过了欧盟委员会在5月提出的反洗钱和【…】资助恐怖主义行动计划的结论。"
L,"NATO's meeting also adopted conclusions on an action plan against money laundering and terrorist financing presented by the european commission in May.","北约会议还通过了欧洲联盟委员会5月提出的反洗钱和资助恐怖主义行动计划的结论。",""
O,"The government said modernization of port infrastructure assets is a fundamental component of China's development, competitiveness, industrialization and economic integration.","中国政府表示，港口基础设施资产的现代化是中国发展，竞争力，工业化和经济一体化的基本组成部分。","「中国」政府表示，港口基础设施资产的现代化是中国发展，竞争力，工业化和经济一体化的基本组成部分。"
W,"Biden has multiple paths to reach the required number of 270 and to win the White House, while Trump's chances are limited.","拜登有多种途径可以达到所需的270人并赢得白宫，而特朗普的机会有限。","拜登有多种途径可以达到所需的270「人」并赢得白宫，而特朗普的机会有限。"
W,"It is important that learning is applied to planning for this winter, and what services can be delivered safely.","重要的是，将学习应用于今年冬天的规划，以及可以安全地提供哪些服务。","重要的是，将「学习【知识】」应用于今年冬天的规划，以及可以安全地提供哪些服务。"
W,"It is important that learning is applied to planning for this future, and what services can be delivered safely.","重要的是，将学习应用于规划未来，以及可以安全地提供哪些服务。",""
W,"It is important that learning is applied to planning for this change, and what services can be delivered safely.","重要的是，将学习应用于规划此更改，以及可以安全地提供哪些服务。",""
W,"It is important that learning is applied to planning for this winter, and what services can be delivered first.","重要的是，将学习应用于今年冬天的规划，以及可以首先提供哪些服务。",""
W,"It is important that learning is applied to planning for this winter, and what services can be delivered immediately.","重要的是，将学习应用于今年冬天的规划，以及可以立即提供哪些服务。",""
W,"It is important that learning is applied to planning for this winter, and what services can be delivered locally.","重要的是，将学习应用于今年冬天的规划，以及可以在当地提供哪些服务。",""
W,"Then when there is a fire in it in a day or a month, the liquid air will be warmed so it burns.","然后，当一天或一个月内发生火灾时，液态空气将被加热，使其燃烧。","然后，当一天或一个月内「发生火灾【，里面有火】」时，液态空气将被加热「，使其【从而/所以它会】」燃烧。"
O; W,"Even when there is a fire in it in a day or a month, the liquid air will be warmed so it burns.","即使在一天或一个月内发生火灾，液态空气也会变暖，使其燃烧。","即使在一天或一个月内「发生火灾」，液态空气「也会」变暖「，使其燃烧」。"
W,"Then when there is a fire in it in a day or a month, the inside air will be warmed so it burns.","然后，当一天或一个月内发生火灾时，内部空气将被加热，使其燃烧。",""
W,"Then when there is a fire in it in a day or a month, the ambient air will be warmed so it burns.","然后，当一天或一个月内发生火灾时，周围的空气将被加热以使其燃烧。",""
U,"The figures show as England is set to enter a month-long lockdown from Thursday in a bid to quell the resurgence of the coronavirus.","数据显示，英格兰将从周四开始进入为期一个月的封锁，以平息冠状病毒的卷土重来。","数据显示，英格兰将从周四开始进入为期一个月的封锁，以【努力】平息冠状病毒的卷土重来。"
U,"The results show as England is set to enter a month-long lockdown from Thursday in a bid to quell the resurgence of the coronavirus.","结果显示，英格兰将从周四开始进入为期一个月的封锁，以平息冠状病毒的卷土重来。",""
U,"The EU recognizes the waters as belonging to greece and said it would be illegal for fishing to conduct mineral and energy exploration there.","欧盟承认该水域属于希腊，并表示在那里进行矿产和能源勘探是非法的。","欧盟承认该水域属于希腊，并表示在那里【捕鱼 以】进行矿产和能源勘探是非法的。"
U,"The EU recognizes the waters as belonging to greece and said it would be illegal for fishing to conduct petroleum and energy exploration there.","欧盟承认这些水域属于希腊，并表示在那里进行石油和能源勘探是非法的。",""
U; W,"Financial services firms entered the pandemic in a position of capital strength and have supported the community and business to unprecedented heights since March.","金融服务公司以资本实力进入大流行，自 3 月以来对社区和企业的支持达到了前所未有的高度。","金融服务公司以资本实力【的地位】进入「大流行【病】」，自 3 月以来对社区和企业的支持达到了前所未有的高度。"
W,"Financial services firms entered the pandemic in a surge of capital strength and have supported the community and business to unprecedented heights since March.","金融服务公司以资本实力激增的方式进入大流行，自 3 月以来，对社区和业务的支持达到了前所未有的高度。","金融服务公司以资本实力激增的方式进入「大流行」，自 3 月以来，对社区和业务的支持达到了前所未有的高度。"
W,"Financial services firms entered the pandemic in a burst of capital strength and have supported the community and business to unprecedented heights since March.","金融服务公司以资本实力爆发的方式进入大流行，自 3 月以来，对社区和企业的支持达到了前所未有的高度。",""
L; W,"Financial services firms entered the pandemic in a show of capital strength and have supported the community and business to unprecedented heights since March.","金融服务公司进入大流行是为了展示资本实力，自 3 月以来，对社区和企业的支持达到了前所未有的高度。","金融服务公司进入「大流行」「是为了展示资本实力」，自 3 月以来，对社区和企业的支持达到了前所未有的高度。"
W,"Financial services firms entered the pandemic in a blaze of capital strength and have supported the community and business to unprecedented heights since March.","金融服务公司在资本实力的火热中进入大流行，自 3 月以来，对社区和企业的支持达到了前所未有的高度。",""
W,"Financial services firms entered the pandemic in a crisis of capital strength and have supported the community and business to unprecedented heights since March.","金融服务公司在资本实力危机中进入大流行，自 3 月以来，对社区和企业的支持达到了前所未有的高度。",""
L; U; W,"Financial services firms entered the pandemic in a position of capital strength and have supported the community and business to new heights since March.","金融服务公司以资本实力进入大流行，自 3 月以来一直支持社区和企业达到新的高度。","金融服务公司以资本实力【…】进入「大流行」，自 3 月以来「一直支持社区和企业达到新的高度」。"
L; U; W,"Financial services firms entered the pandemic in a position of capital strength and have supported the community and business to great heights since March.","金融服务公司以资本实力进入大流行，自 3 月以来一直大力支持社区和企业。",""
U; W,"Financial services firms entered the pandemic in a position of capital strength and have supported the community and business to unprecedented results since March.","金融服务公司以资本实力进入大流行，自 3 月以来一直支持社区和企业取得前所未有的成果。",""
L; U; W,"Financial services firms entered the pandemic in a position of capital strength and have supported the community and business to unprecedented proportions since March.","金融服务公司以资本实力进入大流行，自 3 月以来以前所未有的比例支持社区和企业。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of eight collapsed buildings in the area.","搜救行动在该地区总共八座倒塌的建筑物中昼夜不停地进行。","搜救行动在该地区总共八座倒塌的建筑物【的区域】中昼夜不停地进行。"
U,"Fire and rescue operations have been going on around the clock in the area of a total of eight collapsed buildings in the area.","消防和救援行动一直在该地区总共八座倒塌的建筑物中全天候进行。",""
U,"Search and rescue efforts have been going on around the clock in the area of a total of eight collapsed buildings in the area.","搜救工作一直在该地区总共八座倒塌的建筑物中全天候进行。",""
U,"Search and rescue missions have been going on around the clock in the area of a total of eight collapsed buildings in the area.","搜救任务一直在该地区总共八座倒塌的建筑物中全天候进行。",""
U,"Search and rescue operations have been going on around the town in the area of a total of eight collapsed buildings in the area.","该镇周围一直在该地区总共八座倒塌的建筑物中进行搜救行动。",""
U,"Search and rescue operations have been going on around the country in the area of a total of eight collapsed buildings in the area.","全国各地一直在该地区总共八座倒塌的建筑物中进行搜救行动。",""
U,"Search and rescue operations have been going on around the region in the area of a total of eight collapsed buildings in the area.","该地区一直在该地区总共八座倒塌的建筑物中开展搜救行动。",""
U,"Search and rescue operations have been going on around the site in the area of a total of eight collapsed buildings in the area.","在该地区共有八座倒塌建筑物的现场周围进行了搜救行动。",""
U,"Search and rescue operations have been going on around the clock in the case of a total of eight collapsed buildings in the area.","搜救行动一直在昼夜不停地进行，该地区共有八座倒塌的建筑物。",""
U,"Search and rescue operations have been going on around the clock in the area of a group of eight collapsed buildings in the area.","搜救行动一直在该地区八座倒塌的建筑物地区全天候进行。",""
U,"Search and rescue operations have been going on around the clock in the area of a cluster of eight collapsed buildings in the area.","搜救行动一直在该地区八座倒塌的建筑物群中全天候进行。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of 14 collapsed buildings in the area.","搜救行动一直在该地区总共14座倒塌的建筑物中全天候进行。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of five collapsed buildings in the area.","搜救行动一直在该地区总共五座倒塌的建筑物中全天候进行。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of 11 collapsed buildings in the area.","搜救行动一直在该地区总共11座倒塌的建筑物中全天候进行。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of 10 collapsed buildings in the area.","搜救行动一直在该地区总共10座倒塌的建筑物中全天候进行。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of 15 collapsed buildings in the area.","搜救行动一直在该地区总共15座倒塌的建筑物中全天候进行。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of 18 collapsed buildings in the area.","搜救行动一直在该地区总共18座倒塌的建筑物中全天候进行。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of eight collapsed churches in the area.","搜救行动一直在该地区总共八座倒塌的教堂中全天候进行。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of eight collapsed temples in the area.","搜救行动一直在该地区总共八座倒塌的寺庙中全天候进行。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of eight collapsed schools in the area.","搜救行动一直在该地区总共八所倒塌的学校进行。","搜救行动一直在该地区总共八所倒塌的学校【的区域 全天候】进行。"
U,"Search and rescue operations have been going on around the clock in the area of a total of eight collapsed homes in the area.","搜救行动一直在该地区总共八所倒塌的房屋中全天候进行。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of eight collapsed buildings in the city.","搜救行动一直在该市总共八座倒塌的建筑物中全天候进行。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of eight collapsed buildings in the town.","搜救行动一直在该镇总共八座倒塌的建筑物地区全天候进行。",""
U,"Search and rescue operations have been going on around the clock in the area of a total of eight collapsed buildings in the township.","搜救行动一直在该镇共有八座倒塌的建筑物中全天候进行。",""
U; W,"Many universities in the United Kingdom are chartering flights to help the thousands of Chinese students to stay in the country despite the COVID-19 pandemic.","尽管有COVID-19大流行，英国的许多大学正在包机，以帮助成千上万的中国学生留在该国。","尽管「有COVID-19大流行【出现了新冠肺炎大流行病/新冠肺炎大流行】」，英国的许多大学正在包机，以帮助成千上万的中国学生留在该国。"
U,"British universities in the United Kingdom are chartering flights to help the thousands of Chinese students to stay in the country despite the COVID-19 pandemic.","尽管 COVID-19 大流行，英国的英国大学正在包机，以帮助成千上万的中国学生留在该国。","尽管 「COVID-19」 大流行，英国的英国大学正在包机，以帮助成千上万的中国学生留在该国。"
U,"Many universities in the United Kingdom are chartering scholarships to help the thousands of Chinese students to stay in the country despite the COVID-19 pandemic.","尽管 COVID-19 大流行，英国的许多大学正在特许奖学金，以帮助成千上万的中国学生留在该国。",""
U,"Many universities in the United Kingdom are chartering programmes to help the thousands of Chinese students to stay in the country despite the COVID-19 pandemic.","尽管COVID-19大流行，英国的许多大学正在特许计划，以帮助成千上万的中国学生留在该国。",""
U,"Many universities in the United Kingdom are chartering programs to help the thousands of Chinese students to stay in the country despite the COVID-19 pandemic.","尽管 COVID-19 大流行，英国的许多大学正在特许计划，以帮助成千上万的中国学生留在该国。",""
U,"Many universities in the United Kingdom are chartering groups to help the thousands of Chinese students to stay in the country despite the COVID-19 pandemic.","尽管 COVID-19 大流行，英国的许多大学正在特许团体，以帮助成千上万的中国学生留在该国。",""
U,"Many universities in the United Kingdom are chartering schools to help the thousands of Chinese students to stay in the country despite the COVID-19 pandemic.","尽管 COVID-19 大流行，英国的许多大学正在特许学校，以帮助成千上万的中国学生留在该国。",""
U,"Many universities in the United Kingdom are chartering colleges to help the thousands of Chinese students to stay in the country despite the COVID-19 pandemic.","尽管 COVID-19 大流行，英国的许多大学正在特许学院，以帮助成千上万的中国学生留在该国。",""
U,"Many universities in the United Kingdom are chartering classes to help the thousands of Chinese students to stay in the country despite the COVID-19 pandemic.","尽管 COVID-19 大流行，英国的许多大学正在特许课程，以帮助成千上万的中国学生留在该国。",""
U,"Many universities in the United Kingdom are chartering flights to help the thousands of affected students to stay in the country despite the COVID-19 pandemic.","尽管 COVID-19 大流行，英国的许多大学正在包机，以帮助数千名受影响的学生留在该国。",""
U,"Many universities in the United Kingdom are chartering flights to help the thousands of infected students to stay in the country despite the COVID-19 pandemic.","尽管 COVID-19 大流行，英国的许多大学仍在包机，以帮助数千名受感染的学生留在该国。","尽管 「COVID-19」 大流行，英国的许多大学仍在包机，以帮助数千名受感染的学生留在该国。"
U,"Many universities in the United Kingdom are chartering flights to help the thousands of stranded students to stay in the country despite the COVID-19 pandemic.","尽管 COVID-19 大流行，英国的许多大学正在包机，以帮助数千名滞留的学生留在该国。",""
U,"Many universities in the United Kingdom are chartering flights to help the thousands of evacuated students to stay in the country despite the COVID-19 pandemic.","尽管 COVID-19 大流行，英国的许多大学正在包机，以帮助数千名撤离的学生留在该国。",""
U,"Many universities in the United Kingdom are chartering flights to help the thousands of displaced students to stay in the country despite the COVID-19 pandemic.","尽管 COVID-19 大流行，英国的许多大学正在包机，以帮助数千名流离失所的学生留在该国。",""
L; U,"Xi called on the two nations to jointly uphold multilateralism and firmly safeguard the international law and system with the United Nations at the table.","习近平呼吁两国共同维护多边主义，坚定维护国际法和国际制度，联合国同在。","习近平【在谈判时】呼吁两国【与联合国一起】共同维护多边主义，坚定维护国际法和国际制度「，联合国同在」。"
L,"Xi called on the two nations to jointly uphold multilateralism and firmly safeguard the international law and system with the United Nations at the time.","习近平呼吁两国共同维护多边主义，同当时的联合国一道坚定维护国际法和国际制度。","【当时，】习近平呼吁两国共同维护多边主义，同「当时的」联合国一道坚定维护国际法和国际制度。"
W,"Financial institutions and other persons might face secondary sanctions if they engage in business with designated entities after a certain wind-down period, it added.","它补充说，如果金融机构和其他人在一段时间的缓冲期后与指定实体开展业务，可能会面临二级制裁。","它补充说，如果金融机构和其他人在「一段时间的【特定的】」缓冲期后与指定实体开展业务，可能会面临二级制裁。"
W,"Financial firms and other persons might face secondary sanctions if they engage in business with designated entities after a certain wind-down period, it added.","它补充说，如果金融公司和其他人在一段时间后与指定实体开展业务，可能会面临二级制裁。",""
U; W,"Financial institutions and other persons might face similar sanctions if they engage in business with designated entities after a certain wind-down period, it added.","它补充说，如果金融机构和其他人在一段时间后与指定实体开展业务，可能会面临类似的制裁。","它补充说，如果金融机构和其他人在「一段时间【特定的 缓冲期】」后与指定实体开展业务，可能会面临类似的制裁。"
U; W,"Financial institutions and other persons might face economic sanctions if they engage in business with designated entities after a certain wind-down period, it added.","它补充说，如果金融机构和其他人在一段时间后与指定实体开展业务，可能会面临经济制裁。",""
U; W,"Financial institutions and other persons might face special sanctions if they engage in business with designated entities after a certain wind-down period, it added.","它补充说，如果金融机构和其他人在一段时间后与指定实体开展业务，可能会面临特别制裁。",""
U; W,"Financial institutions and other persons might face secondary risks if they engage in business with designated entities after a certain wind-down period, it added.","它补充说，如果金融机构和其他人在一段时间后与指定实体开展业务，可能会面临次要风险。",""
U; W,"Financial institutions and other persons might face secondary sanctions if they engage in business with foreign entities after a certain wind-down period, it added.","它补充说，如果金融机构和其他人在一段时间后与外国实体开展业务，他们可能会面临二级制裁。",""
U; W,"Financial institutions and other persons might face secondary sanctions if they engage in business with certain entities after a certain wind-down period, it added.","它补充说，如果金融机构和其他人在一段时间后与某些实体开展业务，可能会面临二级制裁。",""
U; W,"Financial institutions and other persons might face secondary sanctions if they engage in business with private entities after a certain wind-down period, it added.","它补充说，如果金融机构和其他人在一段时间后与私人实体开展业务，可能会面临二级制裁。",""
