Error category,Source sentence,Target sentence,Reference
U,"In a confounding and overwhelming year, music has allowed us both to reflect on the state of the world and learn from it with equal brilliance, writes Andrew Levine.","安德鲁·莱文（Andrew Levine）写道，在一个令人困惑和压倒性的一年里，音乐让我们既能反思世界的状况，又能从中学习。",""
U,"In a confounding and overwhelming year, music has allowed us both to reflect on the state of the world and learn from it with equal brilliance, writes Nick Jones.","尼克·琼斯（Nick Jones）写道，在一个令人困惑和压倒性的一年里，音乐让我们既能反思世界的状况，又能从中学习。",""
U,"In a confounding and overwhelming year, music has allowed us both to reflect on the state of the world and learn from it with equal brilliance, writes Nick Knight.","尼克·奈特（Nick Knight）写道，在一个令人困惑和压倒性的一年里，音乐让我们既能反思世界的状况，又能从中学习。",""
U,"In a confounding and overwhelming year, music has allowed us both to reflect on the state of the world and learn from it with equal brilliance, writes Nick Cohen.","尼克·科恩（Nick Cohen）写道，在一个令人困惑和压倒性的一年里，音乐让我们既能反思世界的状况，又能从中学习。",""
U,"In a confounding and overwhelming year, music has allowed us both to reflect on the state of the world and learn from it with equal brilliance, writes Nick Carter.","尼克·卡特（Nick Carter）写道，在一个令人困惑和压倒性的一年里，音乐让我们既能反思世界的状况，又能从中学习。",""
U,"In a confounding and overwhelming year, music has allowed us both to reflect on the state of the world and learn from it with equal brilliance, writes Nick Mason.","尼克·梅森（Nick Mason）写道，在一个令人困惑和压倒性的一年里，音乐让我们既能反思世界的状况，又能从中学习。",""
U,"In a confounding and overwhelming year, music has allowed us both to reflect on the state of the world and learn from it with equal brilliance, writes Nick Scott.","尼克·斯科特（Nick Scott）写道，在一个令人困惑和压倒性的一年里，音乐让我们既能反思世界的状况，又能从中学习。",""
N,"Also this year the BBC announced an organisation-wide voluntary redundancy scheme to help it meet its stringent savings requirements.","同样在今年，BBC宣布了一项全组织的自愿裁员计划，以帮助其满足严格的储蓄要求。","同样在今年，「BBC」宣布了一项全组织的自愿裁员计划，以帮助其满足严格的储蓄要求。"
N,"Early this year the BBC announced an organisation-wide voluntary redundancy scheme to help it meet its stringent savings requirements.","今年早些时候，BBC宣布了一项全组织的自愿裁员计划，以帮助其满足严格的储蓄要求。",""
U,"Also this year the Trust announced an organisation-wide voluntary redundancy scheme to help it meet its stringent savings requirements.","今年，信托基金会还宣布了一项全组织范围的自愿裁员计划，以帮助其满足严格的储蓄要求。","【同样在】今年，信托基金会「还」宣布了一项全组织范围的自愿裁员计划，以帮助其满足严格的储蓄要求。"
U,"As the temperature also increases, some animals begin to hibernate and most animals fall into a long period of dormancy.","随着温度的升高，一些动物开始冬眠，大多数动物陷入长时间的休眠状态。","随着温度「的【也在】」升高，一些动物开始冬眠，大多数动物陷入长时间的休眠状态。"
L; N,"The second album from sisters Chloe and Halle Bailey offers modern R&B at its most sleek and serene.","Chloe和Halle Bailey姐妹的第二张专辑提供了最时尚和宁静的现代R&B。","「Chloe和Halle Bailey」姐妹的第二张专辑「【以最时尚和宁静的方式】提供了最时尚和宁静的现代R&B」。"
N,"The third album from sisters Chloe and Halle Bailey offers modern R & B at its most sleek and serene.","Chloe和Halle Bailey姐妹的第三张专辑以最时尚和宁静的方式提供了现代R&B。",""
L; N,"The new album from sisters Chloe and Halle Bailey offers modern R & B at its most sleek and serene.","Chloe和Halle Bailey姐妹的新专辑提供了最时尚和宁静的现代R&B。","Chloe和Halle Bailey姐妹的新专辑「提供了最时尚和宁静的现代R&B」。"
N,"The first album from sisters Chloe and Halle Bailey offers modern R & B at its most sleek and serene.","Chloe和Halle Bailey姐妹的第一张专辑以最时尚和宁静的方式呈现了现代R&B。",""
N,"The fourth album from sisters Chloe and Halle Bailey offers modern R & B at its most sleek and serene.","Chloe和Halle Bailey姐妹的第四张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The collaborative album from sisters Chloe and Halle Bailey offers modern R & B at its most sleek and serene.","Chloe和Halle Bailey姐妹的合作专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second track from sisters Chloe and Halle Bailey offers modern R & B at its most sleek and serene.","Chloe和Halle Bailey姐妹的第二首曲目以最时尚和宁静的方式提供了现代R&B。",""
N,"The second season from sisters Chloe and Halle Bailey offers modern R & B at its most sleek and serene.","Chloe和Halle Bailey姐妹的第二季以最时尚和宁静的方式提供了现代R&B。",""
N,"The second production from sisters Chloe and Halle Bailey offers modern R & B at its most sleek and serene.","Chloe和Halle Bailey姐妹的第二部作品以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from siblings Chloe and Halle Bailey offers modern R & B at its most sleek and serene.","兄弟姐妹Chloe和Halle Bailey的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from producers Chloe and Halle Bailey offers modern R & B at its most sleek and serene.","制作人Chloe和Halle Bailey的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from members Chloe and Halle Bailey offers modern R & B at its most sleek and serene.","成员Chloe和Halle Bailey的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from singers Chloe and Halle Bailey offers modern R & B at its most sleek and serene.","歌手Chloe和Halle Bailey的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Grace and Halle Bailey offers modern R & B at its most sleek and serene.","Grace和Halle Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Tiffany and Halle Bailey offers modern R & B at its most sleek and serene.","Tiffany和Halle Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Crystal and Halle Bailey offers modern R & B at its most sleek and serene.","Crystal和Halle Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Amber and Halle Bailey offers modern R & B at its most sleek and serene.","Amber和Halle Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Amanda and Halle Bailey offers modern R & B at its most sleek and serene.","Amanda和Halle Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Natalie and Halle Bailey offers modern R & B at its most sleek and serene.","Natalie和Halle Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Nicole and Halle Bailey offers modern R & B at its most sleek and serene.","Nicole和Halle Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Kim and Halle Bailey offers modern R & B at its most sleek and serene.","Kim和Halle Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Chloe and Grace Bailey offers modern R & B at its most sleek and serene.","Chloe和Grace Bailey姐妹的第二张专辑以最时尚和宁静的方式呈现现代R&B。",""
N,"The second album from sisters Chloe and Amber Bailey offers modern R & B at its most sleek and serene.","Chloe和Amber Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Chloe and Katie Bailey offers modern R & B at its most sleek and serene.","Chloe和Katie Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Chloe and Sophie Bailey offers modern R & B at its most sleek and serene.","Chloe和Sophie Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Chloe and Sarah Bailey offers modern R & B at its most sleek and serene.","Chloe和Sarah Bailey姐妹的第二张专辑以最时尚和宁静的方式呈现现代R&B。",""
N,"The second album from sisters Chloe and Crystal Bailey offers modern R & B at its most sleek and serene.","Chloe和Crystal Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Chloe and Natalie Bailey offers modern R & B at its most sleek and serene.","Chloe和Natalie Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Chloe and Halle Berry offers modern R & B at its most sleek and serene.","Chloe和Halle Berry姐妹的第二张专辑以最时尚和宁静的方式呈现了现代R&B。",""
N,"The second album from sisters Chloe and Halle Wilson offers modern R & B at its most sleek and serene.","Chloe和Halle Wilson姐妹的第二张专辑以最时尚和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Chloe and Halle Bailey offers classic R & B at its most sleek and serene.","Chloe和Halle Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了经典的R&B。",""
N,"The second album from sisters Chloe and Halle Bailey offers traditional R & B at its most sleek and serene.","Chloe和Halle Bailey姐妹的第二张专辑以最时尚和宁静的方式提供了传统的R&B。",""
N,"The second album from sisters Chloe and Halle Bailey offers modern R & B at its most relaxed and serene.","Chloe和Halle Bailey姐妹的第二张专辑以最轻松和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Chloe and Halle Bailey offers modern R & B at its most peaceful and serene.","Chloe和Halle Bailey姐妹的第二张专辑以最宁静和宁静的方式呈现了现代R&B。",""
N,"The second album from sisters Chloe and Halle Bailey offers modern R & B at its most calm and serene.","Chloe和Halle Bailey姐妹的第二张专辑以最平静和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Chloe and Halle Bailey offers modern R & B at its most soft and serene.","Chloe和Halle Bailey姐妹的第二张专辑以最柔和和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Chloe and Halle Bailey offers modern R & B at its most beautiful and serene.","Chloe和Halle Bailey姐妹的第二张专辑以最美丽和宁静的方式呈现现代R&B。",""
N,"The second album from sisters Chloe and Halle Bailey offers modern R & B at its most elegant and serene.","Chloe和Halle Bailey姐妹的第二张专辑以最优雅和宁静的方式提供了现代R&B。",""
N,"The second album from sisters Chloe and Halle Bailey offers modern R & B at its most melodic and serene.","Chloe和Halle Bailey姐妹的第二张专辑以最旋律和宁静的方式提供了现代R&B。",""
U,"However, a local buyer of dozens of remaining relics refused to take part in negotiations, and the civil war dragged on after entering a deadlock.","然而，当地一位剩余文物的买家拒绝参加谈判，内战在陷入僵局后拖延。","然而，当地一位【数十件】剩余文物的买家拒绝参加谈判，内战在陷入僵局后拖延。"
U,"Unfortunately, a local buyer of dozens of remaining relics refused to take part in negotiations, and the civil war dragged on after entering a deadlock.","不幸的是，当地一位剩余文物的买家拒绝参加谈判，内战在陷入僵局后拖延。","不幸的是，当地一位【…】剩余文物的买家拒绝参加谈判，内战在陷入僵局后拖延。"
O,"However, a private buyer of dozens of remaining relics refused to take part in negotiations, and the civil war dragged on after entering a deadlock.","然而，一位拥有数十件剩余文物的私人买家拒绝参加谈判，内战在陷入僵局后拖延。","然而，一位「拥有」数十件剩余文物的私人买家拒绝参加谈判，内战在陷入僵局后拖延。"
O,"However, a wealthy buyer of dozens of remaining relics refused to take part in negotiations, and the civil war dragged on after entering a deadlock.","然而，一位拥有数十件剩余文物的富有买家拒绝参加谈判，内战在陷入僵局后拖延。",""
O,"However, a Chinese buyer of dozens of remaining relics refused to take part in negotiations, and the civil war dragged on after entering a deadlock.","然而，一位拥有数十件剩余文物的中国买家拒绝参加谈判，内战在陷入僵局后拖延。","然而，一位「拥有」数十件剩余文物的中国买家拒绝参加谈判，内战在陷入僵局后拖延。"
L,"However, a local buyer of dozens of remaining protesters refused to take part in negotiations, and the civil war dragged on after entering a deadlock.","然而，当地买家拒绝参加谈判，数十名剩余抗议者拒绝参加谈判，内战在陷入僵局后拖延。","然而，「当地买家拒绝参加谈判，数十名剩余抗议者拒绝参加谈判」，内战在陷入僵局后拖延。"
U,"As usual with such ventures, Hollywood's agents and content managers were happy to take money from a new buyer.","像往常一样，好莱坞的经纪人和内容经理很乐意从新买家那里拿钱。","像「往常【这类企业(惯例)】」一样，好莱坞的经纪人和内容经理很乐意从新买家那里拿钱。"
U,"As usual with such ventures, Hollywood's agents and content managers were free to take money from a new buyer.","像往常一样，好莱坞的经纪人和内容经理可以自由地从新买家那里拿钱。","像「往常」一样，好莱坞的经纪人和内容经理可以自由地从新买家那里拿钱。"
U,"A Change Is Gonna Come was a 1960s soul tune that was the unofficial anthem of the US civil rights movement.","A Change Is Will to Come 是一首 1960 年代的灵魂曲，是美国民权运动的非官方国歌。","「A Change Is Will to Come」 是一首 1960 年代的灵魂曲，是美国民权运动的非官方国歌。"
U,"A Change Is Gonna Come was a southern soul tune that was the unofficial anthem of the US civil rights movement.","A Change Is Will to Come是一首南方的灵魂曲，是美国民权运动的非官方国歌。",""
U,"A Change Is Gonna Come was a smooth jazz tune that was the unofficial anthem of the US civil rights movement.","A Change Is Will to Come是一首流畅的爵士乐曲，是美国民权运动的非官方国歌。",""
U,"A Change Is Gonna Come was a smooth rock tune that was the unofficial anthem of the US civil rights movement.","A Change Is Will to Come是一首流畅的摇滚曲调，是美国民权运动的非官方国歌。",""
U,"A Change Is Gonna Come was a smooth pop tune that was the unofficial anthem of the US civil rights movement.","A Change Is Will to Come是一首流畅的流行曲，是美国民权运动的非官方国歌。",""
U,"A Change Is Gonna Come was a smooth piano tune that was the unofficial anthem of the US civil rights movement.","A Change Is Will to Come是一首流畅的钢琴曲，是美国民权运动的非官方国歌。",""
U,"A Change Is Gonna Come was a smooth soul number that was the unofficial anthem of the US civil rights movement.","A Change Is Will to Come是一个流畅的灵魂数字，是美国民权运动的非官方国歌。",""
W,"The village then began to establish educational infrastructure and develop the agriculture, such as tea production and cultivating cloud ear fungus.","随后，该村开始建立教育基础设施并发展农业，如茶叶生产和种植云耳木耳。",""
W,"The village then began to establish public infrastructure and develop the agriculture, such as tea production and cultivating cloud ear fungus.","随后，该村开始建立公共基础设施并发展农业，如茶叶生产和种植云耳木耳。",""
L,"When they arrived in Wuhan, they were facing the urgent need to improve the daily detection ability for the acid tests.","当他们到达武汉时，他们面临着提高酸性测试日常检测能力的迫切需要。","当他们到达武汉时，他们面临着「提高酸性测试日常检测能力【为核酸检测提高日常检测能力】」的迫切需要。"
L; U,"When they arrived in Wuhan, they were facing the urgent need to improve the acid detection ability for the acid tests.","当他们到达武汉时，面临着提高酸性检测能力的迫切需要。","当他们到达武汉时，面临着「【…】提高酸性检测能力」的迫切需要。"
L,"When they arrived in Wuhan, they were facing the urgent need to improve the human detection ability for the acid tests.","当他们到达武汉时，面临着提高人体检测能力的迫切需要，以进行酸性测试。","当他们到达武汉时，面临着「提高人体检测能力的迫切需要，以进行酸性测试」。"
L,"When they arrived in Wuhan, they were facing the urgent need to improve the daily detection ability for the future tests.","当他们到达武汉时，他们面临着提高日常检测能力的迫切需要，以备日后检测。","当他们到达武汉时，他们面临着「提高日常检测能力的迫切需要，以备日后检测」。"
L; U,"When they arrived in Wuhan, they were facing the urgent need to improve the daily detection ability for the acid worms.","当他们到达武汉时，面临着提高酸虫日常检测能力的迫切需要。","当他们到达武汉时，面临着「提高酸虫日常检测能力」的迫切需要。"
N,"Despite being a great performer of the traditional folk dance, 58-year-old Tashi Wangdu had never until then staged a performance in front of a big audience.","尽管是传统民间舞蹈的伟大表演者，但58岁的扎西文色从未在众多观众面前表演过。","尽管是传统民间舞蹈的伟大表演者，但58岁的「扎西文色」从未在众多观众面前表演过。"
N,"Despite being a great performer of the traditional folk dance, 58-year-old Tashi Wangdu had never until then staged a performance in front of a live audience.","尽管是传统民间舞蹈的伟大表演者，但58岁的扎西文色旺都在此之前从未在现场观众面前表演过。","尽管是传统民间舞蹈的伟大表演者，但58岁的「扎西文色旺都」在此之前从未在现场观众面前表演过。"
N,"Despite being a great performer of the traditional folk dance, 58-year-old Tashi Wangdu had never until then staged a performance in front of a captive audience.","尽管是传统民间舞蹈的伟大表演者，但58岁的扎西文色旺都在此之前从未在俘虏的观众面前表演过。",""
N,"Despite being a great performer of the traditional folk dance, 58-year-old Tashi Wangdu had never until then staged a performance in front of a national audience.","尽管是传统民间舞蹈的伟大表演者，但58岁的扎西文色旺都在此之前从未在全国观众面前表演过。",""
U,"The weather has felt even more doom-and-gloom this year, and the missing more than anything is a bit of fun.","今年的天气更加阴霾，错过比什么都好玩。","今年的天气【感到】更加阴霾，错过比什么都好玩。"
U,"The air has felt even more doom-and-gloom this year, and the missing more than anything is a bit of fun.","今年的空气更加阴郁，错过的比什么都好玩。",""
N; U,"Netflix has spent the last few years pushing a boulder uphill, making gradual inroads in gaining oscar recognition for its movies.","在过去的几年里，Netflix一直在推动一块巨石上坡，逐渐进入其电影获得奥斯卡认可。","在过去的几年里，「Netflix」一直在推动一块巨石上坡，「逐渐进入其电影获得奥斯卡认可【在为其电影赢得奥斯卡认可方面逐步取得进展】」。"
N; U,"Netflix has spent the last few years pushing a bit uphill, making gradual inroads in gaining oscar recognition for its movies.","在过去的几年里，Netflix一直在努力，逐渐进入其电影获得奥斯卡认可。",""
N; U,"Netflix has spent the last few years pushing a boulder uphill, making great inroads in gaining oscar recognition for its movies.","在过去的几年里，Netflix一直在推动一块巨石上坡，在获得奥斯卡电影认可方面取得了巨大进展。","在过去的几年里，Netflix一直在推动一块巨石上坡，在【…】获得奥斯卡电影认可方面取得了巨大进展。"
U; W,"But a pandemic that put the whole on the go notion intervened, long before the unproven strategy could be legitimately tested.","但是，一场让整个人都走上前去的大流行介入了，早在未经证实的策略可以合法地进行测试之前。","但是，一场「让整个人都走上前去【让整体 处于忙碌状态/忙个不停】」的「大流行【病】」介入了，早在未经证实的策略可以合法地进行测试之前。"
U; W,"But a pandemic that put the world on the go notion intervened, long before the unproven strategy could be legitimately tested.","但是，一场让世界陷入困境的大流行介入了，早在未经证实的策略得到合法测试之前。","但是，一场「让世界陷入困境」的「大流行」介入了，早在未经证实的策略得到合法测试之前。"
U; W,"But a pandemic that put the government on the go notion intervened, long before the unproven strategy could be legitimately tested.","但是，一场让政府走上前去的大流行早在未经证实的策略得到合法测试之前就介入了。","但是，一场「让政府走上前去」的「大流行」早在未经证实的策略得到合法测试之前就介入了。"
U; W,"But a pandemic that put the country on the go notion intervened, long before the unproven strategy could be legitimately tested.","但是，一场让这个国家陷入困境的大流行介入了，早在未经证实的战略可以合法测试之前。",""
U; W,"But a pandemic that put the population on the go notion intervened, long before the unproven strategy could be legitimately tested.","但是，一场让人们四处奔波的大流行在未经证实的策略得到合法测试之前就介入了。",""
U; W,"But a pandemic that put the nation on the go notion intervened, long before the unproven strategy could be legitimately tested.","但是，一场让国家陷入困境的大流行在未经证实的策略得到合法测试之前就介入了。",""
W,"But a pandemic that put the disease on the go notion intervened, long before the unproven strategy could be legitimately tested.","但是，一场将疾病置于移动概念的大流行介入了，早在未经证实的策略可以合法测试之前。",""
W,"But a pandemic that put the whole on the wrong notion intervened, long before the unproven strategy could be legitimately tested.","但是，一场将整体置于错误观念上的大流行介入了，早在未经证实的策略得到合法测试之前。","但是，一场将整体置于错误观念上的「大流行」介入了，早在未经证实的策略得到合法测试之前。"
U; W,"But a pandemic that put the whole on the defensive notion intervened, long before the unproven strategy could be legitimately tested.","但是，一场使整个人处于守势的大流行介入了，早在未经证实的战略得到合法测试之前。",""
L; W,"But a pandemic that put the whole on the map notion intervened, long before the unproven strategy could be legitimately tested.","但是，一场将整个概念放在地图上的大流行介入了，早在未经证实的策略可以合法测试之前。","但是，一场「将整个概念放在地图上」的「大流行」介入了，早在未经证实的策略可以合法测试之前。"
W,"But a pandemic that put the whole on the go notion intervened, much before the unproven strategy could be legitimately tested.","但是，一场让整个人都处于移动概念的大流行介入了，远远早于未经证实的策略可以合法地进行测试。",""
W,"But a pandemic that put the whole on the go notion intervened, long before the unproven theory could be legitimately tested.","但是，一场让整个概念变得肆无忌惮的大流行介入了，早在未经证实的理论可以合法测试之前。",""
W,"But a pandemic that put the whole on the go notion intervened, long before the unproven hypothesis could be legitimately tested.","但是，一场让整个人都处于移动概念的大流行介入了，早在未经证实的假设可以合法地测试之前。",""
W,"But a pandemic that put the whole on the go notion intervened, long before the unproven claim could be legitimately tested.","但是，一场让整个人都处于移动概念的大流行介入了，早在未经证实的说法可以合法测试之前。",""
W,"But a pandemic that put the whole on the go notion intervened, long before the unproven idea could be legitimately tested.","但是，一场让整个概念变得肆无忌惮的大流行介入了，早在未经证实的想法可以合法测试之前。",""
N,"Quibi won't be the last casualty of the world wars, as studios and other new technologies vie for consumers'time.","Quibi不会成为世界大战的最后一个受害者，因为工作室和其他新技术都在争夺消费者的时间。","「Quibi」不会成为世界大战的最后一个受害者，因为工作室和其他新技术都在争夺消费者的时间。"
N; U,"Quibi won't be the last casualty of the world wars, as studios and other new technologies vie for years'time.","Quibi不会成为世界大战的最后一个受害者，因为工作室和其他新技术争夺多年。","「Quibi」不会成为世界大战的最后一个受害者，因为工作室和其他新技术争夺多年【的时间】。"
